R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
49,45,35,3,3,140,24.5,1.5,3,0,0,0,29
49,48,29,3,3,168.96,24.5,1.5,3,0,0,0,29
49,58,31,3,3,158.06,24.5,1.5,3,0,0,0,29
49,47,28,3,3,175,24.5,1.5,3,0,0,0,29
48,47,29,3,3,165.51,24,1.5,3,0,0,0,28.5
48,63,38,3,3,126.31,24,1.5,3,0,0,0,28.5
44,33,19,3,3,231.57,22,1.5,3,0,0,0,26.5
43,41,23,3,3,186.95,21.5,1.5,3,0,0,0,26
43,30,27,3,3,159.25,21.5,1.5,3,0,0,0,26
42,35,24,3,3,175,21,1.5,3,0,0,0,25.5
42,43,24,3,3,175,21,1.5,3,0,0,0,25.5
41,31,22,3,3,186.36,20.5,1.5,3,0,0,0,25
40,44,30,3,3,133.33,20,1.5,3,0,0,0,24.5
39,35,16,3,3,243.75,19.5,1.5,3,0,0,0,24
39,39,29,3,3,134.48,19.5,1.5,3,0,0,0,24
39,37,22,3,3,177.27,19.5,1.5,3,0,0,0,24
38,32,19,3,3,200,19,1.5,3,0,0,0,23.5
37,19,20,3,3,185,18.5,1.5,3,0,0,0,23
36,17,14,3,3,257.14,18,1.5,3,0,0,0,22.5
34,20,21,3,3,161.9,17,1.5,3,0,0,0,21.5
34,23,13,3,3,261.53,17,1.5,3,0,0,0,21.5
34,14,11,3,3,309.09,17,1.5,3,0,0,0,21.5
32,29,12,3,3,266.66,16,1.5,3,0,0,0,20.5
31,12,8,3,3,387.5,15.5,1.5,3,0,0,0,20
56,83,46,3,2,121.73,28,1.5,2,4,0,0,35.5
54,76,47,3,2,114.89,27,1.5,2,4,0,0,34.5
54,77,49,3,2,110.2,27,1.5,2,4,0,0,34.5
54,62,34,3,2,158.82,27,1.5,2,4,0,0,34.5
52,64,44,3,2,118.18,26,1.5,2,4,0,0,33.5
52,68,34,3,2,152.94,26,1.5,2,4,0,0,33.5
52,67,37,3,2,140.54,26,1.5,2,4,0,0,33.5
51,66,43,3,2,118.6,25.5,1.5,2,4,0,0,33
49,61,31,3,2,158.06,24.5,1.5,2,0,0,0,28
47,44,27,3,2,174.07,23.5,1.5,2,0,0,0,27
47,47,32,3,2,146.87,23.5,1.5,2,0,0,0,27
47,64,38,3,2,123.68,23.5,1.5,2,0,0,0,27
46,59,35,3,2,131.42,23,1.5,2,0,0,0,26.5
45,66,42,3,2,107.14,22.5,1.5,2,0,0,0,26
45,68,36,3,2,125,22.5,1.5,2,0,0,0,26
45,51,31,3,2,145.16,22.5,1.5,2,0,0,0,26
45,60,34,3,2,132.35,22.5,1.5,2,0,0,0,26
43,36,26,3,2,165.38,21.5,1.5,2,0,0,0,25
42,43,35,3,2,120,21,1.5,2,0,0,0,24.5
42,60,33,3,2,127.27,21,1.5,2,0,0,0,24.5
40,42,29,3,2,137.93,20,1.5,2,0,0,0,23.5
40,46,35,3,2,114.28,20,1.5,2,0,0,0,23.5
40,49,34,3,2,117.64,20,1.5,2,0,0,0,23.5
40,45,23,3,2,173.91,20,1.5,2,0,0,0,23.5
39,58,32,3,2,121.87,19.5,1.5,2,0,0,0,23
39,41,23,3,2,169.56,19.5,1.5,2,0,0,0,23
38,60,40,3,2,95,19,1.5,2,0,0,0,22.5
38,46,28,3,2,135.71,19,1.5,2,0,0,0,22.5
38,47,31,3,2,122.58,19,1.5,2,0,0,0,22.5
38,32,17,3,2,223.52,19,1.5,2,0,0,0,22.5
37,33,22,3,2,168.18,18.5,1.5,2,0,0,0,22
36,47,21,3,2,171.42,18,1.5,2,0,0,0,21.5
36,31,19,3,2,189.47,18,1.5,2,0,0,0,21.5
35,23,18,3,2,194.44,17.5,1.5,2,0,0,0,21
35,41,27,3,2,129.62,17.5,1.5,2,0,0,0,21
35,39,19,3,2,184.21,17.5,1.5,2,0,0,0,21
34,33,29,3,2,117.24,17,1.5,2,0,0,0,20.5
34,37,18,3,2,188.88,17,1.5,2,0,0,0,20.5
34,23,17,3,2,200,17,1.5,2,0,0,0,20.5
33,24,14,3,2,235.71,16.5,1.5,2,0,0,0,20
33,27,17,3,2,194.11,16.5,1.5,2,0,0,0,20
33,28,19,3,2,173.68,16.5,1.5,2,0,0,0,20
33,33,25,3,2,132,16.5,1.5,2,0,0,0,20
32,19,16,3,2,200,16,1.5,2,0,0,0,19.5
32,20,14,3,2,228.57,16,1.5,2,0,0,0,19.5
32,24,21,3,2,152.38,16,1.5,2,0,0,0,19.5
32,16,19,3,2,168.42,16,1.5,2,0,0,0,19.5
31,25,24,3,2,129.16,15.5,1.5,2,0,0,0,19
30,46,21,3,2,142.85,15,1.5,2,0,0,0,18.5
29,23,20,3,2,145,14.5,1.5,2,0,0,0,18
29,22,20,3,2,145,14.5,1.5,2,0,0,0,18
29,35,24,3,2,120.83,14.5,1.5,2,0,0,0,18
29,17,10,3,2,290,14.5,1.5,2,0,0,0,18
29,23,11,3,2,263.63,14.5,1.5,2,0,0,0,18
28,14,13,3,2,215.38,14,1.5,2,0,0,0,17.5
28,30,19,3,2,147.36,14,1.5,2,0,0,0,17.5
28,27,18,3,2,155.55,14,1.5,2,0,0,0,17.5
27,19,11,3,2,245.45,13.5,1.5,2,0,0,0,17
26,19,13,3,2,200,13,1.5,2,0,0,0,16.5
26,33,14,3,2,185.71,13,1.5,2,0,0,0,16.5
51,71,42,3,1,121.42,25.5,1.5,1,4,0,0,32
50,77,50,3,1,100,25,1.5,1,4,0,0,31.5
48,67,43,3,1,111.62,24,1.5,1,0,0,0,26.5
45,52,34,3,1,132.35,22.5,1.5,1,0,0,0,25
44,67,39,3,1,112.82,22,1.5,1,0,0,0,24.5
43,70,33,3,1,130.3,21.5,1.5,1,0,0,0,24
43,53,37,3,1,116.21,21.5,1.5,1,0,0,0,24
43,75,40,3,1,107.5,21.5,1.5,1,0,0,0,24
41,54,31,3,1,132.25,20.5,1.5,1,0,0,0,23
40,42,30,3,1,133.33,20,1.5,1,0,0,0,22.5
40,51,29,3,1,137.93,20,1.5,1,0,0,0,22.5
39,45,30,3,1,130,19.5,1.5,1,0,0,0,22
39,46,33,3,1,118.18,19.5,1.5,1,0,0,0,22
39,76,42,3,1,92.85,19.5,1.5,1,0,0,0,22
39,51,34,3,1,114.7,19.5,1.5,1,0,0,0,22
38,56,34,3,1,111.76,19,1.5,1,0,0,0,21.5
38,48,20,3,1,190,19,1.5,1,0,0,0,21.5
38,60,31,3,1,122.58,19,1.5,1,0,0,0,21.5
38,61,34,3,1,111.76,19,1.5,1,0,0,0,21.5
37,54,37,3,1,100,18.5,1.5,1,0,0,0,21
37,74,29,3,1,127.58,18.5,1.5,1,0,0,0,21
37,49,38,3,1,97.36,18.5,1.5,1,0,0,0,21
37,60,30,3,1,123.33,18.5,1.5,1,0,0,0,21
36,47,34,3,1,105.88,18,1.5,1,0,0,0,20.5
36,39,30,3,1,120,18,1.5,1,0,0,0,20.5
36,73,34,3,1,105.88,18,1.5,1,0,0,0,20.5
36,32,22,3,1,163.63,18,1.5,1,0,0,0,20.5
36,52,36,3,1,100,18,1.5,1,0,0,0,20.5
35,35,23,3,1,152.17,17.5,1.5,1,0,0,0,20
34,43,31,3,1,109.67,17,1.5,1,0,0,0,19.5
34,48,22,3,1,154.54,17,1.5,1,0,0,0,19.5
34,54,40,3,1,85,17,1.5,1,0,0,0,19.5
34,41,22,3,1,154.54,17,1.5,1,0,0,0,19.5
33,62,32,3,1,103.12,16.5,1.5,1,0,0,0,19
33,40,24,3,1,137.5,16.5,1.5,1,0,0,0,19
33,39,24,3,1,137.5,16.5,1.5,1,0,0,0,19
33,51,32,3,1,103.12,16.5,1.5,1,0,0,0,19
33,38,27,3,1,122.22,16.5,1.5,1,0,0,0,19
33,41,25,3,1,132,16.5,1.5,1,0,0,0,19
32,55,30,3,1,106.66,16,1.5,1,0,0,0,18.5
32,44,24,3,1,133.33,16,1.5,1,0,0,0,18.5
31,40,28,3,1,110.71,15.5,1.5,1,0,0,0,18
31,33,21,3,1,147.61,15.5,1.5,1,0,0,0,18
31,37,25,3,1,124,15.5,1.5,1,0,0,0,18
31,32,21,3,1,147.61,15.5,1.5,1,0,0,0,18
31,38,23,3,1,134.78,15.5,1.5,1,0,0,0,18
31,38,24,3,1,129.16,15.5,1.5,1,0,0,0,18
31,41,23,3,1,134.78,15.5,1.5,1,0,0,0,18
30,45,27,3,1,111.11,15,1.5,1,0,0,0,17.5
30,23,18,3,1,166.66,15,1.5,1,0,0,0,17.5
30,25,22,3,1,136.36,15,1.5,1,0,0,0,17.5
30,37,27,3,1,111.11,15,1.5,1,0,0,0,17.5
29,35,21,3,1,138.09,14.5,1.5,1,0,0,0,17
28,24,12,3,1,233.33,14,1.5,1,0,0,0,16.5
28,23,18,3,1,155.55,14,1.5,1,0,0,0,16.5
28,31,21,3,1,133.33,14,1.5,1,0,0,0,16.5
28,20,14,3,1,200,14,1.5,1,0,0,0,16.5
28,44,19,3,1,147.36,14,1.5,1,0,0,0,16.5
28,27,25,3,1,112,14,1.5,1,0,0,0,16.5
28,37,25,3,1,112,14,1.5,1,0,0,0,16.5
28,24,19,3,1,147.36,14,1.5,1,0,0,0,16.5
27,19,18,3,1,150,13.5,1.5,1,0,0,0,16
27,27,18,3,1,150,13.5,1.5,1,0,0,0,16
27,40,23,3,1,117.39,13.5,1.5,1,0,0,0,16
27,45,24,3,1,112.5,13.5,1.5,1,0,0,0,16
27,22,17,3,1,158.82,13.5,1.5,1,0,0,0,16
27,26,17,3,1,158.82,13.5,1.5,1,0,0,0,16
27,15,14,3,1,192.85,13.5,1.5,1,0,0,0,16
27,31,18,3,1,150,13.5,1.5,1,0,0,0,16
27,41,24,3,1,112.5,13.5,1.5,1,0,0,0,16
27,32,22,3,1,122.72,13.5,1.5,1,0,0,0,16
27,32,16,3,1,168.75,13.5,1.5,1,0,0,0,16
27,29,17,3,1,158.82,13.5,1.5,1,0,0,0,16
27,27,17,3,1,158.82,13.5,1.5,1,0,0,0,16
26,24,17,3,1,152.94,13,1.5,1,0,0,0,15.5
26,44,28,3,1,92.85,13,1.5,1,0,0,0,15.5
26,14,12,3,1,216.66,13,1.5,1,0,0,0,15.5
26,22,17,3,1,152.94,13,1.5,1,0,0,0,15.5
26,22,16,3,1,162.5,13,1.5,1,0,0,0,15.5
25,30,17,3,1,147.05,12.5,1.5,1,0,0,0,15
25,37,23,3,1,108.69,12.5,1.5,1,0,0,0,15
25,41,19,3,1,131.57,12.5,1.5,1,0,0,0,15
25,40,28,3,1,89.28,12.5,1.5,1,0,0,0,15
25,26,20,3,1,125,12.5,1.5,1,0,0,0,15
25,26,23,3,1,108.69,12.5,1.5,1,0,0,0,15
25,31,19,3,1,131.57,12.5,1.5,1,0,0,0,15
25,20,14,3,1,178.57,12.5,1.5,1,0,0,0,15
24,24,18,3,1,133.33,12,1.5,1,0,0,0,14.5
24,25,15,3,1,160,12,1.5,1,0,0,0,14.5
24,16,13,3,1,184.61,12,1.5,1,0,0,0,14.5
24,26,19,3,1,126.31,12,1.5,1,0,0,0,14.5
23,14,14,3,1,164.28,11.5,1.5,1,0,0,0,14
23,36,20,3,1,115,11.5,1.5,1,0,0,0,14
23,17,9,3,1,255.55,11.5,1.5,1,0,0,0,14
23,30,20,3,1,115,11.5,1.5,1,0,0,0,14
23,20,21,3,1,109.52,11.5,1.5,1,0,0,0,14
23,20,11,3,1,209.09,11.5,1.5,1,0,0,0,14
22,28,23,3,1,95.65,11,1.5,1,0,0,0,13.5
22,26,10,3,1,220,11,1.5,1,0,0,0,13.5
21,23,16,3,1,131.25,10.5,1.5,1,0,0,0,13
21,25,14,3,1,150,10.5,1.5,1,0,0,0,13
21,24,19,3,1,110.52,10.5,1.5,1,0,0,0,13
21,8,8,3,1,262.5,10.5,1.5,1,0,0,0,13
21,24,15,3,1,140,10.5,1.5,1,0,0,0,13
21,18,16,3,1,131.25,10.5,1.5,1,0,0,0,13
21,16,9,3,1,233.33,10.5,1.5,1,0,0,0,13
20,13,12,3,1,166.66,10,1.5,1,0,0,0,12.5
20,15,8,3,1,250,10,1.5,1,0,0,0,12.5
20,26,16,3,1,125,10,1.5,1,0,0,0,12.5
20,18,17,3,1,117.64,10,1.5,1,0,0,0,12.5
20,17,12,3,1,166.66,10,1.5,1,0,0,0,12.5
19,7,6,3,1,316.66,9.5,1.5,1,0,0,0,12
19,20,14,3,1,135.71,9.5,1.5,1,0,0,0,12
19,9,6,3,1,316.66,9.5,1.5,1,0,0,0,12
50,62,39,3,0,128.2,25,1.5,0,4,0,0,30.5
41,70,38,3,0,107.89,20.5,1.5,0,0,0,0,22
39,40,29,3,0,134.48,19.5,1.5,0,0,0,0,21
37,58,41,3,0,90.24,18.5,1.5,0,0,0,0,20
36,52,33,3,0,109.09,18,1.5,0,0,0,0,19.5
36,44,29,3,0,124.13,18,1.5,0,0,0,0,19.5
35,48,39,3,0,89.74,17.5,1.5,0,0,0,0,19
35,49,29,3,0,120.68,17.5,1.5,0,0,0,0,19
34,87,42,3,0,80.95,17,1.5,0,0,0,0,18.5
34,58,39,3,0,87.17,17,1.5,0,0,0,0,18.5
34,50,34,3,0,100,17,1.5,0,0,0,0,18.5
34,59,37,3,0,91.89,17,1.5,0,0,0,0,18.5
33,72,39,3,0,84.61,16.5,1.5,0,0,0,0,18
33,50,30,3,0,110,16.5,1.5,0,0,0,0,18
33,36,31,3,0,106.45,16.5,1.5,0,0,0,0,18
32,51,35,3,0,91.42,16,1.5,0,0,0,0,17.5
32,34,24,3,0,133.33,16,1.5,0,0,0,0,17.5
32,54,27,3,0,118.51,16,1.5,0,0,0,0,17.5
32,61,37,3,0,86.48,16,1.5,0,0,0,0,17.5
32,53,26,3,0,123.07,16,1.5,0,0,0,0,17.5
31,43,33,3,0,93.93,15.5,1.5,0,0,0,0,17
31,48,38,3,0,81.57,15.5,1.5,0,0,0,0,17
31,30,26,3,0,119.23,15.5,1.5,0,0,0,0,17
31,46,28,3,0,110.71,15.5,1.5,0,0,0,0,17
30,34,27,3,0,111.11,15,1.5,0,0,0,0,16.5
30,46,27,3,0,111.11,15,1.5,0,0,0,0,16.5
30,42,24,3,0,125,15,1.5,0,0,0,0,16.5
30,51,32,3,0,93.75,15,1.5,0,0,0,0,16.5
30,45,27,3,0,111.11,15,1.5,0,0,0,0,16.5
30,39,22,3,0,136.36,15,1.5,0,0,0,0,16.5
29,48,29,3,0,100,14.5,1.5,0,0,0,0,16
29,56,32,3,0,90.62,14.5,1.5,0,0,0,0,16
29,59,25,3,0,116,14.5,1.5,0,0,0,0,16
29,33,23,3,0,126.08,14.5,1.5,0,0,0,0,16
29,49,25,3,0,116,14.5,1.5,0,0,0,0,16
29,49,26,3,0,111.53,14.5,1.5,0,0,0,0,16
29,42,24,3,0,120.83,14.5,1.5,0,0,0,0,16
28,42,24,3,0,116.66,14,1.5,0,0,0,0,15.5
28,49,24,3,0,116.66,14,1.5,0,0,0,0,15.5
28,27,26,3,0,107.69,14,1.5,0,0,0,0,15.5
28,55,24,3,0,116.66,14,1.5,0,0,0,0,15.5
28,44,28,3,0,100,14,1.5,0,0,0,0,15.5
28,43,31,3,0,90.32,14,1.5,0,0,0,0,15.5
27,18,23,3,0,117.39,13.5,1.5,0,0,0,0,15
27,41,24,3,0,112.5,13.5,1.5,0,0,0,0,15
27,52,24,3,0,112.5,13.5,1.5,0,0,0,0,15
27,28,23,3,0,117.39,13.5,1.5,0,0,0,0,15
27,24,18,3,0,150,13.5,1.5,0,0,0,0,15
27,43,24,3,0,112.5,13.5,1.5,0,0,0,0,15
26,49,24,3,0,108.33,13,1.5,0,0,0,0,14.5
26,35,22,3,0,118.18,13,1.5,0,0,0,0,14.5
26,48,26,3,0,100,13,1.5,0,0,0,0,14.5
26,35,22,3,0,118.18,13,1.5,0,0,0,0,14.5
26,34,27,3,0,96.29,13,1.5,0,0,0,0,14.5
25,43,24,3,0,104.16,12.5,1.5,0,0,0,0,14
25,33,20,3,0,125,12.5,1.5,0,0,0,0,14
25,54,24,3,0,104.16,12.5,1.5,0,0,0,0,14
25,44,26,3,0,96.15,12.5,1.5,0,0,0,0,14
25,30,18,3,0,138.88,12.5,1.5,0,0,0,0,14
25,44,32,3,0,78.12,12.5,1.5,0,0,0,0,14
25,36,20,3,0,125,12.5,1.5,0,0,0,0,14
25,45,24,3,0,104.16,12.5,1.5,0,0,0,0,14
25,43,22,3,0,113.63,12.5,1.5,0,0,0,0,14
24,37,23,3,0,104.34,12,1.5,0,0,0,0,13.5
24,28,19,3,0,126.31,12,1.5,0,0,0,0,13.5
24,40,21,3,0,114.28,12,1.5,0,0,0,0,13.5
24,35,27,3,0,88.88,12,1.5,0,0,0,0,13.5
24,22,20,3,0,120,12,1.5,0,0,0,0,13.5
24,37,23,3,0,104.34,12,1.5,0,0,0,0,13.5
24,24,20,3,0,120,12,1.5,0,0,0,0,13.5
23,26,15,3,0,153.33,11.5,1.5,0,0,0,0,13
23,40,23,3,0,100,11.5,1.5,0,0,0,0,13
23,16,9,3,0,255.55,11.5,1.5,0,0,0,0,13
23,26,20,3,0,115,11.5,1.5,0,0,0,0,13
23,29,18,3,0,127.77,11.5,1.5,0,0,0,0,13
23,35,21,3,0,109.52,11.5,1.5,0,0,0,0,13
23,18,15,3,0,153.33,11.5,1.5,0,0,0,0,13
22,25,18,3,0,122.22,11,1.5,0,0,0,0,12.5
22,27,20,3,0,110,11,1.5,0,0,0,0,12.5
22,33,19,3,0,115.78,11,1.5,0,0,0,0,12.5
22,23,13,3,0,169.23,11,1.5,0,0,0,0,12.5
22,22,17,3,0,129.41,11,1.5,0,0,0,0,12.5
22,18,16,3,0,137.5,11,1.5,0,0,0,0,12.5
22,19,16,3,0,137.5,11,1.5,0,0,0,0,12.5
22,19,17,3,0,129.41,11,1.5,0,0,0,0,12.5
22,32,20,3,0,110,11,1.5,0,0,0,0,12.5
21,26,18,3,0,116.66,10.5,1.5,0,0,0,0,12
21,36,17,3,0,123.52,10.5,1.5,0,0,0,0,12
21,26,24,3,0,87.5,10.5,1.5,0,0,0,0,12
21,29,26,3,0,80.76,10.5,1.5,0,0,0,0,12
21,17,13,3,0,161.53,10.5,1.5,0,0,0,0,12
21,23,21,3,0,100,10.5,1.5,0,0,0,0,12
21,37,21,3,0,100,10.5,1.5,0,0,0,0,12
21,30,18,3,0,116.66,10.5,1.5,0,0,0,0,12
21,45,26,3,0,80.76,10.5,1.5,0,0,0,0,12
21,22,19,3,0,110.52,10.5,1.5,0,0,0,0,12
21,17,14,3,0,150,10.5,1.5,0,0,0,0,12
21,40,21,3,0,100,10.5,1.5,0,0,0,0,12
21,20,17,3,0,123.52,10.5,1.5,0,0,0,0,12
21,26,14,3,0,150,10.5,1.5,0,0,0,0,12
20,26,17,3,0,117.64,10,1.5,0,0,0,0,11.5
20,19,18,3,0,111.11,10,1.5,0,0,0,0,11.5
20,21,12,3,0,166.66,10,1.5,0,0,0,0,11.5
20,37,23,3,0,86.95,10,1.5,0,0,0,0,11.5
20,24,20,3,0,100,10,1.5,0,0,0,0,11.5
20,14,12,3,0,166.66,10,1.5,0,0,0,0,11.5
20,27,21,3,0,95.23,10,1.5,0,0,0,0,11.5
20,25,11,3,0,181.81,10,1.5,0,0,0,0,11.5
20,30,17,3,0,117.64,10,1.5,0,0,0,0,11.5
20,30,17,3,0,117.64,10,1.5,0,0,0,0,11.5
20,26,17,3,0,117.64,10,1.5,0,0,0,0,11.5
19,15,19,3,0,100,9.5,1.5,0,0,0,0,11
19,27,16,3,0,118.75,9.5,1.5,0,0,0,0,11
19,45,25,3,0,76,9.5,1.5,0,0,0,0,11
19,25,10,3,0,190,9.5,1.5,0,0,0,0,11
19,32,19,3,0,100,9.5,1.5,0,0,0,0,11
19,23,18,3,0,105.55,9.5,1.5,0,0,0,0,11
19,35,18,3,0,105.55,9.5,1.5,0,0,0,0,11
19,17,10,3,0,190,9.5,1.5,0,0,0,0,11
19,20,20,3,0,95,9.5,1.5,0,0,0,0,11
19,26,18,3,0,105.55,9.5,1.5,0,0,0,0,11
19,19,11,3,0,172.72,9.5,1.5,0,0,0,0,11
19,13,11,3,0,172.72,9.5,1.5,0,0,0,0,11
19,24,13,3,0,146.15,9.5,1.5,0,0,0,0,11
19,15,12,3,0,158.33,9.5,1.5,0,0,0,0,11
18,14,14,3,0,128.57,9,1.5,0,0,0,0,10.5
18,18,13,3,0,138.46,9,1.5,0,0,0,0,10.5
18,20,10,3,0,180,9,1.5,0,0,0,0,10.5
18,28,20,3,0,90,9,1.5,0,0,0,0,10.5
18,32,18,3,0,100,9,1.5,0,0,0,0,10.5
18,20,16,3,0,112.5,9,1.5,0,0,0,0,10.5
18,20,17,3,0,105.88,9,1.5,0,0,0,0,10.5
18,19,21,3,0,85.71,9,1.5,0,0,0,0,10.5
17,17,15,3,0,113.33,8.5,1.5,0,0,0,0,10
17,37,24,3,0,70.83,8.5,1.5,0,0,0,0,10
17,28,19,3,0,89.47,8.5,1.5,0,0,0,0,10
17,24,17,3,0,100,8.5,1.5,0,0,0,0,10
17,22,16,3,0,106.25,8.5,1.5,0,0,0,0,10
17,17,14,3,0,121.42,8.5,1.5,0,0,0,0,10
17,8,8,3,0,212.5,8.5,1.5,0,0,0,0,10
17,26,17,3,0,100,8.5,1.5,0,0,0,0,10
17,16,11,3,0,154.54,8.5,1.5,0,0,0,0,10
17,13,12,3,0,141.66,8.5,1.5,0,0,0,0,10
17,27,8,3,0,212.5,8.5,1.5,0,0,0,0,10
17,19,13,3,0,130.76,8.5,1.5,0,0,0,0,10
17,16,13,3,0,130.76,8.5,1.5,0,0,0,0,10
16,22,12,3,0,133.33,8,1.5,0,0,0,0,9.5
16,28,9,3,0,177.77,8,1.5,0,0,0,0,9.5
16,35,14,3,0,114.28,8,1.5,0,0,0,0,9.5
16,20,11,3,0,145.45,8,1.5,0,0,0,0,9.5
16,21,13,3,0,123.07,8,1.5,0,0,0,0,9.5
16,10,8,3,0,200,8,1.5,0,0,0,0,9.5
16,18,12,3,0,133.33,8,1.5,0,0,0,0,9.5
16,23,10,3,0,160,8,1.5,0,0,0,0,9.5
16,20,10,3,0,160,8,1.5,0,0,0,0,9.5
16,23,21,3,0,76.19,8,1.5,0,0,0,0,9.5
16,21,6,3,0,266.66,8,1.5,0,0,0,0,9.5
16,14,9,3,0,177.77,8,1.5,0,0,0,0,9.5
16,11,11,3,0,145.45,8,1.5,0,0,0,0,9.5
15,17,14,3,0,107.14,7.5,1.5,0,0,0,0,9
15,14,12,3,0,125,7.5,1.5,0,0,0,0,9
15,25,18,3,0,83.33,7.5,1.5,0,0,0,0,9
15,19,10,3,0,150,7.5,1.5,0,0,0,0,9
15,27,13,3,0,115.38,7.5,1.5,0,0,0,0,9
15,22,13,3,0,115.38,7.5,1.5,0,0,0,0,9
15,21,18,3,0,83.33,7.5,1.5,0,0,0,0,9
15,22,16,3,0,93.75,7.5,1.5,0,0,0,0,9
15,22,14,3,0,107.14,7.5,1.5,0,0,0,0,9
15,25,15,3,0,100,7.5,1.5,0,0,0,0,9
15,13,14,3,0,107.14,7.5,1.5,0,0,0,0,9
15,23,12,3,0,125,7.5,1.5,0,0,0,0,9
15,14,14,3,0,107.14,7.5,1.5,0,0,0,0,9
15,16,9,3,0,166.66,7.5,1.5,0,0,0,0,9
15,22,17,3,0,88.23,7.5,1.5,0,0,0,0,9
15,10,8,3,0,187.5,7.5,1.5,0,0,0,0,9
14,17,12,3,0,116.66,7,1.5,0,0,0,0,8.5
14,6,6,3,0,233.33,7,1.5,0,0,0,0,8.5
14,12,8,3,0,175,7,1.5,0,0,0,0,8.5
14,10,8,3,0,175,7,1.5,0,0,0,0,8.5
14,12,12,3,0,116.66,7,1.5,0,0,0,0,8.5
14,12,11,3,0,127.27,7,1.5,0,0,0,0,8.5
14,14,8,3,0,175,7,1.5,0,0,0,0,8.5
14,13,6,3,0,233.33,7,1.5,0,0,0,0,8.5
14,26,15,3,0,93.33,7,1.5,0,0,0,0,8.5
14,24,13,3,0,107.69,7,1.5,0,0,0,0,8.5
14,14,8,3,0,175,7,1.5,0,0,0,0,8.5
14,15,8,3,0,175,7,1.5,0,0,0,0,8.5
14,17,10,3,0,140,7,1.5,0,0,0,0,8.5
14,12,12,3,0,116.66,7,1.5,0,0,0,0,8.5
14,10,9,3,0,155.55,7,1.5,0,0,0,0,8.5
14,14,11,3,0,127.27,7,1.5,0,0,0,0,8.5
14,13,9,3,0,155.55,7,1.5,0,0,0,0,8.5
13,13,15,3,0,86.66,6.5,1.5,0,0,0,0,8
13,7,9,3,0,144.44,6.5,1.5,0,0,0,0,8
13,8,5,3,0,260,6.5,1.5,0,0,0,0,8
12,9,3,3,0,400,6,1.5,0,0,0,0,7.5
12,10,10,3,0,120,6,1.5,0,0,0,0,7.5
12,10,7,3,0,171.42,6,1.5,0,0,0,0,7.5
12,8,5,3,0,240,6,1.5,0,0,0,0,7.5
12,17,12,3,0,100,6,1.5,0,0,0,0,7.5
12,10,10,3,0,120,6,1.5,0,0,0,0,7.5
89,64,44,2,9,202.27,44.5,1,9,4,0,0,58.5
66,33,27,2,8,244.44,33,1,8,4,0,0,46
72,77,44,2,7,163.63,36,1,7,4,0,0,48
68,80,35,2,6,194.28,34,1,6,4,0,0,45
51,24,17,2,6,300,25.5,1,6,4,0,0,36.5
64,77,46,2,5,139.13,32,1,5,4,0,0,42
54,47,29,2,5,186.2,27,1,5,4,0,0,37
47,29,21,2,5,223.8,23.5,1,5,0,0,0,29.5
58,52,35,2,4,165.71,29,1,4,4,0,0,38
47,50,41,2,4,114.63,23.5,1,4,0,0,0,28.5
45,42,29,2,4,155.17,22.5,1,4,0,0,0,27.5
44,40,20,2,4,220,22,1,4,0,0,0,27
41,30,24,2,4,170.83,20.5,1,4,0,0,0,25.5
39,25,16,2,4,243.75,19.5,1,4,0,0,0,24.5
38,26,16,2,4,237.5,19,1,4,0,0,0,24
50,58,32,2,3,156.25,25,1,3,4,0,0,33
48,59,43,2,3,111.62,24,1,3,0,0,0,28
48,53,32,2,3,150,24,1,3,0,0,0,28
48,75,42,2,3,114.28,24,1,3,0,0,0,28
48,50,30,2,3,160,24,1,3,0,0,0,28
47,72,39,2,3,120.51,23.5,1,3,0,0,0,27.5
46,29,29,2,3,158.62,23,1,3,0,0,0,27
46,39,33,2,3,139.39,23,1,3,0,0,0,27
46,108,37,2,3,124.32,23,1,3,0,0,0,27
45,35,24,2,3,187.5,22.5,1,3,0,0,0,26.5
41,36,23,2,3,178.26,20.5,1,3,0,0,0,24.5
41,66,43,2,3,95.34,20.5,1,3,0,0,0,24.5
41,38,24,2,3,170.83,20.5,1,3,0,0,0,24.5
40,23,20,2,3,200,20,1,3,0,0,0,24
40,39,24,2,3,166.66,20,1,3,0,0,0,24
39,45,26,2,3,150,19.5,1,3,0,0,0,23.5
39,38,19,2,3,205.26,19.5,1,3,0,0,0,23.5
39,32,23,2,3,169.56,19.5,1,3,0,0,0,23.5
36,23,16,2,3,225,18,1,3,0,0,0,22
36,39,18,2,3,200,18,1,3,0,0,0,22
35,27,21,2,3,166.66,17.5,1,3,0,0,0,21.5
34,35,24,2,3,141.66,17,1,3,0,0,0,21
34,28,16,2,3,212.5,17,1,3,0,0,0,21
34,37,20,2,3,170,17,1,3,0,0,0,21
34,12,11,2,3,309.09,17,1,3,0,0,0,21
33,26,14,2,3,235.71,16.5,1,3,0,0,0,20.5
33,25,19,2,3,173.68,16.5,1,3,0,0,0,20.5
32,18,18,2,3,177.77,16,1,3,0,0,0,20
32,30,21,2,3,152.38,16,1,3,0,0,0,20
29,26,20,2,3,145,14.5,1,3,0,0,0,18.5
28,8,7,2,3,400,14,1,3,0,0,0,18
