R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
76.00,68.00,48.00,12.00,0.00,158.33,38.00,6.00,0.00,4.00,0.00,0.00,48.00
93.00,68.00,41.00,6.00,8.00,226.82,46.50,3.00,8.00,4.00,0.00,0.00,61.50
19.00,30.00,15.00,1.00,1.00,126.66,9.50,0.50,1.00,0.00,0.00,0.00,11.00
0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
26.00,34.00,27.00,3.00,0.00,96.29,13.00,1.50,0.00,0.00,0.00,0.00,14.50
50.00,58.00,32.00,2.00,3.00,156.25,25.00,1.00,3.00,4.00,0.00,0.00,33.00
5.00,17.00,11.00,0.00,0.00,45.45,2.50,0.00,0.00,0.00,0.00,-3.00,-0.50
40.00,45.00,23.00,3.00,2.00,173.91,20.00,1.50,2.00,0.00,0.00,0.00,23.50
17.00,11.00,8.00,2.00,1.00,212.50,8.50,1.00,1.00,0.00,0.00,0.00,10.50
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
28.00,46.00,27.00,2.00,1.00,103.70,14.00,1.00,1.00,0.00,0.00,0.00,16.00
14.00,10.00,9.00,1.00,1.00,155.55,7.00,0.50,1.00,0.00,0.00,0.00,8.50
14.00,10.00,9.00,3.00,0.00,155.55,7.00,1.50,0.00,0.00,0.00,0.00,8.50
24.00,28.00,22.00,1.00,1.00,109.09,12.00,0.50,1.00,0.00,0.00,0.00,13.50
44.00,40.00,20.00,2.00,4.00,220.00,22.00,1.00,4.00,0.00,0.00,0.00,27.00
30.00,36.00,27.00,1.00,2.00,111.11,15.00,0.50,2.00,0.00,0.00,0.00,17.50
6.00,17.00,8.00,1.00,0.00,75.00,3.00,0.50,0.00,0.00,0.00,0.00,3.50
24.00,42.00,24.00,4.00,0.00,100.00,12.00,2.00,0.00,0.00,0.00,0.00,14.00
12.00,10.00,10.00,3.00,0.00,120.00,6.00,1.50,0.00,0.00,0.00,0.00,7.50
69.00,53.00,37.00,5.00,5.00,186.48,34.50,2.50,5.00,4.00,0.00,0.00,46.00
16.00,30.00,18.00,1.00,0.00,88.88,8.00,0.50,0.00,0.00,0.00,0.00,8.50
9.00,8.00,5.00,0.00,1.00,180.00,4.50,0.00,1.00,0.00,0.00,0.00,5.50
10.00,12.00,8.00,0.00,1.00,125.00,5.00,0.00,1.00,0.00,0.00,0.00,6.00
5.00,13.00,7.00,0.00,0.00,71.42,2.50,0.00,0.00,0.00,0.00,0.00,2.50
0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
18.00,20.00,17.00,3.00,0.00,105.88,9.00,1.50,0.00,0.00,0.00,0.00,10.50
25.00,35.00,19.00,1.00,1.00,131.57,12.50,0.50,1.00,0.00,0.00,0.00,14.00
4.00,4.00,3.00,1.00,0.00,133.33,2.00,0.50,0.00,0.00,0.00,0.00,2.50
13.00,27.00,12.00,1.00,0.00,108.33,6.50,0.50,0.00,0.00,0.00,0.00,7.00
57.00,70.00,36.00,3.00,4.00,158.33,28.50,1.50,4.00,4.00,0.00,0.00,38.00
4.00,12.00,5.00,0.00,0.00,80.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
1.00,8.00,5.00,0.00,0.00,20.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
6.00,11.00,6.00,1.00,0.00,100.00,3.00,0.50,0.00,0.00,0.00,0.00,3.50
8.00,24.00,14.00,0.00,0.00,57.14,4.00,0.00,0.00,0.00,0.00,-2.00,2.00
0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
1.00,1.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
31.00,27.00,21.00,5.00,0.00,147.61,15.50,2.50,0.00,0.00,0.00,0.00,18.00
5.00,20.00,10.00,0.00,0.00,50.00,2.50,0.00,0.00,0.00,0.00,-2.00,0.50
5.00,23.00,8.00,0.00,0.00,62.50,2.50,0.00,0.00,0.00,0.00,-1.00,1.50
3.00,4.00,5.00,0.00,0.00,60.00,1.50,0.00,0.00,0.00,0.00,-1.00,0.50
30.00,54.00,32.00,2.00,0.00,93.75,15.00,1.00,0.00,0.00,0.00,0.00,16.00
37.00,38.00,27.00,4.00,1.00,137.03,18.50,2.00,1.00,0.00,0.00,0.00,21.50
1.00,6.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
7.00,13.00,7.00,0.00,0.00,100.00,3.50,0.00,0.00,0.00,0.00,0.00,3.50
13.00,10.00,8.00,0.00,1.00,162.50,6.50,0.00,1.00,0.00,0.00,0.00,7.50
76.00,70.00,45.00,6.00,4.00,168.88,38.00,3.00,4.00,4.00,0.00,0.00,49.00
9.00,12.00,9.00,0.00,1.00,100.00,4.50,0.00,1.00,0.00,0.00,0.00,5.50
52.00,57.00,39.00,6.00,0.00,133.33,26.00,3.00,0.00,4.00,0.00,0.00,33.00
19.00,24.00,13.00,3.00,0.00,146.15,9.50,1.50,0.00,0.00,0.00,0.00,11.00
32.00,44.00,24.00,3.00,1.00,133.33,16.00,1.50,1.00,0.00,0.00,0.00,18.50
4.00,3.00,3.00,1.00,0.00,133.33,2.00,0.50,0.00,0.00,0.00,0.00,2.50
81.00,75.00,47.00,5.00,5.00,172.34,40.50,2.50,5.00,4.00,0.00,0.00,52.00
6.00,15.00,11.00,0.00,0.00,54.54,3.00,0.00,0.00,0.00,0.00,-2.00,1.00
17.00,21.00,15.00,2.00,0.00,113.33,8.50,1.00,0.00,0.00,0.00,0.00,9.50
9.00,10.00,8.00,0.00,0.00,112.50,4.50,0.00,0.00,0.00,0.00,0.00,4.50
1.00,10.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
30.00,37.00,27.00,3.00,1.00,111.11,15.00,1.50,1.00,0.00,0.00,0.00,17.50
28.00,42.00,22.00,1.00,2.00,127.27,14.00,0.50,2.00,0.00,0.00,0.00,16.50
50.00,61.00,29.00,5.00,3.00,172.41,25.00,2.50,3.00,4.00,0.00,0.00,34.50
2.00,6.00,6.00,0.00,0.00,33.33,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
11.00,11.00,6.00,2.00,0.00,183.33,5.50,1.00,0.00,0.00,0.00,0.00,6.50
17.00,22.00,17.00,1.00,1.00,100.00,8.50,0.50,1.00,0.00,0.00,0.00,10.00
29.00,23.00,11.00,3.00,2.00,263.63,14.50,1.50,2.00,0.00,0.00,0.00,18.00
1.00,8.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
1.00,3.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
7.00,15.00,12.00,1.00,0.00,58.33,3.50,0.50,0.00,0.00,0.00,-2.00,2.00
89.00,93.00,46.00,3.00,9.00,193.47,44.50,1.50,9.00,4.00,0.00,0.00,59.00
1.00,9.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
28.00,36.00,34.00,1.00,1.00,82.35,14.00,0.50,1.00,0.00,0.00,0.00,15.50
18.00,34.00,20.00,1.00,1.00,90.00,9.00,0.50,1.00,0.00,0.00,0.00,10.50
34.00,26.00,21.00,4.00,1.00,161.90,17.00,2.00,1.00,0.00,0.00,0.00,20.00
58.00,64.00,38.00,4.00,3.00,152.63,29.00,2.00,3.00,4.00,0.00,0.00,38.00
9.00,12.00,6.00,0.00,1.00,150.00,4.50,0.00,1.00,0.00,0.00,0.00,5.50
43.00,24.00,22.00,3.00,4.00,195.45,21.50,1.50,4.00,0.00,0.00,0.00,27.00
0.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
24.00,42.00,17.00,4.00,0.00,141.17,12.00,2.00,0.00,0.00,0.00,0.00,14.00
102.00,82.00,63.00,8.00,5.00,161.90,51.00,4.00,5.00,4.00,8.00,0.00,72.00
31.00,30.00,22.00,1.00,2.00,140.90,15.50,0.50,2.00,0.00,0.00,0.00,18.00
2.00,23.00,4.00,0.00,0.00,50.00,1.00,0.00,0.00,0.00,0.00,-2.00,-1.00
38.00,7.00,9.00,4.00,3.00,422.22,19.00,2.00,3.00,0.00,0.00,0.00,24.00
10.00,13.00,9.00,0.00,0.00,111.11,5.00,0.00,0.00,0.00,0.00,0.00,5.00
20.00,22.00,18.00,2.00,0.00,111.11,10.00,1.00,0.00,0.00,0.00,0.00,11.00
8.00,18.00,7.00,1.00,0.00,114.28,4.00,0.50,0.00,0.00,0.00,0.00,4.50
10.00,5.00,5.00,2.00,0.00,200.00,5.00,1.00,0.00,0.00,0.00,0.00,6.00
2.00,9.00,5.00,0.00,0.00,40.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
11.00,23.00,14.00,0.00,1.00,78.57,5.50,0.00,1.00,0.00,0.00,0.00,6.50
16.00,23.00,17.00,0.00,1.00,94.11,8.00,0.00,1.00,0.00,0.00,0.00,9.00
14.00,10.00,6.00,0.00,2.00,233.33,7.00,0.00,2.00,0.00,0.00,0.00,9.00
5.00,11.00,7.00,1.00,0.00,71.42,2.50,0.50,0.00,0.00,0.00,0.00,3.00
7.00,12.00,7.00,1.00,0.00,100.00,3.50,0.50,0.00,0.00,0.00,0.00,4.00
0.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
48.00,76.00,43.00,5.00,1.00,111.62,24.00,2.50,1.00,0.00,0.00,0.00,27.50
49.00,53.00,34.00,7.00,2.00,144.11,24.50,3.50,2.00,0.00,0.00,0.00,30.00
9.00,14.00,9.00,1.00,0.00,100.00,4.50,0.50,0.00,0.00,0.00,0.00,5.00
5.00,16.00,7.00,1.00,0.00,71.42,2.50,0.50,0.00,0.00,0.00,0.00,3.00
20.00,21.00,10.00,4.00,0.00,200.00,10.00,2.00,0.00,0.00,0.00,0.00,12.00
9.00,21.00,9.00,0.00,0.00,100.00,4.50,0.00,0.00,0.00,0.00,0.00,4.50
1.00,3.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
2.00,6.00,4.00,0.00,0.00,50.00,1.00,0.00,0.00,0.00,0.00,-2.00,-1.00
4.00,3.00,3.00,0.00,0.00,133.33,2.00,0.00,0.00,0.00,0.00,0.00,2.00
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
39.00,45.00,24.00,7.00,0.00,162.50,19.50,3.50,0.00,0.00,0.00,0.00,23.00
14.00,14.00,11.00,3.00,0.00,127.27,7.00,1.50,0.00,0.00,0.00,0.00,8.50
4.00,8.00,4.00,0.00,0.00,100.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
45.00,68.00,36.00,3.00,2.00,125.00,22.50,1.50,2.00,0.00,0.00,0.00,26.00
11.00,21.00,11.00,0.00,1.00,100.00,5.50,0.00,1.00,0.00,0.00,0.00,6.50
37.00,19.00,20.00,3.00,3.00,185.00,18.50,1.50,3.00,0.00,0.00,0.00,23.00
2.00,8.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
3.00,3.00,3.00,0.00,0.00,100.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
25.00,53.00,27.00,4.00,0.00,92.59,12.50,2.00,0.00,0.00,0.00,0.00,14.50
28.00,24.00,19.00,4.00,1.00,147.36,14.00,2.00,1.00,0.00,0.00,0.00,17.00
9.00,11.00,12.00,1.00,0.00,75.00,4.50,0.50,0.00,0.00,0.00,0.00,5.00
25.00,20.00,14.00,3.00,1.00,178.57,12.50,1.50,1.00,0.00,0.00,0.00,15.00
28.00,29.00,19.00,2.00,2.00,147.36,14.00,1.00,2.00,0.00,0.00,0.00,17.00
25.00,27.00,17.00,2.00,2.00,147.05,12.50,1.00,2.00,0.00,0.00,0.00,15.50
0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
10.00,9.00,8.00,1.00,0.00,125.00,5.00,0.50,0.00,0.00,0.00,0.00,5.50
4.00,10.00,5.00,0.00,0.00,80.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
37.00,29.00,18.00,4.00,3.00,205.55,18.50,2.00,3.00,0.00,0.00,0.00,23.50
72.00,83.00,49.00,11.00,0.00,146.93,36.00,5.50,0.00,4.00,0.00,0.00,45.50
26.00,22.00,16.00,3.00,1.00,162.50,13.00,1.50,1.00,0.00,0.00,0.00,15.50
25.00,30.00,16.00,2.00,1.00,156.25,12.50,1.00,1.00,0.00,0.00,0.00,14.50
22.00,42.00,27.00,2.00,1.00,81.48,11.00,1.00,1.00,0.00,0.00,0.00,13.00
62.00,67.00,47.00,5.00,2.00,131.91,31.00,2.50,2.00,4.00,0.00,0.00,39.50
19.00,31.00,21.00,0.00,1.00,90.47,9.50,0.00,1.00,0.00,0.00,0.00,10.50
9.00,14.00,8.00,0.00,0.00,112.50,4.50,0.00,0.00,0.00,0.00,0.00,4.50
13.00,18.00,13.00,0.00,0.00,100.00,6.50,0.00,0.00,0.00,0.00,0.00,6.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
6.00,8.00,4.00,0.00,0.00,150.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00
3.00,10.00,8.00,0.00,0.00,37.50,1.50,0.00,0.00,0.00,0.00,-3.00,-1.50
2.00,7.00,5.00,0.00,0.00,40.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
0.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
11.00,26.00,16.00,1.00,0.00,68.75,5.50,0.50,0.00,0.00,0.00,-1.00,5.00
70.00,77.00,47.00,3.00,5.00,148.93,35.00,1.50,5.00,4.00,0.00,0.00,45.50
37.00,60.00,30.00,3.00,1.00,123.33,18.50,1.50,1.00,0.00,0.00,0.00,21.00
9.00,8.00,4.00,0.00,1.00,225.00,4.50,0.00,1.00,0.00,0.00,0.00,5.50
0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
33.00,27.00,17.00,3.00,2.00,194.11,16.50,1.50,2.00,0.00,0.00,0.00,20.00
43.00,42.00,28.00,6.00,1.00,153.57,21.50,3.00,1.00,0.00,0.00,0.00,25.50
25.00,28.00,18.00,2.00,1.00,138.88,12.50,1.00,1.00,0.00,0.00,0.00,14.50
31.00,47.00,27.00,2.00,1.00,114.81,15.50,1.00,1.00,0.00,0.00,0.00,17.50
5.00,10.00,8.00,0.00,0.00,62.50,2.50,0.00,0.00,0.00,0.00,-1.00,1.50
25.00,23.00,15.00,2.00,1.00,166.66,12.50,1.00,1.00,0.00,0.00,0.00,14.50
0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
1.00,5.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
3.00,2.00,2.00,0.00,0.00,150.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
47.00,39.00,30.00,8.00,1.00,156.66,23.50,4.00,1.00,0.00,0.00,0.00,28.50
49.00,51.00,32.00,5.00,3.00,153.12,24.50,2.50,3.00,0.00,0.00,0.00,30.00
35.00,48.00,22.00,4.00,1.00,159.09,17.50,2.00,1.00,0.00,0.00,0.00,20.50
3.00,7.00,5.00,0.00,0.00,60.00,1.50,0.00,0.00,0.00,0.00,-1.00,0.50
33.00,28.00,19.00,3.00,2.00,173.68,16.50,1.50,2.00,0.00,0.00,0.00,20.00
6.00,10.00,9.00,1.00,0.00,66.66,3.00,0.50,0.00,0.00,0.00,-1.00,2.50
15.00,28.00,16.00,2.00,0.00,93.75,7.50,1.00,0.00,0.00,0.00,0.00,8.50
68.00,59.00,39.00,5.00,4.00,174.35,34.00,2.50,4.00,4.00,0.00,0.00,44.50
46.00,59.00,35.00,3.00,2.00,131.42,23.00,1.50,2.00,0.00,0.00,0.00,26.50
21.00,30.00,15.00,1.00,1.00,140.00,10.50,0.50,1.00,0.00,0.00,0.00,12.00
4.00,5.00,3.00,1.00,0.00,133.33,2.00,0.50,0.00,0.00,0.00,0.00,2.50
0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
1.00,2.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
26.00,42.00,30.00,4.00,0.00,86.66,13.00,2.00,0.00,0.00,0.00,0.00,15.00
23.00,28.00,22.00,4.00,0.00,104.54,11.50,2.00,0.00,0.00,0.00,0.00,13.50
13.00,19.00,10.00,2.00,0.00,130.00,6.50,1.00,0.00,0.00,0.00,0.00,7.50
26.00,27.00,16.00,2.00,2.00,162.50,13.00,1.00,2.00,0.00,0.00,0.00,16.00
13.00,12.00,7.00,1.00,1.00,185.71,6.50,0.50,1.00,0.00,0.00,0.00,8.00
15.00,21.00,10.00,1.00,1.00,150.00,7.50,0.50,1.00,0.00,0.00,0.00,9.00
11.00,25.00,11.00,0.00,0.00,100.00,5.50,0.00,0.00,0.00,0.00,0.00,5.50
21.00,12.00,14.00,2.00,1.00,150.00,10.50,1.00,1.00,0.00,0.00,0.00,12.50
19.00,33.00,18.00,2.00,1.00,105.55,9.50,1.00,1.00,0.00,0.00,0.00,11.50
55.00,63.00,40.00,9.00,0.00,137.50,27.50,4.50,0.00,4.00,0.00,0.00,36.00
0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
22.00,19.00,17.00,3.00,0.00,129.41,11.00,1.50,0.00,0.00,0.00,0.00,12.50
15.00,16.00,9.00,3.00,0.00,166.66,7.50,1.50,0.00,0.00,0.00,0.00,9.00
39.00,37.00,22.00,3.00,3.00,177.27,19.50,1.50,3.00,0.00,0.00,0.00,24.00
16.00,17.00,8.00,1.00,1.00,200.00,8.00,0.50,1.00,0.00,0.00,0.00,9.50
12.00,8.00,6.00,2.00,0.00,200.00,6.00,1.00,0.00,0.00,0.00,0.00,7.00
3.00,6.00,6.00,0.00,0.00,50.00,1.50,0.00,0.00,0.00,0.00,-2.00,-0.50
19.00,22.00,12.00,4.00,0.00,158.33,9.50,2.00,0.00,0.00,0.00,0.00,11.50
7.00,9.00,5.00,1.00,0.00,140.00,3.50,0.50,0.00,0.00,0.00,0.00,4.00
22.00,32.00,20.00,3.00,0.00,110.00,11.00,1.50,0.00,0.00,0.00,0.00,12.50
24.00,41.00,28.00,1.00,0.00,85.71,12.00,0.50,0.00,0.00,0.00,0.00,12.50
0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
44.00,42.00,29.00,1.00,3.00,151.72,22.00,0.50,3.00,0.00,0.00,0.00,25.50
13.00,24.00,14.00,1.00,0.00,92.85,6.50,0.50,0.00,0.00,0.00,0.00,7.00
1.00,2.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
2.00,2.00,2.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
64.00,65.00,44.00,6.00,3.00,145.45,32.00,3.00,3.00,4.00,0.00,0.00,42.00
28.00,49.00,29.00,2.00,0.00,96.55,14.00,1.00,0.00,0.00,0.00,0.00,15.00
11.00,41.00,14.00,1.00,0.00,78.57,5.50,0.50,0.00,0.00,0.00,0.00,6.00
48.00,41.00,26.00,2.00,2.00,184.61,24.00,1.00,2.00,0.00,0.00,0.00,27.00
14.00,12.00,7.00,1.00,1.00,200.00,7.00,0.50,1.00,0.00,0.00,0.00,8.50
0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
26.00,55.00,24.00,1.00,2.00,108.33,13.00,0.50,2.00,0.00,0.00,0.00,15.50
53.00,43.00,36.00,4.00,2.00,147.22,26.50,2.00,2.00,4.00,0.00,0.00,34.50
40.00,51.00,29.00,3.00,1.00,137.93,20.00,1.50,1.00,0.00,0.00,0.00,22.50
39.00,32.00,23.00,2.00,3.00,169.56,19.50,1.00,3.00,0.00,0.00,0.00,23.50
6.00,8.00,3.00,1.00,0.00,200.00,3.00,0.50,0.00,0.00,0.00,0.00,3.50
30.00,37.00,25.00,5.00,0.00,120.00,15.00,2.50,0.00,0.00,0.00,0.00,17.50
31.00,41.00,23.00,3.00,1.00,134.78,15.50,1.50,1.00,0.00,0.00,0.00,18.00
27.00,43.00,24.00,3.00,0.00,112.50,13.50,1.50,0.00,0.00,0.00,0.00,15.00
28.00,37.00,25.00,3.00,1.00,112.00,14.00,1.50,1.00,0.00,0.00,0.00,16.50
2.00,8.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
1.00,3.00,3.00,0.00,0.00,33.33,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
27.00,19.00,11.00,3.00,2.00,245.45,13.50,1.50,2.00,0.00,0.00,0.00,17.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
2.00,14.00,5.00,0.00,0.00,40.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
28.00,24.00,19.00,3.00,1.00,147.36,14.00,1.50,1.00,0.00,0.00,0.00,16.50
0.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
29.00,39.00,30.00,1.00,2.00,96.66,14.50,0.50,2.00,0.00,0.00,0.00,17.00
18.00,45.00,22.00,0.00,0.00,81.81,9.00,0.00,0.00,0.00,0.00,0.00,9.00
14.00,27.00,18.00,1.00,0.00,77.77,7.00,0.50,0.00,0.00,0.00,0.00,7.50
18.00,17.00,8.00,2.00,1.00,225.00,9.00,1.00,1.00,0.00,0.00,0.00,11.00
10.00,9.00,7.00,0.00,1.00,142.85,5.00,0.00,1.00,0.00,0.00,0.00,6.00
2.00,9.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
6.00,7.00,7.00,0.00,0.00,85.71,3.00,0.00,0.00,0.00,0.00,0.00,3.00
1.00,2.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
39.00,35.00,25.00,7.00,0.00,156.00,19.50,3.50,0.00,0.00,0.00,0.00,23.00
21.00,27.00,17.00,2.00,0.00,123.52,10.50,1.00,0.00,0.00,0.00,0.00,11.50
21.00,43.00,27.00,1.00,0.00,77.77,10.50,0.50,0.00,0.00,0.00,0.00,11.00
26.00,25.00,17.00,4.00,0.00,152.94,13.00,2.00,0.00,0.00,0.00,0.00,15.00
38.00,26.00,16.00,2.00,4.00,237.50,19.00,1.00,4.00,0.00,0.00,0.00,24.00
1.00,11.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
16.00,14.00,9.00,3.00,0.00,177.77,8.00,1.50,0.00,0.00,0.00,0.00,9.50
3.00,11.00,4.00,0.00,0.00,75.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
14.00,15.00,12.00,2.00,0.00,116.66,7.00,1.00,0.00,0.00,0.00,0.00,8.00
1.00,3.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
4.00,6.00,2.00,1.00,0.00,200.00,2.00,0.50,0.00,0.00,0.00,0.00,2.50
69.00,95.00,49.00,4.00,3.00,140.81,34.50,2.00,3.00,4.00,0.00,0.00,43.50
59.00,58.00,39.00,6.00,2.00,151.28,29.50,3.00,2.00,4.00,0.00,0.00,38.50
7.00,16.00,9.00,0.00,0.00,77.77,3.50,0.00,0.00,0.00,0.00,0.00,3.50
3.00,11.00,5.00,0.00,0.00,60.00,1.50,0.00,0.00,0.00,0.00,-1.00,0.50
1.00,2.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
70.00,98.00,54.00,7.00,2.00,129.62,35.00,3.50,2.00,4.00,0.00,0.00,44.50
15.00,24.00,15.00,1.00,0.00,100.00,7.50,0.50,0.00,0.00,0.00,0.00,8.00
9.00,19.00,16.00,0.00,0.00,56.25,4.50,0.00,0.00,0.00,0.00,-2.00,2.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
34.00,25.00,20.00,2.00,1.00,170.00,17.00,1.00,1.00,0.00,0.00,0.00,19.00
12.00,17.00,10.00,1.00,0.00,120.00,6.00,0.50,0.00,0.00,0.00,0.00,6.50
2.00,3.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
6.00,3.00,1.00,0.00,1.00,600.00,3.00,0.00,1.00,0.00,0.00,0.00,4.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
95.00,91.00,50.00,9.00,5.00,190.00,47.50,4.50,5.00,4.00,0.00,0.00,61.00
10.00,12.00,12.00,2.00,0.00,83.33,5.00,1.00,0.00,0.00,0.00,0.00,6.00
13.00,27.00,17.00,0.00,1.00,76.47,6.50,0.00,1.00,0.00,0.00,0.00,7.50
1.00,6.00,6.00,0.00,0.00,16.66,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
7.00,14.00,12.00,0.00,0.00,58.33,3.50,0.00,0.00,0.00,0.00,-2.00,1.50
10.00,12.00,5.00,0.00,1.00,200.00,5.00,0.00,1.00,0.00,0.00,0.00,6.00
1.00,9.00,5.00,0.00,0.00,20.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
2.00,10.00,5.00,0.00,0.00,40.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
5.00,8.00,4.00,0.00,0.00,125.00,2.50,0.00,0.00,0.00,0.00,0.00,2.50
77.00,60.00,38.00,5.00,7.00,202.63,38.50,2.50,7.00,4.00,0.00,0.00,52.00
64.00,74.00,50.00,7.00,1.00,128.00,32.00,3.50,1.00,4.00,0.00,0.00,40.50
30.00,34.00,16.00,2.00,1.00,187.50,15.00,1.00,1.00,0.00,0.00,0.00,17.00
38.00,20.00,16.00,5.00,2.00,237.50,19.00,2.50,2.00,0.00,0.00,0.00,23.50
1.00,5.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
72.00,77.00,44.00,2.00,7.00,163.63,36.00,1.00,7.00,4.00,0.00,0.00,48.00
23.00,12.00,8.00,2.00,2.00,287.50,11.50,1.00,2.00,0.00,0.00,0.00,14.50
19.00,29.00,15.00,2.00,1.00,126.66,9.50,1.00,1.00,0.00,0.00,0.00,11.50
1.00,8.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
