,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total,cluster_group
2729,5.0,4.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2730,5.0,8.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2731,5.0,7.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2732,5.0,5.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2733,5.0,18.0,6,1,0,83.33,2.5,0.5,0,0,0,0,3.0,0.0
2734,5.0,6.0,7,1,0,71.42,2.5,0.5,0,0,0,0,3.0,0.0
2735,5.0,6.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2736,5.0,7.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2737,5.0,7.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2738,5.0,4.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2739,5.0,6.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2740,5.0,11.0,7,1,0,71.42,2.5,0.5,0,0,0,0,3.0,0.0
2741,5.0,16.0,7,1,0,71.42,2.5,0.5,0,0,0,0,3.0,0.0
2742,5.0,5.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2743,5.0,8.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2744,5.0,11.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2745,5.0,1.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2746,5.0,7.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2747,5.0,9.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2748,4.0,1.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2749,4.0,3.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2750,4.0,6.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2751,4.0,5.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2752,4.0,9.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2753,4.0,4.0,5,1,0,80.0,2.0,0.5,0,0,0,0,2.5,0.0
2754,4.0,4.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2755,4.0,7.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2756,4.0,10.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2757,8.0,27.0,14,1,0,57.14,4.0,0.5,0,0,0,-2,2.5,0.0
2758,4.0,4.0,5,1,0,80.0,2.0,0.5,0,0,0,0,2.5,0.0
2759,4.0,1.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2760,4.0,4.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2761,4.0,1.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2762,4.0,2.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2763,6.0,12.0,9,1,0,66.66,3.0,0.5,0,0,0,-1,2.5,0.0
2764,4.0,6.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2765,4.0,6.0,5,1,0,80.0,2.0,0.5,0,0,0,0,2.5,0.0
2766,4.0,3.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2767,4.0,6.0,5,1,0,80.0,2.0,0.5,0,0,0,0,2.5,0.0
2768,4.0,1.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2769,4.0,3.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2770,6.0,9.0,9,1,0,66.66,3.0,0.5,0,0,0,-1,2.5,0.0
2771,4.0,1.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2772,4.0,2.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2773,4.0,1.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2774,4.0,2.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2775,4.0,4.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2776,4.0,3.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2777,4.0,3.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2778,6.0,14.0,10,1,0,60.0,3.0,0.5,0,0,0,-1,2.5,0.0
2779,4.0,3.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2780,4.0,1.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2781,4.0,2.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2782,4.0,3.0,5,1,0,80.0,2.0,0.5,0,0,0,0,2.5,0.0
2783,4.0,5.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2784,4.0,1.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2785,4.0,2.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2786,4.0,3.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2787,4.0,4.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2788,4.0,6.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2789,8.0,24.0,14,1,0,57.14,4.0,0.5,0,0,0,-2,2.5,0.0
2790,4.0,10.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2791,4.0,1.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2792,6.0,15.0,10,1,0,60.0,3.0,0.5,0,0,0,-1,2.5,0.0
2793,4.0,1.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2794,4.0,2.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2795,4.0,2.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2796,6.0,10.0,10,1,0,60.0,3.0,0.5,0,0,0,-1,2.5,0.0
2797,4.0,5.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2798,4.0,1.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2799,6.0,16.0,9,1,0,66.66,3.0,0.5,0,0,0,-1,2.5,0.0
2800,4.0,3.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2801,4.0,1.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2802,4.0,7.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2803,8.0,18.0,14,1,0,57.14,4.0,0.5,0,0,0,-2,2.5,0.0
2804,6.0,8.0,9,1,0,66.66,3.0,0.5,0,0,0,-1,2.5,0.0
2805,4.0,11.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2806,6.0,12.0,9,1,0,66.66,3.0,0.5,0,0,0,-1,2.5,0.0
2807,4.0,5.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2808,4.0,1.0,1,1,0,400.0,2.0,0.5,0,0,0,0,2.5,2.0
2809,4.0,2.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2810,4.0,3.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2811,4.0,4.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2812,4.0,3.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2813,6.0,10.0,9,1,0,66.66,3.0,0.5,0,0,0,-1,2.5,0.0
2814,4.0,5.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2815,4.0,6.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2816,4.0,2.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2817,4.0,6.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2818,4.0,3.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2819,4.0,2.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2820,4.0,3.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2821,4.0,2.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2822,4.0,2.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2823,4.0,8.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2824,4.0,3.0,2,1,0,200.0,2.0,0.5,0,0,0,0,2.5,0.0
2825,4.0,5.0,4,1,0,100.0,2.0,0.5,0,0,0,0,2.5,0.0
2826,4.0,5.0,3,1,0,133.33,2.0,0.5,0,0,0,0,2.5,0.0
2827,7.0,16.0,12,1,0,58.33,3.5,0.5,0,0,0,-2,2.0,0.0
2828,5.0,9.0,8,1,0,62.5,2.5,0.5,0,0,0,-1,2.0,0.0
2829,7.0,17.0,14,1,0,50.0,3.5,0.5,0,0,0,-2,2.0,0.0
2830,5.0,12.0,8,1,0,62.5,2.5,0.5,0,0,0,-1,2.0,0.0
2831,5.0,13.0,8,1,0,62.5,2.5,0.5,0,0,0,-1,2.0,0.0
2832,5.0,9.0,8,1,0,62.5,2.5,0.5,0,0,0,-1,2.0,0.0
2833,7.0,15.0,12,1,0,58.33,3.5,0.5,0,0,0,-2,2.0,0.0
2834,7.0,15.0,12,1,0,58.33,3.5,0.5,0,0,0,-2,2.0,0.0
2835,6.0,16.0,11,1,0,54.54,3.0,0.5,0,0,0,-2,1.5,0.0
2836,6.0,22.0,12,1,0,50.0,3.0,0.5,0,0,0,-2,1.5,0.0
2837,6.0,13.0,11,1,0,54.54,3.0,0.5,0,0,0,-2,1.5,0.0
2838,6.0,9.0,12,1,0,50.0,3.0,0.5,0,0,0,-2,1.5,0.0
2839,4.0,8.0,6,1,0,66.66,2.0,0.5,0,0,0,-1,1.5,0.0
2840,4.0,7.0,6,1,0,66.66,2.0,0.5,0,0,0,-1,1.5,0.0
2841,6.0,15.0,11,1,0,54.54,3.0,0.5,0,0,0,-2,1.5,0.0
2842,8.0,36.0,18,1,0,44.44,4.0,0.5,0,0,0,-3,1.5,0.0
2843,4.0,7.0,6,1,0,66.66,2.0,0.5,0,0,0,-1,1.5,0.0
2844,6.0,10.0,11,1,0,54.54,3.0,0.5,0,0,0,-2,1.5,0.0
2845,5.0,7.0,9,1,0,55.55,2.5,0.5,0,0,0,-2,1.0,0.0
2846,5.0,6.0,9,1,0,55.55,2.5,0.5,0,0,0,-2,1.0,0.0
2847,5.0,11.0,9,1,0,55.55,2.5,0.5,0,0,0,-2,1.0,0.0
2848,5.0,13.0,10,1,0,50.0,2.5,0.5,0,0,0,-2,1.0,0.0
2849,5.0,8.0,9,1,0,55.55,2.5,0.5,0,0,0,-2,1.0,0.0
2850,7.0,22.0,19,1,0,36.84,3.5,0.5,0,0,0,-3,1.0,0.0
2851,7.0,37.0,17,1,0,41.17,3.5,0.5,0,0,0,-3,1.0,0.0
2852,6.0,20.0,14,1,0,42.85,3.0,0.5,0,0,0,-3,0.5,0.0
2853,6.0,28.0,16,1,0,37.5,3.0,0.5,0,0,0,-3,0.5,0.0
2854,6.0,15.0,14,1,0,42.85,3.0,0.5,0,0,0,-3,0.5,0.0
2855,4.0,11.0,7,1,0,57.14,2.0,0.5,0,0,0,-2,0.5,0.0
2856,4.0,5.0,7,1,0,57.14,2.0,0.5,0,0,0,-2,0.5,0.0
2857,4.0,8.0,7,1,0,57.14,2.0,0.5,0,0,0,-2,0.5,0.0
2858,4.0,11.0,7,1,0,57.14,2.0,0.5,0,0,0,-2,0.5,0.0
2859,4.0,4.0,8,1,0,50.0,2.0,0.5,0,0,0,-2,0.5,0.0
2860,4.0,8.0,7,1,0,57.14,2.0,0.5,0,0,0,-2,0.5,0.0
2861,6.0,24.0,14,1,0,42.85,3.0,0.5,0,0,0,-3,0.5,0.0
2862,6.0,17.0,13,1,0,46.15,3.0,0.5,0,0,0,-3,0.5,0.0
2863,4.0,7.0,7,1,0,57.14,2.0,0.5,0,0,0,-2,0.5,0.0
2864,5.0,20.0,11,1,0,45.45,2.5,0.5,0,0,0,-3,0.0,0.0
2865,5.0,11.0,11,1,0,45.45,2.5,0.5,0,0,0,-3,0.0,0.0
2866,5.0,18.0,13,1,0,38.46,2.5,0.5,0,0,0,-3,0.0,0.0
2867,5.0,17.0,11,1,0,45.45,2.5,0.5,0,0,0,-3,0.0,0.0
2868,5.0,14.0,14,1,0,35.71,2.5,0.5,0,0,0,-3,0.0,0.0
2869,4.0,7.0,9,1,0,44.44,2.0,0.5,0,0,0,-3,-0.5,0.0
2870,4.0,6.0,9,1,0,44.44,2.0,0.5,0,0,0,-3,-0.5,0.0
2871,4.0,8.0,10,1,0,40.0,2.0,0.5,0,0,0,-3,-0.5,0.0
2872,4.0,25.0,9,1,0,44.44,2.0,0.5,0,0,0,-3,-0.5,0.0
2873,4.0,10.0,9,1,0,44.44,2.0,0.5,0,0,0,-3,-0.5,0.0
2874,62.0,49.0,34,0,7,182.35,31.0,0.0,7,4,0,0,42.0,1.0
2875,61.0,64.0,31,0,7,196.77,30.5,0.0,7,4,0,0,41.5,1.0
2876,43.0,28.0,18,0,5,238.88,21.5,0.0,5,0,0,0,26.5,0.0
2877,40.0,42.0,26,0,5,153.84,20.0,0.0,5,0,0,0,25.0,0.0
2878,40.0,41.0,28,0,4,142.85,20.0,0.0,4,0,0,0,24.0,0.0
2879,30.0,19.0,13,0,4,230.76,15.0,0.0,4,0,0,0,19.0,0.0
2880,28.0,23.0,13,0,4,215.38,14.0,0.0,4,0,0,0,18.0,0.0
2881,44.0,64.0,38,0,3,115.78,22.0,0.0,3,0,0,0,25.0,0.0
2882,39.0,38.0,28,0,3,139.28,19.5,0.0,3,0,0,0,22.5,0.0
2883,36.0,44.0,24,0,3,150.0,18.0,0.0,3,0,0,0,21.0,0.0
2884,35.0,59.0,27,0,3,129.62,17.5,0.0,3,0,0,0,20.5,0.0
2885,32.0,24.0,19,0,3,168.42,16.0,0.0,3,0,0,0,19.0,0.0
2886,32.0,27.0,20,0,3,160.0,16.0,0.0,3,0,0,0,19.0,0.0
2887,30.0,31.0,20,0,3,150.0,15.0,0.0,3,0,0,0,18.0,0.0
2888,29.0,32.0,21,0,3,138.09,14.5,0.0,3,0,0,0,17.5,0.0
2889,27.0,35.0,20,0,3,135.0,13.5,0.0,3,0,0,0,16.5,0.0
2890,27.0,22.0,11,0,3,245.45,13.5,0.0,3,0,0,0,16.5,0.0
2891,26.0,14.0,13,0,3,200.0,13.0,0.0,3,0,0,0,16.0,0.0
2892,26.0,27.0,14,0,3,185.71,13.0,0.0,3,0,0,0,16.0,0.0
2893,25.0,17.0,12,0,3,208.33,12.5,0.0,3,0,0,0,15.5,0.0
2894,25.0,35.0,28,0,3,89.28,12.5,0.0,3,0,0,0,15.5,0.0
2895,24.0,21.0,18,0,3,133.33,12.0,0.0,3,0,0,0,15.0,0.0
2896,23.0,20.0,11,0,3,209.09,11.5,0.0,3,0,0,0,14.5,0.0
2897,23.0,12.0,17,0,3,135.29,11.5,0.0,3,0,0,0,14.5,0.0
2898,23.0,27.0,15,0,3,153.33,11.5,0.0,3,0,0,0,14.5,0.0
2899,22.0,4.0,6,0,3,366.66,11.0,0.0,3,0,0,0,14.0,2.0
2900,21.0,21.0,9,0,3,233.33,10.5,0.0,3,0,0,0,13.5,0.0
2901,21.0,16.0,10,0,3,210.0,10.5,0.0,3,0,0,0,13.5,0.0
2902,21.0,11.0,8,0,3,262.5,10.5,0.0,3,0,0,0,13.5,0.0
2903,20.0,9.0,8,0,3,250.0,10.0,0.0,3,0,0,0,13.0,0.0
2904,20.0,9.0,8,0,3,250.0,10.0,0.0,3,0,0,0,13.0,0.0
2905,20.0,14.0,7,0,3,285.71,10.0,0.0,3,0,0,0,13.0,0.0
2906,19.0,10.0,8,0,3,237.5,9.5,0.0,3,0,0,0,12.5,0.0
2907,34.0,49.0,26,0,2,130.76,17.0,0.0,2,0,0,0,19.0,0.0
2908,33.0,57.0,25,0,2,132.0,16.5,0.0,2,0,0,0,18.5,0.0
2909,30.0,26.0,21,0,2,142.85,15.0,0.0,2,0,0,0,17.0,0.0
2910,30.0,38.0,22,0,2,136.36,15.0,0.0,2,0,0,0,17.0,0.0
2911,30.0,40.0,24,0,2,125.0,15.0,0.0,2,0,0,0,17.0,0.0
2912,27.0,32.0,24,0,2,112.5,13.5,0.0,2,0,0,0,15.5,0.0
2913,27.0,15.0,15,0,2,180.0,13.5,0.0,2,0,0,0,15.5,0.0
2914,27.0,23.0,17,0,2,158.82,13.5,0.0,2,0,0,0,15.5,0.0
2915,25.0,27.0,19,0,2,131.57,12.5,0.0,2,0,0,0,14.5,0.0
2916,25.0,24.0,20,0,2,125.0,12.5,0.0,2,0,0,0,14.5,0.0
2917,25.0,30.0,15,0,2,166.66,12.5,0.0,2,0,0,0,14.5,0.0
2918,25.0,23.0,16,0,2,156.25,12.5,0.0,2,0,0,0,14.5,0.0
2919,24.0,44.0,23,0,2,104.34,12.0,0.0,2,0,0,0,14.0,0.0
2920,24.0,20.0,21,0,2,114.28,12.0,0.0,2,0,0,0,14.0,0.0
2921,24.0,35.0,23,0,2,104.34,12.0,0.0,2,0,0,0,14.0,0.0
2922,22.0,36.0,14,0,2,157.14,11.0,0.0,2,0,0,0,13.0,0.0
2923,22.0,24.0,15,0,2,146.66,11.0,0.0,2,0,0,0,13.0,0.0
2924,21.0,23.0,13,0,2,161.53,10.5,0.0,2,0,0,0,12.5,0.0
2925,21.0,29.0,18,0,2,116.66,10.5,0.0,2,0,0,0,12.5,0.0
2926,21.0,18.0,14,0,2,150.0,10.5,0.0,2,0,0,0,12.5,0.0
2927,21.0,24.0,13,0,2,161.53,10.5,0.0,2,0,0,0,12.5,0.0
2928,20.0,40.0,15,0,2,133.33,10.0,0.0,2,0,0,0,12.0,0.0
2929,20.0,24.0,14,0,2,142.85,10.0,0.0,2,0,0,0,12.0,0.0
2930,20.0,20.0,11,0,2,181.81,10.0,0.0,2,0,0,0,12.0,0.0
2931,19.0,18.0,15,0,2,126.66,9.5,0.0,2,0,0,0,11.5,0.0
2932,19.0,26.0,16,0,2,118.75,9.5,0.0,2,0,0,0,11.5,0.0
2933,19.0,19.0,10,0,2,190.0,9.5,0.0,2,0,0,0,11.5,0.0
2934,19.0,23.0,16,0,2,118.75,9.5,0.0,2,0,0,0,11.5,0.0
2935,18.0,17.0,12,0,2,150.0,9.0,0.0,2,0,0,0,11.0,0.0
2936,18.0,24.0,11,0,2,163.63,9.0,0.0,2,0,0,0,11.0,0.0
2937,18.0,15.0,7,0,2,257.14,9.0,0.0,2,0,0,0,11.0,0.0
2938,18.0,19.0,12,0,2,150.0,9.0,0.0,2,0,0,0,11.0,0.0
2939,17.0,28.0,16,0,2,106.25,8.5,0.0,2,0,0,0,10.5,0.0
2940,17.0,20.0,13,0,2,130.76,8.5,0.0,2,0,0,0,10.5,0.0
2941,17.0,16.0,12,0,2,141.66,8.5,0.0,2,0,0,0,10.5,0.0
2942,17.0,19.0,11,0,2,154.54,8.5,0.0,2,0,0,0,10.5,0.0
2943,16.0,8.0,6,0,2,266.66,8.0,0.0,2,0,0,0,10.0,0.0
2944,16.0,9.0,6,0,2,266.66,8.0,0.0,2,0,0,0,10.0,0.0
2945,16.0,13.0,11,0,2,145.45,8.0,0.0,2,0,0,0,10.0,0.0
2946,16.0,4.0,6,0,2,266.66,8.0,0.0,2,0,0,0,10.0,0.0
2947,16.0,15.0,9,0,2,177.77,8.0,0.0,2,0,0,0,10.0,0.0
2948,16.0,10.0,5,0,2,320.0,8.0,0.0,2,0,0,0,10.0,0.0
2949,16.0,6.0,6,0,2,266.66,8.0,0.0,2,0,0,0,10.0,0.0
2950,16.0,12.0,6,0,2,266.66,8.0,0.0,2,0,0,0,10.0,0.0
2951,15.0,13.0,8,0,2,187.5,7.5,0.0,2,0,0,0,9.5,0.0
2952,15.0,12.0,7,0,2,214.28,7.5,0.0,2,0,0,0,9.5,0.0
2953,15.0,6.0,5,0,2,300.0,7.5,0.0,2,0,0,0,9.5,0.0
2954,15.0,9.0,8,0,2,187.5,7.5,0.0,2,0,0,0,9.5,0.0
2955,14.0,14.0,6,0,2,233.33,7.0,0.0,2,0,0,0,9.0,0.0
2956,14.0,14.0,10,0,2,140.0,7.0,0.0,2,0,0,0,9.0,0.0
2957,14.0,9.0,4,0,2,350.0,7.0,0.0,2,0,0,0,9.0,2.0
2958,14.0,7.0,4,0,2,350.0,7.0,0.0,2,0,0,0,9.0,2.0
2959,14.0,7.0,5,0,2,280.0,7.0,0.0,2,0,0,0,9.0,0.0
2960,14.0,9.0,5,0,2,280.0,7.0,0.0,2,0,0,0,9.0,0.0
2961,14.0,6.0,6,0,2,233.33,7.0,0.0,2,0,0,0,9.0,0.0
2962,14.0,10.0,6,0,2,233.33,7.0,0.0,2,0,0,0,9.0,0.0
2963,14.0,26.0,8,0,2,175.0,7.0,0.0,2,0,0,0,9.0,0.0
2964,13.0,18.0,9,0,2,144.44,6.5,0.0,2,0,0,0,8.5,0.0
2965,13.0,5.0,6,0,2,216.66,6.5,0.0,2,0,0,0,8.5,0.0
2966,13.0,3.0,4,0,2,325.0,6.5,0.0,2,0,0,0,8.5,0.0
2967,13.0,10.0,4,0,2,325.0,6.5,0.0,2,0,0,0,8.5,0.0
2968,12.0,1.0,4,0,2,300.0,6.0,0.0,2,0,0,0,8.0,0.0
2969,26.0,46.0,24,0,1,108.33,13.0,0.0,1,0,0,0,14.0,0.0
2970,25.0,34.0,26,0,1,96.15,12.5,0.0,1,0,0,0,13.5,0.0
2971,25.0,44.0,27,0,1,92.59,12.5,0.0,1,0,0,0,13.5,0.0
2972,24.0,47.0,20,0,1,120.0,12.0,0.0,1,0,0,0,13.0,0.0
2973,22.0,39.0,26,0,1,84.61,11.0,0.0,1,0,0,0,12.0,0.0
2974,22.0,33.0,20,0,1,110.0,11.0,0.0,1,0,0,0,12.0,0.0
2975,21.0,30.0,19,0,1,110.52,10.5,0.0,1,0,0,0,11.5,0.0
2976,20.0,30.0,19,0,1,105.26,10.0,0.0,1,0,0,0,11.0,0.0
2977,19.0,25.0,20,0,1,95.0,9.5,0.0,1,0,0,0,10.5,0.0
2978,19.0,36.0,18,0,1,105.55,9.5,0.0,1,0,0,0,10.5,0.0
2979,19.0,24.0,15,0,1,126.66,9.5,0.0,1,0,0,0,10.5,0.0
2980,19.0,32.0,20,0,1,95.0,9.5,0.0,1,0,0,0,10.5,0.0
2981,19.0,25.0,18,0,1,105.55,9.5,0.0,1,0,0,0,10.5,0.0
2982,19.0,34.0,16,0,1,118.75,9.5,0.0,1,0,0,0,10.5,0.0
2983,19.0,31.0,21,0,1,90.47,9.5,0.0,1,0,0,0,10.5,0.0
2984,19.0,26.0,13,0,1,146.15,9.5,0.0,1,0,0,0,10.5,0.0
2985,18.0,39.0,18,0,1,100.0,9.0,0.0,1,0,0,0,10.0,0.0
2986,18.0,19.0,17,0,1,105.88,9.0,0.0,1,0,0,0,10.0,0.0
2987,18.0,27.0,16,0,1,112.5,9.0,0.0,1,0,0,0,10.0,0.0
2988,18.0,33.0,20,0,1,90.0,9.0,0.0,1,0,0,0,10.0,0.0
2989,18.0,42.0,20,0,1,90.0,9.0,0.0,1,0,0,0,10.0,0.0
2990,18.0,38.0,21,0,1,85.71,9.0,0.0,1,0,0,0,10.0,0.0
2991,18.0,29.0,25,0,1,72.0,9.0,0.0,1,0,0,0,10.0,0.0
2992,17.0,33.0,16,0,1,106.25,8.5,0.0,1,0,0,0,9.5,0.0
2993,17.0,27.0,16,0,1,106.25,8.5,0.0,1,0,0,0,9.5,0.0
2994,17.0,30.0,20,0,1,85.0,8.5,0.0,1,0,0,0,9.5,0.0
2995,17.0,27.0,23,0,1,73.91,8.5,0.0,1,0,0,0,9.5,0.0
2996,17.0,23.0,13,0,1,130.76,8.5,0.0,1,0,0,0,9.5,0.0
2997,17.0,31.0,16,0,1,106.25,8.5,0.0,1,0,0,0,9.5,0.0
2998,17.0,15.0,15,0,1,113.33,8.5,0.0,1,0,0,0,9.5,0.0
2999,17.0,17.0,12,0,1,141.66,8.5,0.0,1,0,0,0,9.5,0.0
3000,17.0,25.0,13,0,1,130.76,8.5,0.0,1,0,0,0,9.5,0.0
3001,16.0,20.0,14,0,1,114.28,8.0,0.0,1,0,0,0,9.0,0.0
3002,16.0,23.0,14,0,1,114.28,8.0,0.0,1,0,0,0,9.0,0.0
3003,16.0,26.0,15,0,1,106.66,8.0,0.0,1,0,0,0,9.0,0.0
3004,16.0,18.0,10,0,1,160.0,8.0,0.0,1,0,0,0,9.0,0.0
3005,16.0,22.0,11,0,1,145.45,8.0,0.0,1,0,0,0,9.0,0.0
3006,16.0,24.0,14,0,1,114.28,8.0,0.0,1,0,0,0,9.0,0.0
3007,16.0,29.0,12,0,1,133.33,8.0,0.0,1,0,0,0,9.0,0.0
3008,16.0,23.0,17,0,1,94.11,8.0,0.0,1,0,0,0,9.0,0.0
3009,16.0,13.0,11,0,1,145.45,8.0,0.0,1,0,0,0,9.0,0.0
3010,16.0,24.0,16,0,1,100.0,8.0,0.0,1,0,0,0,9.0,0.0
3011,15.0,14.0,11,0,1,136.36,7.5,0.0,1,0,0,0,8.5,0.0
3012,15.0,26.0,18,0,1,83.33,7.5,0.0,1,0,0,0,8.5,0.0
3013,15.0,26.0,15,0,1,100.0,7.5,0.0,1,0,0,0,8.5,0.0
3014,15.0,21.0,9,0,1,166.66,7.5,0.0,1,0,0,0,8.5,0.0
3015,15.0,26.0,11,0,1,136.36,7.5,0.0,1,0,0,0,8.5,0.0
3016,15.0,20.0,11,0,1,136.36,7.5,0.0,1,0,0,0,8.5,0.0
3017,15.0,18.0,12,0,1,125.0,7.5,0.0,1,0,0,0,8.5,0.0
3018,14.0,19.0,9,0,1,155.55,7.0,0.0,1,0,0,0,8.0,0.0
3019,14.0,22.0,10,0,1,140.0,7.0,0.0,1,0,0,0,8.0,0.0
3020,14.0,18.0,18,0,1,77.77,7.0,0.0,1,0,0,0,8.0,0.0
3021,14.0,18.0,9,0,1,155.55,7.0,0.0,1,0,0,0,8.0,0.0
3022,13.0,14.0,8,0,1,162.5,6.5,0.0,1,0,0,0,7.5,0.0
3023,13.0,11.0,6,0,1,216.66,6.5,0.0,1,0,0,0,7.5,0.0
3024,13.0,18.0,11,0,1,118.18,6.5,0.0,1,0,0,0,7.5,0.0
3025,13.0,18.0,15,0,1,86.66,6.5,0.0,1,0,0,0,7.5,0.0
3026,13.0,12.0,10,0,1,130.0,6.5,0.0,1,0,0,0,7.5,0.0
3027,13.0,15.0,9,0,1,144.44,6.5,0.0,1,0,0,0,7.5,0.0
3028,13.0,21.0,9,0,1,144.44,6.5,0.0,1,0,0,0,7.5,0.0
3029,13.0,13.0,8,0,1,162.5,6.5,0.0,1,0,0,0,7.5,0.0
3030,13.0,10.0,11,0,1,118.18,6.5,0.0,1,0,0,0,7.5,0.0
3031,13.0,10.0,8,0,1,162.5,6.5,0.0,1,0,0,0,7.5,0.0
3032,13.0,27.0,17,0,1,76.47,6.5,0.0,1,0,0,0,7.5,0.0
3033,13.0,30.0,12,0,1,108.33,6.5,0.0,1,0,0,0,7.5,0.0
3034,13.0,19.0,9,0,1,144.44,6.5,0.0,1,0,0,0,7.5,0.0
3035,13.0,18.0,11,0,1,118.18,6.5,0.0,1,0,0,0,7.5,0.0
3036,13.0,49.0,17,0,1,76.47,6.5,0.0,1,0,0,0,7.5,0.0
