,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total,cluster_group
2420,9.0,8.0,12,1,0,75.0,4.5,0.5,0,0,0,0,5.0,0.0
2421,9.0,7.0,8,1,0,112.5,4.5,0.5,0,0,0,0,5.0,0.0
2422,9.0,9.0,7,1,0,128.57,4.5,0.5,0,0,0,0,5.0,0.0
2423,13.0,23.0,24,1,0,54.16,6.5,0.5,0,0,0,-2,5.0,0.0
2424,9.0,9.0,9,1,0,100.0,4.5,0.5,0,0,0,0,5.0,0.0
2425,9.0,9.0,9,1,0,100.0,4.5,0.5,0,0,0,0,5.0,0.0
2426,9.0,13.0,10,1,0,90.0,4.5,0.5,0,0,0,0,5.0,0.0
2427,9.0,9.0,5,1,0,180.0,4.5,0.5,0,0,0,0,5.0,0.0
2428,9.0,15.0,8,1,0,112.5,4.5,0.5,0,0,0,0,5.0,0.0
2429,9.0,9.0,7,1,0,128.57,4.5,0.5,0,0,0,0,5.0,0.0
2430,9.0,12.0,6,1,0,150.0,4.5,0.5,0,0,0,0,5.0,0.0
2431,9.0,25.0,10,1,0,90.0,4.5,0.5,0,0,0,0,5.0,0.0
2432,9.0,13.0,11,1,0,81.81,4.5,0.5,0,0,0,0,5.0,0.0
2433,9.0,14.0,10,1,0,90.0,4.5,0.5,0,0,0,0,5.0,0.0
2434,9.0,15.0,9,1,0,100.0,4.5,0.5,0,0,0,0,5.0,0.0
2435,11.0,41.0,18,1,0,61.11,5.5,0.5,0,0,0,-1,5.0,0.0
2436,9.0,8.0,6,1,0,150.0,4.5,0.5,0,0,0,0,5.0,0.0
2437,9.0,21.0,11,1,0,81.81,4.5,0.5,0,0,0,0,5.0,0.0
2438,9.0,16.0,6,1,0,150.0,4.5,0.5,0,0,0,0,5.0,0.0
2439,9.0,18.0,6,1,0,150.0,4.5,0.5,0,0,0,0,5.0,0.0
2440,9.0,11.0,6,1,0,150.0,4.5,0.5,0,0,0,0,5.0,0.0
2441,9.0,16.0,9,1,0,100.0,4.5,0.5,0,0,0,0,5.0,0.0
2442,9.0,22.0,11,1,0,81.81,4.5,0.5,0,0,0,0,5.0,0.0
2443,9.0,13.0,6,1,0,150.0,4.5,0.5,0,0,0,0,5.0,0.0
2444,9.0,10.0,9,1,0,100.0,4.5,0.5,0,0,0,0,5.0,0.0
2445,9.0,12.0,11,1,0,81.81,4.5,0.5,0,0,0,0,5.0,0.0
2446,9.0,19.0,11,1,0,81.81,4.5,0.5,0,0,0,0,5.0,0.0
2447,9.0,13.0,11,1,0,81.81,4.5,0.5,0,0,0,0,5.0,0.0
2448,9.0,12.0,7,1,0,128.57,4.5,0.5,0,0,0,0,5.0,0.0
2449,9.0,15.0,5,1,0,180.0,4.5,0.5,0,0,0,0,5.0,0.0
2450,9.0,12.0,6,1,0,150.0,4.5,0.5,0,0,0,0,5.0,0.0
2451,9.0,19.0,7,1,0,128.57,4.5,0.5,0,0,0,0,5.0,0.0
2452,9.0,19.0,10,1,0,90.0,4.5,0.5,0,0,0,0,5.0,0.0
2453,9.0,23.0,10,1,0,90.0,4.5,0.5,0,0,0,0,5.0,0.0
2454,9.0,15.0,9,1,0,100.0,4.5,0.5,0,0,0,0,5.0,0.0
2455,11.0,23.0,16,1,0,68.75,5.5,0.5,0,0,0,-1,5.0,0.0
2456,9.0,14.0,9,1,0,100.0,4.5,0.5,0,0,0,0,5.0,0.0
2457,9.0,11.0,12,1,0,75.0,4.5,0.5,0,0,0,0,5.0,0.0
2458,11.0,26.0,16,1,0,68.75,5.5,0.5,0,0,0,-1,5.0,0.0
2459,9.0,12.0,7,1,0,128.57,4.5,0.5,0,0,0,0,5.0,0.0
2460,9.0,20.0,9,1,0,100.0,4.5,0.5,0,0,0,0,5.0,0.0
2461,9.0,17.0,8,1,0,112.5,4.5,0.5,0,0,0,0,5.0,0.0
2462,9.0,15.0,10,1,0,90.0,4.5,0.5,0,0,0,0,5.0,0.0
2463,9.0,15.0,5,1,0,180.0,4.5,0.5,0,0,0,0,5.0,0.0
2464,9.0,16.0,11,1,0,81.81,4.5,0.5,0,0,0,0,5.0,0.0
2465,9.0,11.0,7,1,0,128.57,4.5,0.5,0,0,0,0,5.0,0.0
2466,8.0,13.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2467,8.0,3.0,5,1,0,160.0,4.0,0.5,0,0,0,0,4.5,0.0
2468,8.0,6.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2469,8.0,14.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2470,8.0,9.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2471,8.0,13.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2472,8.0,21.0,10,1,0,80.0,4.0,0.5,0,0,0,0,4.5,0.0
2473,8.0,6.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2474,8.0,8.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2475,8.0,6.0,5,1,0,160.0,4.0,0.5,0,0,0,0,4.5,0.0
2476,10.0,23.0,16,1,0,62.5,5.0,0.5,0,0,0,-1,4.5,0.0
2477,8.0,10.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2478,8.0,15.0,10,1,0,80.0,4.0,0.5,0,0,0,0,4.5,0.0
2479,8.0,15.0,10,1,0,80.0,4.0,0.5,0,0,0,0,4.5,0.0
2480,8.0,4.0,5,1,0,160.0,4.0,0.5,0,0,0,0,4.5,0.0
2481,8.0,7.0,5,1,0,160.0,4.0,0.5,0,0,0,0,4.5,0.0
2482,8.0,13.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2483,8.0,22.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2484,8.0,13.0,10,1,0,80.0,4.0,0.5,0,0,0,0,4.5,0.0
2485,8.0,13.0,11,1,0,72.72,4.0,0.5,0,0,0,0,4.5,0.0
2486,8.0,12.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2487,10.0,21.0,15,1,0,66.66,5.0,0.5,0,0,0,-1,4.5,0.0
2488,8.0,18.0,10,1,0,80.0,4.0,0.5,0,0,0,0,4.5,0.0
2489,8.0,12.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2490,8.0,20.0,11,1,0,72.72,4.0,0.5,0,0,0,0,4.5,0.0
2491,8.0,20.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2492,8.0,13.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2493,8.0,16.0,7,1,0,114.28,4.0,0.5,0,0,0,0,4.5,0.0
2494,8.0,13.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2495,8.0,12.0,5,1,0,160.0,4.0,0.5,0,0,0,0,4.5,0.0
2496,8.0,8.0,4,1,0,200.0,4.0,0.5,0,0,0,0,4.5,0.0
2497,8.0,14.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2498,8.0,12.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2499,8.0,12.0,7,1,0,114.28,4.0,0.5,0,0,0,0,4.5,0.0
2500,8.0,9.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2501,8.0,13.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2502,8.0,15.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2503,8.0,17.0,10,1,0,80.0,4.0,0.5,0,0,0,0,4.5,0.0
2504,8.0,12.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2505,8.0,11.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2506,8.0,10.0,5,1,0,160.0,4.0,0.5,0,0,0,0,4.5,0.0
2507,8.0,18.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2508,8.0,15.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2509,8.0,22.0,10,1,0,80.0,4.0,0.5,0,0,0,0,4.5,0.0
2510,8.0,16.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2511,8.0,19.0,6,1,0,133.33,4.0,0.5,0,0,0,0,4.5,0.0
2512,8.0,7.0,7,1,0,114.28,4.0,0.5,0,0,0,0,4.5,0.0
2513,8.0,18.0,7,1,0,114.28,4.0,0.5,0,0,0,0,4.5,0.0
2514,8.0,21.0,11,1,0,72.72,4.0,0.5,0,0,0,0,4.5,0.0
2515,8.0,17.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2516,8.0,13.0,7,1,0,114.28,4.0,0.5,0,0,0,0,4.5,0.0
2517,8.0,22.0,11,1,0,72.72,4.0,0.5,0,0,0,0,4.5,0.0
2518,8.0,15.0,5,1,0,160.0,4.0,0.5,0,0,0,0,4.5,0.0
2519,8.0,15.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2520,8.0,14.0,9,1,0,88.88,4.0,0.5,0,0,0,0,4.5,0.0
2521,8.0,17.0,8,1,0,100.0,4.0,0.5,0,0,0,0,4.5,0.0
2522,8.0,15.0,10,1,0,80.0,4.0,0.5,0,0,0,0,4.5,0.0
2523,7.0,14.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2524,7.0,12.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2525,7.0,10.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2526,7.0,15.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2527,7.0,16.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2528,7.0,3.0,3,1,0,233.33,3.5,0.5,0,0,0,0,4.0,0.0
2529,7.0,10.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2530,7.0,10.0,10,1,0,70.0,3.5,0.5,0,0,0,0,4.0,0.0
2531,7.0,7.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2532,7.0,2.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2533,7.0,9.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2534,7.0,10.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2535,7.0,6.0,3,1,0,233.33,3.5,0.5,0,0,0,0,4.0,0.0
2536,7.0,11.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2537,7.0,7.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2538,9.0,30.0,13,1,0,69.23,4.5,0.5,0,0,0,-1,4.0,0.0
2539,7.0,8.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2540,7.0,11.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2541,7.0,9.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2542,7.0,3.0,3,1,0,233.33,3.5,0.5,0,0,0,0,4.0,0.0
2543,7.0,14.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2544,7.0,19.0,10,1,0,70.0,3.5,0.5,0,0,0,0,4.0,0.0
2545,7.0,9.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2546,7.0,7.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2547,7.0,8.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2548,7.0,9.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2549,7.0,10.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2550,7.0,27.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2551,9.0,19.0,14,1,0,64.28,4.5,0.5,0,0,0,-1,4.0,0.0
2552,7.0,14.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2553,7.0,12.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2554,7.0,14.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2555,7.0,6.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2556,7.0,10.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2557,7.0,6.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2558,7.0,9.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2559,7.0,9.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2560,7.0,12.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2561,9.0,16.0,13,1,0,69.23,4.5,0.5,0,0,0,-1,4.0,0.0
2562,7.0,12.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2563,7.0,9.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2564,9.0,17.0,13,1,0,69.23,4.5,0.5,0,0,0,-1,4.0,0.0
2565,7.0,11.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2566,7.0,11.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2567,7.0,8.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2568,7.0,7.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2569,7.0,11.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2570,7.0,11.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2571,7.0,9.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2572,7.0,7.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2573,11.0,40.0,19,1,0,57.89,5.5,0.5,0,0,0,-2,4.0,0.0
2574,7.0,10.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2575,7.0,15.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2576,7.0,7.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2577,7.0,18.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2578,7.0,12.0,10,1,0,70.0,3.5,0.5,0,0,0,0,4.0,0.0
2579,7.0,11.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2580,11.0,21.0,21,1,0,52.38,5.5,0.5,0,0,0,-2,4.0,0.0
2581,11.0,43.0,19,1,0,57.89,5.5,0.5,0,0,0,-2,4.0,0.0
2582,9.0,21.0,14,1,0,64.28,4.5,0.5,0,0,0,-1,4.0,0.0
2583,7.0,12.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2584,7.0,6.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2585,11.0,28.0,22,1,0,50.0,5.5,0.5,0,0,0,-2,4.0,0.0
2586,7.0,6.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2587,7.0,17.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2588,7.0,5.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2589,7.0,15.0,10,1,0,70.0,3.5,0.5,0,0,0,0,4.0,0.0
2590,7.0,11.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2591,7.0,9.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2592,7.0,11.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2593,7.0,8.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2594,7.0,11.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2595,7.0,20.0,9,1,0,77.77,3.5,0.5,0,0,0,0,4.0,0.0
2596,7.0,16.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2597,7.0,6.0,4,1,0,175.0,3.5,0.5,0,0,0,0,4.0,0.0
2598,7.0,12.0,7,1,0,100.0,3.5,0.5,0,0,0,0,4.0,0.0
2599,7.0,9.0,5,1,0,140.0,3.5,0.5,0,0,0,0,4.0,0.0
2600,7.0,2.0,3,1,0,233.33,3.5,0.5,0,0,0,0,4.0,0.0
2601,11.0,25.0,20,1,0,55.0,5.5,0.5,0,0,0,-2,4.0,0.0
2602,7.0,21.0,6,1,0,116.66,3.5,0.5,0,0,0,0,4.0,0.0
2603,7.0,9.0,10,1,0,70.0,3.5,0.5,0,0,0,0,4.0,0.0
2604,7.0,21.0,8,1,0,87.5,3.5,0.5,0,0,0,0,4.0,0.0
2605,10.0,28.0,17,1,0,58.82,5.0,0.5,0,0,0,-2,3.5,0.0
2606,6.0,10.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2607,6.0,9.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2608,6.0,6.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2609,6.0,2.0,2,1,0,300.0,3.0,0.5,0,0,0,0,3.5,0.0
2610,6.0,10.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2611,6.0,7.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2612,6.0,7.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2613,6.0,10.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2614,6.0,7.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2615,6.0,5.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2616,6.0,11.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2617,6.0,5.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2618,8.0,10.0,12,1,0,66.66,4.0,0.5,0,0,0,-1,3.5,0.0
2619,6.0,10.0,8,1,0,75.0,3.0,0.5,0,0,0,0,3.5,0.0
2620,6.0,8.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2621,8.0,13.0,12,1,0,66.66,4.0,0.5,0,0,0,-1,3.5,0.0
2622,6.0,2.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2623,6.0,11.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2624,6.0,4.0,8,1,0,75.0,3.0,0.5,0,0,0,0,3.5,0.0
2625,6.0,15.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2626,6.0,8.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2627,6.0,5.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2628,6.0,3.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2629,6.0,9.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2630,6.0,9.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2631,6.0,12.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2632,6.0,6.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2633,6.0,5.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2634,6.0,8.0,8,1,0,75.0,3.0,0.5,0,0,0,0,3.5,0.0
2635,6.0,12.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2636,6.0,12.0,8,1,0,75.0,3.0,0.5,0,0,0,0,3.5,0.0
2637,6.0,3.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2638,6.0,9.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2639,6.0,12.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2640,6.0,10.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2641,6.0,10.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2642,6.0,7.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2643,6.0,5.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2644,6.0,3.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2645,6.0,8.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2646,6.0,9.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2647,6.0,9.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2648,6.0,11.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2649,6.0,7.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2650,6.0,12.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2651,6.0,10.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2652,6.0,16.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2653,8.0,11.0,13,1,0,61.53,4.0,0.5,0,0,0,-1,3.5,0.0
2654,6.0,11.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2655,6.0,6.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2656,6.0,7.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2657,6.0,4.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2658,6.0,9.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2659,6.0,7.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2660,6.0,9.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2661,6.0,13.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2662,6.0,5.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2663,6.0,4.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2664,6.0,8.0,8,1,0,75.0,3.0,0.5,0,0,0,0,3.5,0.0
2665,6.0,12.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2666,8.0,14.0,13,1,0,61.53,4.0,0.5,0,0,0,-1,3.5,0.0
2667,6.0,15.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2668,6.0,17.0,8,1,0,75.0,3.0,0.5,0,0,0,0,3.5,0.0
2669,6.0,11.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2670,6.0,8.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2671,6.0,10.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2672,6.0,4.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2673,6.0,8.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2674,6.0,4.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2675,6.0,10.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2676,6.0,9.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2677,6.0,5.0,3,1,0,200.0,3.0,0.5,0,0,0,0,3.5,0.0
2678,6.0,28.0,7,1,0,85.71,3.0,0.5,0,0,0,0,3.5,0.0
2679,6.0,4.0,4,1,0,150.0,3.0,0.5,0,0,0,0,3.5,0.0
2680,6.0,8.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2681,6.0,17.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2682,6.0,4.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2683,6.0,12.0,5,1,0,120.0,3.0,0.5,0,0,0,0,3.5,0.0
2684,6.0,7.0,6,1,0,100.0,3.0,0.5,0,0,0,0,3.5,0.0
2685,5.0,7.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2686,7.0,13.0,11,1,0,63.63,3.5,0.5,0,0,0,-1,3.0,0.0
2687,5.0,4.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2688,5.0,8.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2689,5.0,3.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2690,5.0,4.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2691,5.0,5.0,6,1,0,83.33,2.5,0.5,0,0,0,0,3.0,0.0
2692,5.0,3.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2693,5.0,15.0,7,1,0,71.42,2.5,0.5,0,0,0,0,3.0,0.0
2694,5.0,7.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2695,5.0,6.0,6,1,0,83.33,2.5,0.5,0,0,0,0,3.0,0.0
2696,5.0,3.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2697,7.0,8.0,11,1,0,63.63,3.5,0.5,0,0,0,-1,3.0,0.0
2698,5.0,13.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2699,5.0,2.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2700,5.0,7.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2701,5.0,9.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2702,5.0,8.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2703,5.0,7.0,6,1,0,83.33,2.5,0.5,0,0,0,0,3.0,0.0
2704,5.0,14.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2705,5.0,14.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2706,5.0,6.0,7,1,0,71.42,2.5,0.5,0,0,0,0,3.0,0.0
2707,5.0,11.0,7,1,0,71.42,2.5,0.5,0,0,0,0,3.0,0.0
2708,5.0,4.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2709,5.0,4.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2710,5.0,5.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2711,5.0,12.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2712,5.0,5.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2713,5.0,5.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2714,5.0,4.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2715,5.0,3.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2716,5.0,10.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2717,5.0,4.0,3,1,0,166.66,2.5,0.5,0,0,0,0,3.0,0.0
2718,5.0,6.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2719,5.0,5.0,7,1,0,71.42,2.5,0.5,0,0,0,0,3.0,0.0
2720,5.0,5.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2721,5.0,3.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2722,5.0,4.0,4,1,0,125.0,2.5,0.5,0,0,0,0,3.0,0.0
2723,5.0,9.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
2724,5.0,5.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2725,5.0,4.0,2,1,0,250.0,2.5,0.5,0,0,0,0,3.0,0.0
2726,7.0,22.0,11,1,0,63.63,3.5,0.5,0,0,0,-1,3.0,0.0
2727,5.0,4.0,6,1,0,83.33,2.5,0.5,0,0,0,0,3.0,0.0
2728,5.0,3.0,5,1,0,100.0,2.5,0.5,0,0,0,0,3.0,0.0
