,BATSMEN,R,M,B,4s,6s,SR
666,SSIyer,14,26,8,0,2,175
667,CJAnderson,18,19,12,0,2,150
668,HMAmla,1,3,3,0,0,33.33
669,MJGuptill,9,15,10,1,0,90
670,SEMarsh,20,26,17,3,0,117.64
671,MVohra,25,34,28,1,1,89.28
672,WPSaha?Çá,21,48,25,1,0,84
673,GJMaxwell(c),6,10,11,1,0,54.54
674,ARPatel,38,32,17,3,2,223.52
675,MMSharma,6,4,4,1,0,150
676,VRAaron,0,9,5,0,0,0
678,MandeepSingh,46,56,40,5,2,115
679,CHGayle,0,2,2,0,0,0
680,VKohli(c),6,8,6,1,0,100
681,ABdeVilliers,10,11,6,1,1,166.66
682,KMJadhav?Çá,6,17,6,1,0,100
683,SRWatson,3,11,6,0,0,50
684,PNegi,21,30,23,2,0,91.3
685,SAravind,4,11,6,0,0,66.66
686,SBadree,8,17,9,0,0,88.88
687,AChoudhary,4,8,6,0,0,66.66
688,YSChahal,4,6,4,0,0,100
689,AMRahane,22,33,20,0,1,110
690,RATripathi,1,8,4,0,0,25
691,SPDSmith(c),34,65,39,0,0,87.17
692,BAStokes,39,33,25,1,3,156
693,MSDhoni?Çá,31,29,21,2,2,147.61
694,DTChristian,4,3,2,1,0,200
695,MKTiwary,9,15,5,1,0,180
696,WashingtonSundar,1,6,3,0,0,33.33
697,SNThakur,0,1,1,0,0,0
698,JDUnadkat,0,1,0,0,0,-
700,DAWarner(c),40,58,34,4,1,117.64
701,SDhawan,19,17,12,2,1,158.33
702,KSWilliamson,4,2,2,1,0,200
703,YuvrajSingh,47,61,43,4,2,109.3
704,MCHenriques,4,5,6,0,0,66.66
705,NVOjha?Çá,9,22,9,0,1,100
706,BipulSharma,8,14,7,0,0,114.28
707,RashidKhan,3,11,4,0,0,75
708,BKumar,0,3,1,0,0,0
709,SKaul,0,3,2,0,0,0
710,ANehra,0,1,0,0,0,-
711,LMPSimmons,66,63,43,5,4,153.48
712,PAPatel?Çá,25,43,22,3,0,113.63
713,KAPollard,63,63,35,5,4,180
714,RGSharma(c),10,14,6,1,0,166.66
715,HHPandya,29,21,14,1,3,207.14
717,SVSamson,0,1,1,0,0,0
718,KKNair,21,24,15,3,1,140
719,SSIyer,3,7,6,0,0,50
720,RRPant?Çá,0,7,3,0,0,0
721,CJAnderson,10,12,8,2,0,125
722,MNSamuels,1,12,5,0,0,20
723,PJCummins,10,10,10,0,1,100
724,KRabada,0,10,5,0,0,0
725,AMishra,9,22,14,0,0,64.28
726,MohammedShami,7,3,4,0,1,175
727,ZKhan(c),2,11,11,0,0,18.18
728,CHGayle,0,1,1,0,0,0
729,MandeepSingh,52,109,43,4,1,120.93
730,VKohli(c),5,11,9,0,0,55.55
731,ABdeVilliers,10,8,8,2,0,125
732,TMHead,75,112,47,3,5,159.57
733,KMJadhav?Çá,8,14,9,1,0,88.88
734,PNegi,5,7,3,1,0,166.66
735,SAravind,0,2,0,0,0,-
737,CALynn,50,32,22,5,4,227.27
738,SPNarine,54,25,17,6,4,317.64
739,CdeGrandhomme,31,29,28,1,2,110.71
740,GGambhir(c),14,26,16,0,0,87.5
741,MKPandey,4,7,3,0,0,133.33
742,YKPathan,0,3,5,0,0,0
743,MJGuptill,2,3,5,0,0,40
744,HMAmla,104,90,60,8,5,173.33
745,SEMarsh,58,67,43,6,0,134.88
746,GJMaxwell(c),20,20,11,0,2,181.81
747,ARPatel,2,1,1,0,0,200
749,DRSmith,74,53,39,8,4,189.74
750,IshanKishan,29,42,24,3,0,120.83
751,SKRaina(c),39,41,25,4,1,156
752,KDKarthik?Çá,35,48,23,2,1,152.17
753,AJFinch,2,2,2,0,0,100
754,RAJadeja,7,14,6,0,0,116.66
755,LMPSimmons,1,7,5,0,0,20
756,PAPatel?Çá,23,27,17,1,1,135.29
757,NRana,9,10,11,2,0,81.81
758,RGSharma(c),67,66,45,6,2,148.88
759,HHPandya,15,39,24,0,0,62.5
760,KAPollard,5,23,9,0,0,55.55
761,KVSharma,5,9,5,1,0,100
762,HarbhajanSingh,1,5,3,0,0,33.33
763,MJMcClenaghan,2,1,1,0,0,200
765,DAWarner(c),6,4,6,1,0,100
766,SDhawan,62,92,46,4,2,134.78
767,MCHenriques,44,49,35,6,0,125.71
768,YuvrajSingh,9,16,11,1,0,81.81
769,VShankar,15,20,12,1,0,125
770,MJGuptill,12,24,16,1,0,75
771,MVohra,25,20,16,4,0,156.25
772,SEMarsh,11,15,10,2,0,110
773,WPSaha?Çá,38,57,33,2,1,115.15
774,GJMaxwell(c),44,36,25,1,4,176
775,ARPatel,8,23,10,0,0,80
776,SwapnilSingh,2,3,2,0,0,100
777,RTewatia,15,10,8,3,0,187.5
779,SPNarine,18,17,10,4,0,180
780,CALynn,84,81,52,8,3,161.53
781,GGambhir(c),8,25,18,0,0,44.44
782,RVUthappa?Çá,0,2,1,0,0,0
783,MKPandey,18,31,23,1,0,78.26
784,CdeGrandhomme,11,17,7,1,0,157.14
785,YKPathan,2,4,3,0,0,66.66
786,CRWoakes,8,9,6,0,1,133.33
787,DRSmith,8,17,8,1,0,100
788,IshanKishan,34,35,25,5,1,136
789,SKRaina(c),6,12,5,1,0,120
790,KDKarthik?Çá,40,51,28,4,1,142.85
791,AJFinch,69,58,39,6,4,176.92
792,RAJadeja,13,22,7,2,0,185.71
793,JPFaulkner,14,10,8,1,0,175
795,SVSamson,10,6,7,2,0,142.85
796,KKNair,30,36,15,5,1,200
797,RRPant?Çá,4,2,2,1,0,200
798,SSIyer,96,83,57,15,2,168.42
799,MNSamuels,1,8,4,0,0,25
800,CJAnderson,6,7,6,1,0,100
801,CRBrathwaite,11,10,10,2,0,110
802,PJCummins,24,22,13,2,1,184.61
803,MohammedShami,4,8,2,1,0,200
804,AMishra,8,2,2,2,0,400
805,MJGuptill,36,28,18,5,1,200
806,WPSaha?Çá,93,109,55,11,3,169.09
807,GJMaxwell(c),47,29,21,2,5,223.8
808,SEMarsh,25,23,16,0,2,156.25
809,ARPatel,19,26,13,0,1,146.15
811,LMPSimmons,59,50,32,5,4,184.37
812,PAPatel?Çá,38,44,23,7,0,165.21
813,NRana,12,21,12,2,0,100
814,RGSharma(c),5,10,7,0,0,71.42
815,KAPollard,50,49,24,1,5,208.33
816,HHPandya,30,19,13,0,4,230.76
817,KVSharma,19,9,6,3,1,316.66
818,HarbhajanSingh,2,14,4,0,0,50
819,SVSamson,2,4,4,0,0,50
820,KKNair,64,96,45,9,0,142.22
821,SSIyer,3,6,4,0,0,75
822,RRPant?Çá,36,32,22,4,2,163.63
823,MNSamuels,27,21,21,1,2,128.57
824,CJAnderson,3,10,5,0,0,60
825,PJCummins,11,6,6,0,1,183.33
826,AMishra,13,19,9,0,1,144.44
827,MohammedShami,2,5,4,0,0,50
828,SNadeem,0,1,0,0,0,-
830,AMRahane,0,1,1,0,0,0
831,RATripathi,7,21,6,1,0,116.66
832,SPDSmith(c),38,44,32,4,1,118.75
833,MKTiwary,60,81,45,5,3,133.33
834,BAStokes,33,33,25,3,2,132
835,MSDhoni?Çá,5,10,5,0,0,100
836,DTChristian,3,2,3,0,0,100
837,WashingtonSundar,5,8,3,0,0,166.66
838,DRSmith,54,49,33,7,2,163.63
839,IshanKishan,61,60,40,5,4,152.5
840,SKRaina(c),2,12,5,0,0,40
841,KDKarthik?Çá,0,3,1,0,0,0
842,AJFinch,2,4,3,0,0,66.66
843,RAJadeja,20,35,14,2,0,142.85
844,JPFaulkner,8,15,10,1,0,80
845,PJSangwan,0,1,1,0,0,0
846,AnkitSoni,0,9,6,0,0,0
847,PKumar,1,2,2,0,0,50
848,MMPatel,0,1,1,0,0,0
850,DAWarner(c),69,84,52,9,0,132.69
851,SDhawan,18,9,11,4,0,163.63
852,MCHenriques,4,3,2,1,0,200
853,VShankar,63,70,44,9,0,143.18
854,SSTiwary,52,77,43,9,0,120.93
855,LMPSimmons,0,11,5,0,0,0
856,RGSharma(c),27,27,21,4,1,128.57
857,ATRayudu?Çá,63,50,37,6,3,170.27
858,KAPollard,13,18,11,0,1,118.18
859,HHPandya,1,8,2,0,0,50
860,KHPandya,0,2,1,0,0,0
862,SPNarine,0,4,4,0,0,0
863,CALynn,26,33,14,3,2,185.71
864,GGambhir(c),21,18,16,3,1,131.25
865,RVUthappa?Çá,2,5,4,0,0,50
866,MKPandey,33,58,33,2,0,100
867,YKPathan,20,14,7,0,3,285.71
868,CdeGrandhomme,29,21,16,4,1,181.25
869,KuldeepYadav,16,24,15,2,0,106.66
870,UTYadav,4,14,4,0,0,100
871,TABoult,5,7,8,0,0,62.5
872,MJGuptill,0,1,1,0,0,0
873,WPSaha?Çá,13,49,17,0,1,76.47
874,SEMarsh,10,14,13,2,0,76.92
875,EJGMorgan,4,5,4,1,0,100
876,RTewatia,4,5,3,1,0,133.33
877,GJMaxwell(c),0,2,3,0,0,0
878,ARPatel,22,26,20,1,1,110
879,SwapnilSingh,10,18,17,0,0,58.82
880,MMSharma,6,22,12,0,0,50
881,ISharma,1,6,5,0,0,20
882,SandeepSharma,0,5,0,0,0,-
884,AMRahane,34,47,34,1,1,100
885,RATripathi,28,14,20,4,1,140
886,SPDSmith(c),15,33,18,0,0,83.33
887,CHGayle,48,63,38,3,3,126.31
888,VishnuVinod?Çá,3,22,9,0,0,33.33
889,VKohli(c),58,57,45,3,3,128.88
890,TMHead,2,5,2,0,0,100
891,KMJadhav,12,18,9,0,1,133.33
892,SachinBaby,12,14,8,2,0,150
893,SRWatson,4,15,4,0,0,100
894,PNegi,13,8,5,3,0,260
896,SVSamson,0,2,2,0,0,0
897,KKNair,26,24,22,5,0,118.18
898,SSIyer,32,52,30,2,1,106.66
899,RRPant?Çá,45,60,34,3,2,132.35
900,MNSamuels,0,1,1,0,0,0
901,CJAnderson,3,19,9,0,0,33.33
902,PJCummins,7,2,3,0,1,233.33
903,AMishra,7,11,4,0,1,175
904,MohammedShami,21,16,9,3,1,233.33
905,SNadeem,2,12,6,0,0,33.33
906,ZKhan(c),1,2,1,0,0,100
907,AMRahane,56,60,43,5,1,130.23
908,RATripathi,0,6,2,0,0,0
909,SPDSmith(c),1,5,2,0,0,50
910,MKTiwary,58,90,48,4,2,120.83
911,MSDhoni?Çá,40,42,26,0,5,153.84
913,LMPSimmons,5,21,13,0,0,38.46
914,PAPatel?Çá,52,78,40,3,3,130
915,RGSharma(c),1,4,2,0,0,50
916,ATRayudu,0,1,3,0,0,0
917,KAPollard,7,9,10,1,0,70
918,HHPandya,14,16,10,1,1,140
919,KHPandya,15,19,11,2,0,136.36
920,MJMcClenaghan,12,24,11,0,1,109.09
921,KVSharma,4,9,7,0,0,57.14
922,JJBumrah,16,13,11,0,1,145.45
923,SLMalinga,7,1,2,0,1,350
924,DAWarner(c),37,57,35,2,2,105.71
925,SDhawan,11,19,13,1,0,84.61
926,KSWilliamson,24,35,26,2,1,92.3
927,YuvrajSingh,9,16,9,2,0,100
928,VShankar,22,28,17,2,1,129.41
929,NVOjha?Çá,16,24,16,0,1,100
930,CJJordan,0,1,1,0,0,0
931,BipulSharma,2,8,3,0,0,66.66
933,RVUthappa?Çá,1,10,2,0,0,50
934,CALynn,6,4,2,0,1,300
935,YKPathan,0,1,1,0,0,0
936,GGambhir(c),32,25,19,2,2,168.42
937,IRJaggi,5,21,8,0,0,62.5
938,CALynn,4,7,8,0,0,50
939,SPNarine,10,23,10,0,1,100
940,GGambhir(c),12,27,15,2,0,80
941,RVUthappa?Çá,1,4,3,0,0,33.33
942,IRJaggi,28,43,31,3,0,90.32
943,CdeGrandhomme,0,1,1,0,0,0
944,SAYadav,31,52,25,2,1,124
945,PPChawla,2,10,6,0,0,33.33
946,NMCoulter-Nile,6,3,4,0,1,150
947,UTYadav,2,10,3,0,0,66.66
948,ASRajpoot,4,7,7,1,0,57.14
950,LMPSimmons,3,6,6,0,0,50
951,PAPatel?Çá,14,13,9,3,0,155.55
952,ATRayudu,6,18,11,0,0,54.54
953,RGSharma(c),26,42,24,1,1,108.33
954,KHPandya,45,42,30,8,0,150
955,KAPollard,9,11,7,1,0,128.57
