,BATSMEN,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
970,MKTiwary,8,19,9,0,0,88.88,4,0,0,0,0,0,4
971,YKPathan,15,11,10,2,0,150,7.5,1,0,0,0,0,8.5
972,RVUthappa,8,10,8,1,0,100,4,0.5,0,0,0,0,4.5
973,JDRyder,22,44,24,0,2,91.66,11,0,2,0,0,0,13
974,MJClarke,13,22,18,0,0,72.22,6.5,0,0,0,0,0,6.5
975,SCGanguly,5,17,8,0,0,62.5,2.5,0,0,0,0,-1,1.5
976,APMajumdar,17,27,22,0,0,77.27,8.5,0,0,0,0,0,8.5
977,CJFerguson,12,28,18,0,0,66.66,6,0,0,0,0,-1,5
978,HarpreetSingh,6,10,6,0,0,100,3,0,0,0,0,0,3
979,WDParnell,3,6,5,0,0,60,1.5,0,0,0,0,-1,0.5
980,BKumar,3,8,6,0,0,50,1.5,0,0,0,0,-2,-0.5
981,AGMurtaza,3,4,5,0,0,60,1.5,0,0,0,0,-1,0.5
982,UBTChand,0,1,1,0,0,0,0,0,0,0,0,-3,-3
983,DAWarner,21,30,19,4,0,110.52,10.5,2,0,0,0,0,12.5
984,DPMDJayawardene,66,94,52,8,1,126.92,33,4,1,4,0,0,42
985,MCJuneja,8,13,9,1,0,88.88,4,0.5,0,0,0,0,4.5
986,NVOjha,9,9,9,1,0,100,4.5,0.5,0,0,0,0,5
987,JBotha,7,7,6,1,0,116.66,3.5,0.5,0,0,0,0,4
988,IKPathan,4,10,7,0,0,57.14,2,0,0,0,0,-2,0
989,ADRussell,4,11,8,0,0,50,2,0,0,0,0,-2,0
990,SNadeem,4,13,8,0,0,50,2,0,0,0,0,-2,0
991,ANehra,0,4,1,0,0,0,0,0,0,0,0,-3,-3
993,MSBisla,4,6,9,1,0,44.44,2,0.5,0,0,0,-3,-0.5
994,GGambhir,41,58,29,5,1,141.37,20.5,2.5,1,0,0,0,24
995,JHKallis,23,26,20,5,0,115,11.5,2.5,0,0,0,0,14
996,MKTiwary,23,30,23,2,0,100,11.5,1,0,0,0,0,12.5
997,EJGMorgan,14,28,15,1,0,93.33,7,0.5,0,0,0,0,7.5
998,YKPathan,18,27,16,0,1,112.5,9,0,1,0,0,0,10
999,CHGayle,92,99,58,11,5,158.62,46,5.5,5,4,0,0,60.5
1000,TMDilshan,0,10,8,0,0,0,0,0,0,0,0,-3,-3
1001,VKohli,24,13,14,4,1,171.42,12,2,1,0,0,0,15
1002,MAAgarwal,1,7,5,0,0,20,0.5,0,0,0,0,-3,-2.5
1003,DTChristian,4,27,13,0,0,30.76,2,0,0,0,0,-3,-1
1004,KKNair,0,5,3,0,0,0,0,0,0,0,0,-3,-3
1005,KBArunKarthik,19,32,19,3,0,100,9.5,1.5,0,0,0,0,11
1006,RTPonting,28,51,33,1,1,84.84,14,0.5,1,0,0,0,15.5
1007,SRTendulkar,23,38,19,4,0,121.05,11.5,2,0,0,0,0,13.5
1008,KDKarthik,60,66,37,3,4,162.16,30,1.5,4,4,0,0,39.5
1009,RGSharma,11,21,11,1,0,100,5.5,0.5,0,0,0,0,6
1010,ATRayudu,18,33,18,1,0,100,9,0.5,0,0,0,0,9.5
1011,KAPollard,5,7,2,1,0,250,2.5,0.5,0,0,0,0,3
1012,HarbhajanSingh,1,5,1,0,0,100,0.5,0,0,0,0,0,0.5
1013,PAReddy,27,56,30,2,0,90,13.5,1,0,0,0,0,14.5
1014,PAPatel,19,23,18,3,0,105.55,9.5,1.5,0,0,0,0,11
1015,KCSangakkara,15,20,16,2,0,93.75,7.5,1,0,0,0,0,8.5
1016,CLWhite,10,17,18,0,0,55.55,5,0,0,0,0,-2,3
1017,NLTCPerera,30,23,18,3,1,166.66,15,1.5,1,0,0,0,17.5
1018,GHVihari,11,21,12,1,0,91.66,5.5,0.5,0,0,0,0,6
1019,AAshishReddy,7,8,4,1,0,175,3.5,0.5,0,0,0,0,4
1020,DBRaviTeja,4,4,4,0,0,100,2,0,0,0,0,0,2
1021,RVUthappa,24,30,22,2,1,109.09,12,1,1,0,0,0,14
1022,MKPandey,15,53,29,0,0,51.72,7.5,0,0,0,0,-2,5.5
1023,MNSamuels,5,6,9,1,0,55.55,2.5,0.5,0,0,0,-2,1
1024,YuvrajSingh,2,8,5,0,0,40,1,0,0,0,0,-3,-2
1025,LRPLTaylor,19,35,19,0,0,100,9.5,0,0,0,0,0,9.5
1026,AMNayar,19,22,14,2,0,135.71,9.5,1,0,0,0,0,10.5
1027,ADMathews,8,22,6,1,0,133.33,4,0.5,0,0,0,0,4.5
1028,MRMarsh,7,4,3,0,1,233.33,3.5,0,1,0,0,0,4.5
1029,BKumar,3,7,3,0,0,100,1.5,0,0,0,0,0,1.5
1030,RSharma,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1031,ABDinda,0,1,2,0,0,0,0,0,0,0,0,-3,-3
1032,MDKJPerera,14,12,12,3,0,116.66,7,1.5,0,0,0,0,8.5
1033,AMRahane,28,49,24,3,0,116.66,14,1.5,0,0,0,0,15.5
1034,RDravid,65,71,51,6,2,127.45,32.5,3,2,4,0,0,41.5
1035,STRBinny,40,23,20,2,3,200,20,1,3,0,0,0,24
1036,BJHodge,5,10,7,0,0,71.42,2.5,0,0,0,0,0,2.5
1037,KKCooper,2,3,2,0,0,100,1,0,0,0,0,0,1
1038,ALMenaria,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1040,RShukla,1,2,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1041,DAWarner,77,97,56,9,1,137.5,38.5,4.5,1,4,0,0,48
1042,UBTChand,23,22,19,2,1,121.05,11.5,1,1,0,0,0,13.5
1043,DPMDJayawardene,19,28,16,1,0,118.75,9.5,0.5,0,0,0,0,10
1044,MCJuneja,20,40,18,1,1,111.11,10,0.5,1,0,0,0,11.5
1045,ADRussell,7,13,6,0,0,116.66,3.5,0,0,0,0,0,3.5
1046,JBotha,2,6,3,0,0,66.66,1,0,0,0,0,-1,0
1047,IKPathan,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
1048,NVOjha,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1049,RTPonting,6,16,10,0,0,60,3,0,0,0,0,-1,2
1050,SRTendulkar,0,3,1,0,0,0,0,0,0,0,0,-3,-3
1051,KDKarthik,37,37,25,4,1,148,18.5,2,1,0,0,0,21.5
1052,RGSharma,8,13,10,1,0,80,4,0.5,0,0,0,0,4.5
1053,ATRayudu,7,23,10,0,0,70,3.5,0,0,0,0,0,3.5
1054,KAPollard,57,58,38,4,5,150,28.5,2,5,4,0,0,39.5
1055,DRSmith,3,6,5,0,0,60,1.5,0,0,0,0,-1,0.5
1056,HarbhajanSingh,21,38,21,1,1,100,10.5,0.5,1,0,0,0,12
1057,MEKHussey,20,37,23,3,0,86.95,10,1.5,0,0,0,0,11.5
1058,MVijay,5,9,8,0,0,62.5,2.5,0,0,0,0,-1,1.5
1059,SKRaina,10,12,7,1,0,142.85,5,0.5,0,0,0,0,5.5
1060,DJBravo,10,28,17,0,0,58.82,5,0,0,0,0,-2,3
1061,SBadrinath,16,22,16,1,0,100,8,0.5,0,0,0,0,8.5
1062,MSDhoni,51,55,26,5,3,196.15,25.5,2.5,3,4,0,0,35
1063,RAJadeja,16,16,11,1,1,145.45,8,0.5,1,0,0,0,9.5
1064,RAshwin,2,8,5,0,0,40,1,0,0,0,0,-3,-2
1065,BLaughlin,0,9,1,0,0,0,0,0,0,0,0,-3,-3
1066,ASRajpoot,2,15,6,0,0,33.33,1,0,0,0,0,-3,-2
1068,RVUthappa,19,40,23,2,0,82.6,9.5,1,0,0,0,0,10.5
1069,MKPandey,0,3,4,0,0,0,0,0,0,0,0,-3,-3
1070,TLSuman,6,15,14,1,0,42.85,3,0.5,0,0,0,-3,0.5
1071,MNSamuels,3,13,9,0,0,33.33,1.5,0,0,0,0,-3,-1.5
1072,LRPLTaylor,15,29,19,1,0,78.94,7.5,0.5,0,0,0,0,8
1073,ADMathews,4,6,4,1,0,100,2,0.5,0,0,0,0,2.5
1074,AMNayar,25,44,26,3,0,96.15,12.5,1.5,0,0,0,0,14
1075,MRMarsh,15,13,8,1,1,187.5,7.5,0.5,1,0,0,0,9
1076,BKumar,8,10,12,1,0,66.66,4,0.5,0,0,0,-1,3.5
1077,RSharma,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
1078,ACGilchrist,15,10,10,2,1,150,7.5,1,1,0,0,0,9.5
1079,MandeepSingh,31,42,26,4,0,119.23,15.5,2,0,0,0,0,17.5
1080,MVohra,43,45,28,7,0,153.57,21.5,3.5,0,0,0,0,25
1081,DJHussey,8,13,11,1,0,72.72,4,0.5,0,0,0,0,4.5
1082,CHGayle,1,6,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1083,TMDilshan,5,17,9,0,0,55.55,2.5,0,0,0,0,-2,0.5
1084,VKohli,46,52,44,5,1,104.54,23,2.5,1,0,0,0,26.5
1085,KKNair,9,15,9,0,0,100,4.5,0,0,0,0,0,4.5
1086,MCHenriques,44,54,40,5,0,110,22,2.5,0,0,0,0,24.5
1087,MAAgarwal,7,15,8,0,0,87.5,3.5,0,0,0,0,0,3.5
1088,KBArunKarthik,0,4,1,0,0,0,0,0,0,0,0,-3,-3
1089,RVinayKumar,7,9,4,1,0,175,3.5,0.5,0,0,0,0,4
1090,MKartik,2,3,2,0,0,100,1,0,0,0,0,0,1
1091,JDUnadkat,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
1092,PAReddy,23,41,21,2,0,109.52,11.5,1,0,0,0,0,12.5
1093,PAPatel,2,5,4,0,0,50,1,0,0,0,0,-2,-1
1094,CLWhite,5,11,9,1,0,55.55,2.5,0.5,0,0,0,-2,1
1095,GHVihari,44,84,46,2,0,95.65,22,1,0,0,0,0,23
1096,KCSangakkara,16,23,17,1,0,94.11,8,0.5,0,0,0,0,8.5
1097,NLTCPerera,7,10,8,1,0,87.5,3.5,0.5,0,0,0,0,4
1099,AAshishReddy,14,14,12,1,0,116.66,7,0.5,0,0,0,0,7.5
1100,DWSteyn,3,5,3,0,0,100,1.5,0,0,0,0,0,1.5
1101,SRWatson,5,13,10,1,0,50,2.5,0.5,0,0,0,-2,1
1102,AMRahane,36,73,34,3,1,105.88,18,1.5,1,0,0,0,20.5
1103,RDravid,17,22,20,2,0,85,8.5,1,0,0,0,0,9.5
1104,STRBinny,14,12,11,3,0,127.27,7,1.5,0,0,0,0,8.5
1105,BJHodge,46,61,31,7,0,148.38,23,3.5,0,0,0,0,26.5
1106,KKCooper,0,3,2,0,0,0,0,0,0,0,0,-3,-3
1107,DHYagnik,16,17,11,1,1,145.45,8,0.5,1,0,0,0,9.5
1108,SSreesanth,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1109,MSBisla,1,13,4,0,0,25,0.5,0,0,0,0,-3,-2.5
1110,GGambhir,22,37,22,1,1,100,11,0.5,1,0,0,0,12.5
1111,JHKallis,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1112,MKTiwary,14,17,13,1,0,107.69,7,0.5,0,0,0,0,7.5
1113,EJGMorgan,51,62,38,3,3,134.21,25.5,1.5,3,4,0,0,34
1114,YKPathan,0,3,2,0,0,0,0,0,0,0,0,-3,-3
1115,LRShukla,2,17,9,0,0,22.22,1,0,0,0,0,-3,-2
1116,RBhatia,12,14,7,2,0,171.42,6,1,0,0,0,0,7
1117,BLee,5,6,6,1,0,83.33,2.5,0.5,0,0,0,0,3
1118,MohammedShami,5,18,10,0,0,50,2.5,0,0,0,0,-2,0.5
1119,SPNarine,2,3,2,0,0,100,1,0,0,0,0,0,1
1120,PAReddy,12,9,11,2,0,109.09,6,1,0,0,0,0,7
1121,PAPatel,20,37,19,2,0,105.26,10,1,0,0,0,0,11
1122,KCSangakkara,23,37,24,2,0,95.83,11.5,1,0,0,0,0,12.5
1123,CLWhite,52,55,34,3,3,152.94,26,1.5,3,4,0,0,34.5
1124,NLTCPerera,40,38,24,1,4,166.66,20,0.5,4,0,0,0,24.5
1125,AAshishReddy,3,7,4,0,0,75,1.5,0,0,0,0,0,1.5
1126,GHVihari,4,4,3,0,0,133.33,2,0,0,0,0,0,2
1127,BBSamantray,2,3,2,0,0,100,1,0,0,0,0,0,1
1128,MAAgarwal,29,22,20,3,2,145,14.5,1.5,2,0,0,0,18
1129,CHGayle,13,28,15,2,0,86.66,6.5,1,0,0,0,0,7.5
1130,VKohli,93,60,47,11,4,197.87,46.5,5.5,4,4,0,0,60
1131,ABdeVilliers,15,26,15,0,1,100,7.5,0,1,0,0,0,8.5
1132,MCHenriques,7,27,9,1,0,77.77,3.5,0.5,0,0,0,0,4
1133,RTPonting,0,3,6,0,0,0,0,0,0,0,0,-3,-3
1134,SRTendulkar,1,8,1,0,0,100,0.5,0,0,0,0,0,0.5
1135,KDKarthik,86,66,48,14,2,179.16,43,7,2,4,0,0,56
1136,RGSharma,74,87,50,4,5,148,37,2,5,4,0,0,48
1137,KAPollard,13,13,7,1,1,185.71,6.5,0.5,1,0,0,0,8
1138,ATRayudu,24,7,8,2,2,300,12,1,2,0,0,0,15
1139,HarbhajanSingh,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
1140,UBTChand,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1141,DAWarner,61,55,37,5,4,164.86,30.5,2.5,4,4,0,0,41
1142,DPMDJayawardene,3,10,6,0,0,50,1.5,0,0,0,0,-2,-0.5
1143,MCJuneja,49,77,40,6,0,122.5,24.5,3,0,0,0,0,27.5
1144,BMAJMendis,0,2,1,0,0,0,0,0,0,0,0,-3,-3
1145,IKPathan,10,12,12,0,0,83.33,5,0,0,0,0,0,5
1146,KMJadhav,1,4,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1147,SNadeem,2,7,3,0,0,66.66,1,0,0,0,0,-1,0
1148,MMorkel,23,16,9,3,0,255.55,11.5,1.5,0,0,0,0,13
1149,ANehra,1,6,5,0,0,20,0.5,0,0,0,0,-3,-2.5
1150,UTYadav,5,3,4,1,0,125,2.5,0.5,0,0,0,0,3
1151,MandeepSingh,9,13,10,1,0,90,4.5,0.5,0,0,0,0,5
1152,ACGilchrist,9,10,6,2,0,150,4.5,1,0,0,0,0,5.5
1153,MVohra,16,20,11,3,0,145.45,8,1.5,0,0,0,0,9.5
1154,DJHussey,41,45,36,4,1,113.88,20.5,2,1,0,0,0,23.5
1155,GurkeeratSingh,31,30,26,3,0,119.23,15.5,1.5,0,0,0,0,17
1156,AzharMahmood,8,13,7,0,0,114.28,4,0,0,0,0,0,4
1157,RSathish,8,12,6,1,0,133.33,4,0.5,0,0,0,0,4.5
1158,PPChawla,4,6,5,1,0,80,2,0.5,0,0,0,0,2.5
1159,RJHarris,0,5,2,0,0,0,0,0,0,0,0,-3,-3
1160,PKumar,3,9,5,0,0,60,1.5,0,0,0,0,-1,0.5
1161,PAwana,1,6,5,0,0,20,0.5,0,0,0,0,-3,-2.5
1162,MVijay,50,77,50,3,1,100,25,1.5,1,4,0,0,31.5
1163,MEKHussey,86,77,54,11,2,159.25,43,5.5,2,4,0,0,54.5
1164,MSBisla,1,4,5,0,0,20,0.5,0,0,0,0,-3,-2.5
1165,GGambhir,59,75,46,7,1,128.26,29.5,3.5,1,4,0,0,38
1166,JHKallis,16,29,19,2,0,84.21,8,1,0,0,0,0,9
1167,YKPathan,27,22,17,3,1,158.82,13.5,1.5,1,0,0,0,16
1168,MKTiwary,23,27,16,2,0,143.75,11.5,1,0,0,0,0,12.5
1169,EJGMorgan,2,4,5,0,0,40,1,0,0,0,0,-3,-2
1170,RBhatia,13,12,7,2,0,185.71,6.5,1,0,0,0,0,7.5
1171,RMcLaren,2,6,3,0,0,66.66,1,0,0,0,0,-1,0
1172,PJSangwan,4,3,2,1,0,200,2,0.5,0,0,0,0,2.5
1173,SPNarine,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
1174,CHGayle,85,82,50,4,9,170,42.5,2,9,4,0,0,57.5
1175,MAAgarwal,6,10,8,1,0,75,3,0.5,0,0,0,0,3.5
1176,VKohli,35,31,27,4,2,129.62,17.5,2,2,0,0,0,21.5
1177,ABdeVilliers,22,39,22,2,1,100,11,1,1,0,0,0,13
1178,MDKJPerera,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1179,AMRahane,30,46,27,3,0,111.11,15,1.5,0,0,0,0,16.5
1180,RDravid,54,57,48,8,0,112.5,27,4,0,4,0,0,35
1181,STRBinny,1,5,4,0,0,25,0.5,0,0,0,0,-3,-2.5
1182,BJHodge,22,33,19,3,0,115.78,11,1.5,0,0,0,0,12.5
1183,DHYagnik,12,8,8,2,0,150,6,1,0,0,0,0,7
1184,JPFaulkner,19,17,14,1,1,135.71,9.5,0.5,1,0,0,0,11
1185,RVUthappa,32,19,16,3,2,200,16,1.5,2,0,0,0,19.5
1186,AJFinch,64,71,53,6,3,120.75,32,3,3,4,0,0,42
1187,LRPLTaylor,17,30,20,0,1,85,8.5,0,1,0,0,0,9.5
1188,YuvrajSingh,28,27,23,2,2,121.73,14,1,2,0,0,0,17
1189,ADMathews,1,6,1,0,0,100,0.5,0,0,0,0,0,0.5
1190,DAWarner,0,2,4,0,0,0,0,0,0,0,0,-3,-3
1191,VSehwag,12,21,10,2,0,120,6,1,0,0,0,0,7
1192,DPMDJayawardene,12,16,14,1,1,85.71,6,0.5,1,0,0,0,7.5
1193,MCJuneja,15,42,22,0,0,68.18,7.5,0,0,0,0,-1,6.5
1194,JBotha,9,19,14,1,0,64.28,4.5,0.5,0,0,0,-1,4
1195,IKPathan,23,42,30,1,0,76.66,11.5,0.5,0,0,0,0,12
1196,KMJadhav,30,35,20,1,2,150,15,0.5,2,0,0,0,17.5
1197,MMorkel,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1198,SNadeem,0,2,1,0,0,0,0,0,0,0,0,-3,-3
1199,UTYadav,6,8,5,1,0,120,3,0.5,0,0,0,0,3.5
1200,PAReddy,1,6,8,0,0,12.5,0.5,0,0,0,0,-3,-2.5
1201,PAPatel,19,34,19,4,0,100,9.5,2,0,0,0,0,11.5
1202,KCSangakkara,28,40,28,4,0,100,14,2,0,0,0,0,16
1203,GHVihari,17,27,23,0,1,73.91,8.5,0,1,0,0,0,9.5
1204,CLWhite,4,12,8,0,0,50,2,0,0,0,0,-2,0
1205,NLTCPerera,2,27,3,0,0,66.66,1,0,0,0,0,-1,0
1206,AAshishReddy,16,12,9,2,0,177.77,8,1,0,0,0,0,9
1207,AMishra,16,22,14,2,0,114.28,8,1,0,0,0,0,9
1208,DWSteyn,9,9,5,1,0,180,4.5,0.5,0,0,0,0,5
1209,RTPonting,14,33,17,2,0,82.35,7,1,0,0,0,0,8
1210,SRTendulkar,44,38,29,7,1,151.72,22,3.5,1,0,0,0,26.5
1211,KDKarthik,41,38,29,4,1,141.37,20.5,2,1,0,0,0,23.5
1212,RGSharma,62,56,32,3,5,193.75,31,1.5,5,4,0,0,41.5
1213,KAPollard,19,22,14,1,1,135.71,9.5,0.5,1,0,0,0,11
1214,AJFinch,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1215,RVUthappa,7,14,9,1,0,77.77,3.5,0.5,0,0,0,0,4
1216,LRPLTaylor,4,6,5,1,0,80,2,0.5,0,0,0,0,2.5
1217,YuvrajSingh,24,43,16,1,2,150,12,0.5,2,0,0,0,14.5
1218,TLSuman,23,12,15,5,0,153.33,11.5,2.5,0,0,0,0,14
1219,ADMathews,19,36,18,0,1,105.55,9.5,0,1,0,0,0,10.5
1220,MRMarsh,38,34,26,2,2,146.15,19,1,2,0,0,0,22
1221,AMNayar,6,14,7,0,0,85.71,3,0,0,0,0,0,3
1222,BKumar,6,19,11,0,0,54.54,3,0,0,0,0,-2,1
1223,RSharma,10,12,12,1,0,83.33,5,0.5,0,0,0,0,5.5
1224,CHGayle,4,8,10,1,0,40,2,0.5,0,0,0,-3,-0.5
1225,MAAgarwal,24,36,21,2,1,114.28,12,1,1,0,0,0,14
1226,VKohli,58,66,47,2,2,123.4,29,1,2,4,0,0,36
1227,ABdeVilliers,64,57,32,8,1,200,32,4,1,4,0,0,41
1228,DTChristian,2,2,2,0,0,100,1,0,0,0,0,0,1
1229,RRampaul,0,4,4,0,0,0,0,0,0,0,0,-3,-3
1230,KBArunKarthik,5,10,5,0,0,100,2.5,0,0,0,0,0,2.5
1231,MEKHussey,6,19,16,0,0,37.5,3,0,0,0,0,-3,0
1232,MVijay,2,10,5,0,0,40,1,0,0,0,0,-3,-2
1233,SKRaina,30,40,22,5,0,136.36,15,2.5,0,0,0,0,17.5
1234,SBadrinath,34,40,29,4,0,117.24,17,2,0,0,0,0,19
1235,MSDhoni,33,45,23,1,2,143.47,16.5,0.5,2,0,0,0,19
1236,RAJadeja,38,48,20,3,1,190,19,1.5,1,0,0,0,21.5
1237,DJBravo,8,8,3,0,1,266.66,4,0,1,0,0,0,5
1238,CHMorris,7,7,4,0,0,175,3.5,0,0,0,0,0,3.5
1239,MSBisla,28,37,24,5,0,116.66,14,2.5,0,0,0,0,16.5
1240,GGambhir,53,63,45,6,1,117.77,26.5,3,1,4,0,0,34.5
1241,JHKallis,41,61,27,6,0,151.85,20.5,3,0,0,0,0,23.5
1242,EJGMorgan,47,29,21,5,3,223.8,23.5,2.5,3,0,0,0,29
1243,YKPathan,3,5,3,0,0,100,1.5,0,0,0,0,0,1.5
1244,PAPatel,27,35,31,2,1,87.09,13.5,1,1,0,0,0,15.5
1245,CLWhite,34,43,31,3,1,109.67,17,1.5,1,0,0,0,19.5
1246,KCSangakkara,2,11,3,0,0,66.66,1,0,0,0,0,-1,0
1247,DBRaviTeja,10,22,13,0,0,76.92,5,0,0,0,0,0,5
1248,NLTCPerera,36,33,25,2,1,144,18,1,1,0,0,0,20
1249,AAshishReddy,4,8,5,0,0,80,2,0,0,0,0,0,2
1250,KVSharma,5,13,9,0,0,55.55,2.5,0,0,0,0,-2,0.5
1251,GHVihari,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1252,AMishra,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
1253,MandeepSingh,2,9,8,0,0,25,1,0,0,0,0,-3,-2
1254,ACGilchrist,0,5,2,0,0,0,0,0,0,0,0,-3,-3
1255,MVohra,3,10,6,0,0,50,1.5,0,0,0,0,-2,-0.5
1256,DJHussey,41,49,31,4,1,132.25,20.5,2,1,0,0,0,23.5
1257,GurkeeratSingh,10,21,15,1,0,66.66,5,0.5,0,0,0,-1,4.5
1258,RSathish,11,15,12,2,0,91.66,5.5,1,0,0,0,0,6.5
1259,AzharMahmood,23,26,20,3,0,115,11.5,1.5,0,0,0,0,13
1260,PPChawla,7,13,9,0,0,77.77,3.5,0,0,0,0,0,3.5
1261,RJHarris,2,15,3,0,0,66.66,1,0,0,0,0,-1,0
1262,PKumar,15,5,7,2,1,214.28,7.5,1,1,0,0,0,9.5
1263,PAwana,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1264,SRWatson,32,21,19,7,0,168.42,16,3.5,0,0,0,0,19.5
1265,AMRahane,34,87,42,3,0,80.95,17,1.5,0,0,0,0,18.5
1266,RDravid,9,11,12,2,0,75,4.5,1,0,0,0,0,5.5
1267,STRBinny,0,2,4,0,0,0,0,0,0,0,0,-3,-3
1268,BJHodge,15,21,16,2,0,93.75,7.5,1,0,0,0,0,8.5
1269,SVSamson,27,18,23,3,0,117.39,13.5,1.5,0,0,0,0,15
1270,RVUthappa,26,55,33,2,0,78.78,13,1,0,0,0,0,14
1271,AJFinch,67,48,45,10,2,148.88,33.5,5,2,4,0,0,44.5
1272,LRPLTaylor,8,20,13,0,0,61.53,4,0,0,0,0,-1,3
1273,SPDSmith,39,35,16,3,3,243.75,19.5,1.5,3,0,0,0,24
1274,MRMarsh,2,3,4,0,0,50,1,0,0,0,0,-2,-1
1275,MKPandey,9,15,8,1,0,112.5,4.5,0.5,0,0,0,0,5
1276,AMNayar,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1277,SAnirudha,0,1,2,0,0,0,0,0,0,0,0,-3,-3
1278,MVijay,24,31,22,2,1,109.09,12,1,1,0,0,0,14
1279,SKRaina,8,18,10,1,0,80,4,0.5,0,0,0,0,4.5
1280,SBadrinath,34,39,26,4,0,130.76,17,2,0,0,0,0,19
1281,RAJadeja,27,36,22,1,1,122.72,13.5,0.5,1,0,0,0,15
1282,MSDhoni,10,24,13,0,0,76.92,5,0,0,0,0,0,5
1283,DJBravo,1,5,4,0,0,25,0.5,0,0,0,0,-3,-2.5
1284,JAMorkel,13,18,11,0,1,118.18,6.5,0,1,0,0,0,7.5
1285,CHMorris,5,11,5,0,0,100,2.5,0,0,0,0,0,2.5
1286,RAshwin,11,3,5,2,0,220,5.5,1,0,0,0,0,6.5
1287,ACGilchrist,7,16,12,1,0,58.33,3.5,0.5,0,0,0,-2,2
1288,MandeepSingh,41,45,30,6,0,136.66,20.5,3,0,0,0,0,23.5
1289,MVohra,17,18,16,2,0,106.25,8.5,1,0,0,0,0,9.5
1290,DJHussey,12,27,15,0,0,80,6,0,0,0,0,0,6
1291,DAMiller,20,26,17,1,0,117.64,10,0.5,0,0,0,0,10.5
1292,AzharMahmood,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1293,GurkeeratSingh,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1294,MSGony,42,20,18,4,3,233.33,21,2,3,0,0,0,26
1295,PPChawla,11,20,8,2,0,137.5,5.5,1,0,0,0,0,6.5
1296,PKumar,1,2,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1298,MSBisla,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1299,GGambhir,60,60,39,9,0,153.84,30,4.5,0,4,0,0,38.5
1300,JHKallis,1,4,6,0,0,16.66,0.5,0,0,0,0,-3,-2.5
1301,EJGMorgan,47,64,38,6,0,123.68,23.5,3,0,0,0,0,26.5
1302,MKTiwary,1,19,7,0,0,14.28,0.5,0,0,0,0,-3,-2.5
1303,YKPathan,13,28,16,2,0,81.25,6.5,1,0,0,0,0,7.5
1304,DBDas,1,6,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
1305,RBhatia,16,8,6,0,2,266.66,8,0,2,0,0,0,10
1306,SMSMSenanayake,1,8,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1307,SPNarine,1,7,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1309,DAWarner,15,27,13,3,0,115.38,7.5,1.5,0,0,0,0,9
1310,VSehwag,25,30,23,4,0,108.69,12.5,2,0,0,0,0,14.5
1311,MCJuneja,17,26,16,2,0,106.25,8.5,1,0,0,0,0,9.5
1312,DPMDJayawardene,28,56,31,2,0,90.32,14,1,0,0,0,0,15
1313,BJRohrer,14,12,14,2,0,100,7,1,0,0,0,0,8
1314,KMJadhav,29,27,16,2,1,181.25,14.5,1,1,0,0,0,16.5
1315,IKPathan,19,7,8,2,1,237.5,9.5,1,1,0,0,0,11.5
1316,CHGayle,13,18,9,0,2,144.44,6.5,0,2,0,0,0,8.5
1317,KLRahul,12,14,12,2,0,100,6,1,0,0,0,0,7
1318,VKohli,65,76,50,7,1,130,32.5,3.5,1,4,0,0,41
1319,ABdeVilliers,39,58,32,3,2,121.87,19.5,1.5,2,0,0,0,23
1320,ABMcDonald,0,1,2,0,0,0,0,0,0,0,0,-3,-3
1321,KBArunKarthik,5,6,5,0,0,100,2.5,0,0,0,0,0,2.5
1322,JSyedMohammad,1,1,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1323,RVinayKumar,1,9,1,0,0,100,0.5,0,0,0,0,0,0.5
1324,RRampaul,12,7,7,0,1,171.42,6,0,1,0,0,0,7
