,BATSMEN,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
4190,RSathish,10,18,8,0,1,125,5,0,1,0,0,0,6
4191,PPChawla,8,10,5,1,0,160,4,0.5,0,0,0,0,4.5
4192,UTYadav,7,6,2,0,1,350,3.5,0,1,0,0,0,4.5
4194,RGSharma,0,1,2,0,0,0,0,0,0,0,0,-3,-3
4195,PAPatel,81,96,58,10,2,139.65,40.5,5,2,4,0,0,51.5
4196,ATRayudu,65,72,37,4,4,175.67,32.5,2,4,4,0,0,42.5
4197,JCButtler,24,16,13,3,1,184.61,12,1.5,1,0,0,0,14.5
4198,KAPollard,10,10,9,0,0,111.11,5,0,0,0,0,0,5
4199,HHPandya,4,7,2,1,0,200,2,0.5,0,0,0,0,2.5
4201,MVijay,19,13,13,2,1,146.15,9.5,1,1,0,0,0,11.5
4202,MVohra,7,23,11,0,0,63.63,3.5,0,0,0,0,-1,2.5
4203,SEMarsh,45,52,34,3,1,132.35,22.5,1.5,1,0,0,0,25
4204,GJMaxwell,56,55,39,5,1,143.58,28,2.5,1,4,0,0,35.5
4205,DAMiller,30,29,17,1,2,176.47,15,0.5,2,0,0,0,17.5
4206,NSNaik,1,3,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4207,ARPatel,0,4,2,0,0,0,0,0,0,0,0,-3,-3
4208,MGJohnson,1,2,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4210,DAWarner,0,2,4,0,0,0,0,0,0,0,0,-3,-3
4211,SDhawan,56,95,53,2,1,105.66,28,1,1,4,0,0,34
4212,APTare,8,18,14,1,0,57.14,4,0.5,0,0,0,-2,2.5
4213,EJGMorgan,0,2,2,0,0,0,0,0,0,0,0,-3,-3
4214,DJHooda,1,8,9,0,0,11.11,0.5,0,0,0,0,-3,-2.5
4215,MCHenriques,1,3,4,0,0,25,0.5,0,0,0,0,-3,-2.5
4216,NVOjha,18,38,21,0,1,85.71,9,0,1,0,0,0,10
4217,BipulSharma,5,7,5,0,0,100,2.5,0,0,0,0,0,2.5
4218,BKumar,21,8,8,3,1,262.5,10.5,1.5,1,0,0,0,13
4220,AMRahane,0,2,5,0,0,0,0,0,0,0,0,-3,-3
4221,FduPlessis,30,46,21,3,2,142.85,15,1.5,2,0,0,0,18.5
4222,SPDSmith,46,54,36,7,0,127.77,23,3.5,0,0,0,0,26.5
4223,MSDhoni,5,8,4,1,0,125,2.5,0.5,0,0,0,0,3
4225,DRSmith,53,46,30,5,3,176.66,26.5,2.5,3,4,0,0,36
4226,BBMcCullum,60,52,36,6,3,166.66,30,3,3,4,0,0,40
4227,SKRaina,2,13,5,0,0,40,1,0,0,0,0,-3,-2
4228,KDKarthik,19,30,17,1,1,111.76,9.5,0.5,1,0,0,0,11
4229,RAJadeja,4,12,7,0,0,57.14,2,0,0,0,0,-2,0
4230,IshanKishan,2,8,6,0,0,33.33,1,0,0,0,0,-3,-2
4231,DJBravo,7,18,6,0,0,116.66,3.5,0,0,0,0,0,3.5
4232,JPFaulkner,22,17,13,2,0,169.23,11,1,0,0,0,0,12
4233,QdeKock,5,17,11,1,0,45.45,2.5,0.5,0,0,0,-3,0
4234,SVSamson,1,7,6,0,0,16.66,0.5,0,0,0,0,-3,-2.5
4235,KKNair,9,12,7,1,0,128.57,4.5,0.5,0,0,0,0,5
4236,JPDuminy,48,67,43,3,1,111.62,24,1.5,1,0,0,0,26.5
4237,RRPant,20,28,17,2,0,117.64,10,1,0,0,0,0,11
4238,CHMorris,82,52,32,4,8,256.25,41,2,8,4,0,0,55
4239,PNegi,3,16,4,0,0,75,1.5,0,0,0,0,0,1.5
4240,RVUthappa,36,37,20,1,2,180,18,0.5,2,0,0,0,20.5
4241,GGambhir,59,65,45,6,1,131.11,29.5,3,1,4,0,0,37.5
4242,ShakibAlHasan,6,4,4,1,0,150,3,0.5,0,0,0,0,3.5
4243,SAYadav,21,32,17,2,0,123.52,10.5,1,0,0,0,0,11.5
4244,ADRussell,22,19,16,3,0,137.5,11,1.5,0,0,0,0,12.5
4245,CALynn,10,23,10,0,0,100,5,0,0,0,0,0,5
4246,YKPathan,19,15,8,4,0,237.5,9.5,2,0,0,0,0,11.5
4247,RGSharma,68,86,49,8,2,138.77,34,4,2,4,0,0,44
4248,PAPatel,1,5,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4249,ATRayudu,32,25,20,5,1,160,16,2.5,1,0,0,0,19.5
4250,KHPandya,6,9,5,1,0,120,3,0.5,0,0,0,0,3.5
4251,JCButtler,15,19,15,2,0,100,7.5,1,0,0,0,0,8.5
4252,KAPollard,51,24,17,2,6,300,25.5,1,6,4,0,0,36.5
4253,AMRahane,53,62,45,5,0,117.77,26.5,2.5,0,4,0,0,33
4254,SSTiwary,1,10,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4255,SPDSmith,101,77,54,8,5,187.03,50.5,4,5,4,8,0,71.5
4256,MSDhoni,30,28,18,2,2,166.66,15,1,2,0,0,0,18
4257,NLTCPerera,3,3,2,0,0,150,1.5,0,0,0,0,0,1.5
4258,DRSmith,63,51,37,9,1,170.27,31.5,4.5,1,4,0,0,41
4259,BBMcCullum,43,41,22,5,2,195.45,21.5,2.5,2,0,0,0,26
4260,SKRaina,34,64,28,2,0,121.42,17,1,0,0,0,0,18
4261,KDKarthik,33,31,20,4,0,165,16.5,2,0,0,0,0,18.5
4262,DJBravo,7,11,6,1,0,116.66,3.5,0.5,0,0,0,0,4
4263,RAJadeja,0,1,1,0,0,0,0,0,0,0,0,-3,-3
4264,JPFaulkner,9,15,5,1,0,180,4.5,0.5,0,0,0,0,5
4265,IshanKishan,0,1,1,0,0,0,0,0,0,0,0,-3,-3
4267,QdeKock,1,4,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4268,SSIyer,0,1,1,0,0,0,0,0,0,0,0,-3,-3
4269,SVSamson,15,19,15,2,0,100,7.5,1,0,0,0,0,8.5
4270,KKNair,68,67,50,9,1,136,34,4.5,1,4,0,0,43.5
4271,SWBillings,54,62,34,3,2,158.82,27,1.5,2,4,0,0,34.5
4272,CHMorris,0,1,2,0,0,0,0,0,0,0,0,-3,-3
4273,CRBrathwaite,34,14,11,3,3,309.09,17,1.5,3,0,0,0,21.5
4274,RRPant,4,9,4,0,0,100,2,0,0,0,0,0,2
4275,MohammedShami,0,4,1,0,0,0,0,0,0,0,0,-3,-3
4276,RVUthappa,72,93,52,6,2,138.46,36,3,2,4,0,0,45
4277,GGambhir,6,14,8,0,0,75,3,0,0,0,0,0,3
4278,PPChawla,8,7,5,2,0,160,4,1,0,0,0,0,5
4279,YKPathan,10,20,9,1,0,111.11,5,0.5,0,0,0,0,5.5
4280,SAYadav,21,18,13,1,1,161.53,10.5,0.5,1,0,0,0,12
4281,RSathish,6,7,7,1,0,85.71,3,0.5,0,0,0,0,3.5
4282,ADRussell,17,17,12,2,1,141.66,8.5,1,1,0,0,0,10.5
4283,JOHolder,0,2,1,0,0,0,0,0,0,0,0,-3,-3
4284,UTYadav,2,8,3,0,0,66.66,1,0,0,0,0,-1,0
4285,SPNarine,4,4,3,0,0,133.33,2,0,0,0,0,0,2
4287,DAWarner,92,76,50,9,5,184,46,4.5,5,4,0,0,59.5
4288,SDhawan,11,15,11,2,0,100,5.5,1,0,0,0,0,6.5
4289,KSWilliamson,50,66,38,7,0,131.57,25,3.5,0,4,0,0,32.5
4290,MCHenriques,31,22,14,1,3,221.42,15.5,0.5,3,0,0,0,19
4291,NVOjha,1,2,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4292,DJHooda,2,9,2,0,0,100,1,0,0,0,0,0,1
4293,AAshishReddy,2,3,3,0,0,66.66,1,0,0,0,0,-1,0
4294,VKohli,14,24,17,1,0,82.35,7,0.5,0,0,0,0,7.5
4295,KLRahul,51,47,28,6,1,182.14,25.5,3,1,4,0,0,33.5
4296,ABdeVilliers,47,47,32,3,2,146.87,23.5,1.5,2,0,0,0,27
4297,SRWatson,2,8,3,0,0,66.66,1,0,0,0,0,-1,0
4298,SachinBaby,27,32,16,3,1,168.75,13.5,1.5,1,0,0,0,16
4299,KMJadhav,25,30,15,0,2,166.66,12.5,0,2,0,0,0,14.5
4300,ParvezRasool,10,13,9,1,0,111.11,5,0.5,0,0,0,0,5.5
4301,MVijay,55,62,41,6,0,134.14,27.5,3,0,4,0,0,34.5
4302,MPStoinis,27,29,17,3,1,158.82,13.5,1.5,1,0,0,0,16
4303,SEMarsh,1,5,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4304,GJMaxwell,0,1,1,0,0,0,0,0,0,0,0,-3,-3
4305,GurkeeratSingh,0,2,3,0,0,0,0,0,0,0,0,-3,-3
4306,DAMiller,31,44,27,2,0,114.81,15.5,1,0,0,0,0,16.5
4307,WPSaha,33,31,19,4,0,173.68,16.5,2,0,0,0,0,18.5
4308,ARPatel,0,5,2,0,0,0,0,0,0,0,0,-3,-3
4309,MMSharma,1,5,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4310,KCCariappa,1,6,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4311,SandeepSharma,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
4312,DRSmith,15,33,18,1,1,83.33,7.5,0.5,1,0,0,0,9
4313,BBMcCullum,1,7,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4314,SKRaina,18,16,15,2,1,120,9,1,1,0,0,0,11
4315,KDKarthik,2,10,4,0,0,50,1,0,0,0,0,-2,-1
4316,RAJadeja,11,18,11,0,0,100,5.5,0,0,0,0,0,5.5
4317,DJBravo,0,1,1,0,0,0,0,0,0,0,0,-3,-3
4318,IshanKishan,27,41,24,3,0,112.5,13.5,1.5,0,0,0,0,15
4319,JPFaulkner,32,54,27,3,0,118.51,16,1.5,0,0,0,0,17.5
4320,PKumar,15,24,13,2,0,115.38,7.5,1,0,0,0,0,8.5
4321,DSKulkarni,6,7,4,0,0,150,3,0,0,0,0,0,3
4323,AMRahane,4,8,5,0,0,80,2,0,0,0,0,0,2
4324,SSTiwary,57,95,45,4,2,126.66,28.5,2,2,4,0,0,36.5
4325,SPDSmith,45,34,23,4,3,195.65,22.5,2,3,0,0,0,27.5
4326,PSPHandscomb,6,32,12,0,0,50,3,0,0,0,0,-2,1
4327,MSDhoni,24,38,24,2,0,100,12,1,0,0,0,0,13
4328,NLTCPerera,12,12,9,0,1,133.33,6,0,1,0,0,0,7
4329,RBhatia,3,2,2,0,0,150,1.5,0,0,0,0,0,1.5
4330,RGSharma,85,82,60,8,3,141.66,42.5,4,3,4,0,0,53.5
4331,PAPatel,21,17,15,4,0,140,10.5,2,0,0,0,0,12.5
4332,ATRayudu,22,30,19,1,1,115.78,11,0.5,1,0,0,0,12.5
4333,JCButtler,27,33,17,2,1,158.82,13.5,1,1,0,0,0,15.5
4334,KLRahul,52,50,32,6,2,162.5,26,3,2,4,0,0,35
4335,CHGayle,7,6,7,0,1,100,3.5,0,1,0,0,0,4.5
4336,VKohli,52,66,44,4,0,118.18,26,2,0,4,0,0,32
4337,ABdeVilliers,4,8,6,0,0,66.66,2,0,0,0,0,-1,1
4338,SRWatson,34,36,21,5,1,161.9,17,2.5,1,0,0,0,20.5
4339,SachinBaby,16,14,8,2,1,200,8,1,1,0,0,0,10
4340,STRBinny,16,5,4,1,2,400,8,0.5,2,0,0,0,10.5
4342,RVUthappa,1,4,4,0,0,25,0.5,0,0,0,0,-3,-2.5
4343,GGambhir,37,49,29,4,1,127.58,18.5,2,1,0,0,0,21.5
4344,CALynn,15,18,12,0,1,125,7.5,0,1,0,0,0,8.5
4345,MKPandey,8,33,12,0,0,66.66,4,0,0,0,0,-1,3
4346,YKPathan,60,54,29,6,3,206.89,30,3,3,4,0,0,40
4347,ADRussell,39,37,24,1,4,162.5,19.5,0.5,4,0,0,0,24
4348,SAYadav,10,9,5,2,0,200,5,1,0,0,0,0,6
4349,DRSmith,15,14,14,3,0,107.14,7.5,1.5,0,0,0,0,9
4350,BBMcCullum,1,10,4,0,0,25,0.5,0,0,0,0,-3,-2.5
4351,AJFinch,5,7,5,1,0,100,2.5,0.5,0,0,0,0,3
4352,SKRaina,24,40,20,1,1,120,12,0.5,1,0,0,0,13.5
4353,KDKarthik,53,69,43,5,0,123.25,26.5,2.5,0,4,0,0,33
4354,RAJadeja,36,46,26,4,1,138.46,18,2,1,0,0,0,21
4355,JPFaulkner,7,7,6,0,0,116.66,3.5,0,0,0,0,0,3.5
4356,IshanKishan,2,5,2,0,0,100,1,0,0,0,0,0,1
4357,QdeKock,46,62,45,4,1,102.22,23,2,1,0,0,0,26
4358,RRPant,69,54,40,9,2,172.5,34.5,4.5,2,4,0,0,45
4359,SVSamson,19,22,13,1,1,146.15,9.5,0.5,1,0,0,0,11
4360,JPDuminy,13,14,7,2,0,185.71,6.5,1,0,0,0,0,7.5
4361,RVUthappa,70,76,49,6,2,142.85,35,3,2,4,0,0,44
4362,GGambhir,54,59,45,6,1,120,27,3,1,4,0,0,35
4363,YKPathan,19,34,16,0,1,118.75,9.5,0,1,0,0,0,10.5
4364,ADRussell,16,17,10,1,1,160,8,0.5,1,0,0,0,9.5
4365,MVijay,6,15,11,1,0,54.54,3,0.5,0,0,0,-2,1.5
4366,MPStoinis,0,2,3,0,0,0,0,0,0,0,0,-3,-3
4367,MVohra,0,10,5,0,0,0,0,0,0,0,0,-3,-3
4368,WPSaha,24,24,20,3,0,120,12,1.5,0,0,0,0,13.5
4369,GJMaxwell,68,53,42,6,4,161.9,34,3,4,4,0,0,45
4370,DAMiller,13,42,18,0,0,72.22,6.5,0,0,0,0,0,6.5
4371,GurkeeratSingh,11,24,11,1,0,100,5.5,0.5,0,0,0,0,6
4372,ARPatel,21,10,7,1,2,300,10.5,0.5,2,0,0,0,13
4373,SwapnilSingh,0,3,1,0,0,0,0,0,0,0,0,-3,-3
4374,MMSharma,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
4375,SandeepSharma,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
4376,RRPant,2,12,8,0,0,25,1,0,0,0,0,-3,-2
4377,SVSamson,20,30,17,3,0,117.64,10,1.5,0,0,0,0,11.5
4378,KKNair,32,33,23,5,0,139.13,16,2.5,0,0,0,0,18.5
4379,JPDuminy,34,53,32,1,0,106.25,17,0.5,0,0,0,0,17.5
4380,SWBillings,24,25,15,1,2,160,12,0.5,2,0,0,0,14.5
4381,CRBrathwaite,20,9,8,0,3,250,10,0,3,0,0,0,13
4382,PNegi,19,15,12,1,1,158.33,9.5,0.5,1,0,0,0,11
4383,JYadav,1,3,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4384,MohammedShami,2,9,3,0,0,66.66,1,0,0,0,0,-1,0
4385,AMRahane,63,94,48,7,0,131.25,31.5,3.5,0,4,0,0,39
4386,UTKhawaja,30,36,27,2,1,111.11,15,1,1,0,0,0,17
4387,SSTiwary,21,26,18,1,1,116.66,10.5,0.5,1,0,0,0,12
4388,MSDhoni,27,22,20,1,2,135,13.5,0.5,2,0,0,0,16
4389,NLTCPerera,14,7,5,0,2,280,7,0,2,0,0,0,9
4390,DRSmith,1,12,9,0,0,11.11,0.5,0,0,0,0,-3,-2.5
4391,BBMcCullum,7,41,19,0,0,36.84,3.5,0,0,0,0,-3,0.5
4392,SKRaina,20,11,10,1,2,200,10,0.5,2,0,0,0,12.5
4393,KDKarthik,0,6,3,0,0,0,0,0,0,0,0,-3,-3
4394,AJFinch,51,71,42,3,1,121.42,25.5,1.5,1,4,0,0,32
4395,DJBravo,18,29,20,1,0,90,9,0.5,0,0,0,0,9.5
4396,RAJadeja,18,21,13,2,0,138.46,9,1,0,0,0,0,10
4397,PKumar,6,9,4,1,0,150,3,0.5,0,0,0,0,3.5
4398,DAWarner,24,16,17,1,2,141.17,12,0.5,2,0,0,0,14.5
4399,SDhawan,47,104,40,6,0,117.5,23.5,3,0,0,0,0,26.5
4400,KSWilliamson,6,8,9,1,0,66.66,3,0.5,0,0,0,-1,2.5
4401,MCHenriques,14,22,16,2,0,87.5,7,1,0,0,0,0,8
4402,YuvrajSingh,5,22,14,0,0,35.71,2.5,0,0,0,0,-3,-0.5
4403,DJHooda,18,19,12,2,0,150,9,1,0,0,0,0,10
4404,NVOjha,9,12,6,1,0,150,4.5,0.5,0,0,0,0,5
4405,AMRahane,74,95,48,8,2,154.16,37,4,2,4,0,0,47
4406,UTKhawaja,16,11,6,2,1,266.66,8,1,1,0,0,0,10
4407,SSTiwary,52,61,39,9,0,133.33,26,4.5,0,4,0,0,34.5
4408,MSDhoni,9,6,8,0,1,112.5,4.5,0,1,0,0,0,5.5
4409,NLTCPerera,14,11,8,1,1,175,7,0.5,1,0,0,0,8.5
4410,GJBailey,0,5,2,0,0,0,0,0,0,0,0,-3,-3
4411,RBhatia,9,9,4,0,1,225,4.5,0,1,0,0,0,5.5
4412,RAshwin,10,6,5,0,1,200,5,0,1,0,0,0,6
4413,VKohli,108,98,58,8,7,186.2,54,4,7,4,8,0,77
4414,KLRahul,38,52,35,1,2,108.57,19,0.5,2,0,0,0,21.5
4415,ABdeVilliers,1,3,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4416,SRWatson,36,17,13,5,2,276.92,18,2.5,2,0,0,0,22.5
4417,TMHead,6,23,9,0,0,66.66,3,0,0,0,0,-1,2
4418,MVijay,25,24,16,4,0,156.25,12.5,2,0,0,0,0,14.5
4419,MPStoinis,52,64,44,3,2,118.18,26,1.5,2,4,0,0,33.5
4420,HMAmla,1,10,5,0,0,20,0.5,0,0,0,0,-3,-2.5
4421,WPSaha,52,53,33,7,0,157.57,26,3.5,0,4,0,0,33.5
4422,GJMaxwell,16,22,11,0,1,145.45,8,0,1,0,0,0,9
4423,DAMiller,11,12,6,1,0,183.33,5.5,0.5,0,0,0,0,6
4424,ARPatel,16,10,5,0,2,320,8,0,2,0,0,0,10
4425,QdeKock,52,37,30,6,2,173.33,26,3,2,4,0,0,35
4426,SVSamson,49,64,35,4,1,140,24.5,2,1,0,0,0,27.5
4427,KKNair,23,40,25,1,0,92,11.5,0.5,0,0,0,0,12
4428,SWBillings,6,22,9,0,0,66.66,3,0,0,0,0,-1,2
4429,CRBrathwaite,12,14,6,1,1,200,6,0.5,1,0,0,0,7.5
4430,CHMorris,17,17,12,0,1,141.66,8.5,0,1,0,0,0,9.5
4431,RRPant,4,11,3,1,0,133.33,2,0.5,0,0,0,0,2.5
4432,DAWarner,48,51,33,7,1,145.45,24,3.5,1,0,0,0,28.5
4433,SDhawan,82,102,57,10,1,143.85,41,5,1,4,0,0,51
4434,KSWilliamson,2,6,5,0,0,40,1,0,0,0,0,-3,-2
4435,YuvrajSingh,39,41,23,3,2,169.56,19.5,1.5,2,0,0,0,23
4436,MCHenriques,1,1,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4437,RGSharma,5,5,3,1,0,166.66,2.5,0.5,0,0,0,0,3
4438,PAPatel,0,3,4,0,0,0,0,0,0,0,0,-3,-3
4439,ATRayudu,6,13,6,1,0,100,3,0.5,0,0,0,0,3.5
4440,KHPandya,17,16,11,2,1,154.54,8.5,1,1,0,0,0,10.5
4441,JCButtler,2,2,2,0,0,100,1,0,0,0,0,0,1
4442,KAPollard,11,20,13,2,0,84.61,5.5,1,0,0,0,0,6.5
4443,HHPandya,7,24,16,0,0,43.75,3.5,0,0,0,0,-3,0.5
4444,HarbhajanSingh,21,41,22,2,0,95.45,10.5,1,0,0,0,0,11.5
4445,TGSouthee,3,8,4,0,0,75,1.5,0,0,0,0,0,1.5
4446,MJMcClenaghan,8,18,9,1,0,88.88,4,0.5,0,0,0,0,4.5
4447,JJBumrah,6,12,9,1,0,66.66,3,0.5,0,0,0,-1,2.5
4448,RVUthappa,14,17,10,3,0,140,7,1.5,0,0,0,0,8.5
4449,GGambhir,5,10,6,0,0,83.33,2.5,0,0,0,0,0,2.5
4450,MKPandey,0,1,2,0,0,0,0,0,0,0,0,-3,-3
4451,SAYadav,4,14,12,0,0,33.33,2,0,0,0,0,-3,-1
4452,ShakibAlHasan,66,82,49,4,4,134.69,33,2,4,4,0,0,43
4453,YKPathan,63,72,41,7,1,153.65,31.5,3.5,1,4,0,0,40
4454,DRSmith,27,22,18,4,1,150,13.5,2,1,0,0,0,16.5
4455,BBMcCullum,29,35,24,3,2,120.83,14.5,1.5,2,0,0,0,18
4456,SKRaina,14,43,18,1,0,77.77,7,0.5,0,0,0,0,7.5
4457,KDKarthik,51,43,29,8,1,175.86,25.5,4,1,4,0,0,34.5
4458,AJFinch,29,17,10,3,2,290,14.5,1.5,2,0,0,0,18
4459,RAJadeja,9,6,9,0,1,100,4.5,0,1,0,0,0,5.5
4461,VKohli,20,36,21,2,0,95.23,10,1,0,0,0,0,11
4462,KLRahul,42,34,25,6,1,168,21,3,1,0,0,0,25
4463,ABdeVilliers,64,54,35,5,2,182.85,32,2.5,2,4,0,0,40.5
4464,SRWatson,1,4,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4465,SachinBaby,33,62,29,1,0,113.79,16.5,0.5,0,0,0,0,17
4466,TMHead,11,12,7,1,0,157.14,5.5,0.5,0,0,0,0,6
4468,HMAmla,21,24,20,2,0,105,10.5,1,0,0,0,0,11.5
4469,MVijay,89,83,57,12,1,156.14,44.5,6,1,4,0,0,55.5
4470,WPSaha,16,26,13,1,0,123.07,8,0.5,0,0,0,0,8.5
4471,DAMiller,0,2,1,0,0,0,0,0,0,0,0,-3,-3
4472,MPStoinis,34,48,22,3,1,154.54,17,1.5,1,0,0,0,19.5
4473,FBehardien,9,19,7,1,0,128.57,4.5,0.5,0,0,0,0,5
4474,DAWarner,11,16,14,0,1,78.57,5.5,0,1,0,0,0,6.5
4475,SDhawan,33,48,27,2,2,122.22,16.5,1,2,0,0,0,19.5
4476,KSWilliamson,32,61,37,3,0,86.48,16,1.5,0,0,0,0,17.5
4477,YuvrajSingh,23,18,21,1,2,109.52,11.5,0.5,2,0,0,0,14
4478,MCHenriques,10,12,8,1,0,125,5,0.5,0,0,0,0,5.5
4479,DJHooda,14,9,5,0,2,280,7,0,2,0,0,0,9
4480,NVOjha,7,9,5,1,0,140,3.5,0.5,0,0,0,0,4
4481,BKumar,1,3,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4482,BBSran,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
4483,AMRahane,0,1,3,0,0,0,0,0,0,0,0,-3,-3
4484,UTKhawaja,11,18,8,2,0,137.5,5.5,1,0,0,0,0,6.5
4485,GJBailey,34,54,40,3,1,85,17,1.5,1,0,0,0,19.5
4486,RAshwin,29,49,25,3,0,116,14.5,1.5,0,0,0,0,16
4487,SSTiwary,9,19,10,1,0,90,4.5,0.5,0,0,0,0,5
4488,MSDhoni,30,36,20,1,2,150,15,0.5,2,0,0,0,17.5
4489,NLTCPerera,17,25,13,0,1,130.76,8.5,0,1,0,0,0,9.5
4491,AZampa,0,1,1,0,0,0,0,0,0,0,0,-3,-3
4492,VKohli,7,6,7,0,1,100,3.5,0,1,0,0,0,4.5
4493,CHGayle,5,18,6,1,0,83.33,2.5,0.5,0,0,0,0,3
4494,ABdeVilliers,24,40,27,1,1,88.88,12,0.5,1,0,0,0,13.5
4495,KLRahul,68,81,53,3,4,128.3,34,1.5,4,4,0,0,43.5
4496,SRWatson,15,27,14,1,1,107.14,7.5,0.5,1,0,0,0,9
4497,SachinBaby,25,24,13,2,2,192.3,12.5,1,2,0,0,0,15.5
4498,RGSharma,25,45,24,3,0,104.16,12.5,1.5,0,0,0,0,14
4499,PAPatel,1,5,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4500,ATRayudu,44,72,47,2,2,93.61,22,1,2,0,0,0,25
4501,NRana,9,16,11,0,1,81.81,4.5,0,1,0,0,0,5.5
4502,KAPollard,35,39,19,3,2,184.21,17.5,1.5,2,0,0,0,21
4503,JCButtler,29,23,11,1,3,263.63,14.5,0.5,3,0,0,0,18
4504,DAWarner,46,39,30,6,1,153.33,23,3,1,0,0,0,27
4505,SDhawan,34,59,37,3,0,91.89,17,1.5,0,0,0,0,18.5
4506,KSWilliamson,27,52,24,3,0,112.5,13.5,1.5,0,0,0,0,15
4507,YuvrajSingh,8,11,8,0,1,100,4,0,1,0,0,0,5
4508,MCHenriques,0,2,1,0,0,0,0,0,0,0,0,-3,-3
4509,DJHooda,10,13,9,1,0,111.11,5,0.5,0,0,0,0,5.5
4510,NVOjha,7,11,9,1,0,77.77,3.5,0.5,0,0,0,0,4
4511,BKumar,1,2,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4512,BBSran,1,7,1,0,0,100,0.5,0,0,0,0,0,0.5
4513,ANehra,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
4514,QdeKock,44,49,31,5,2,141.93,22,2.5,2,0,0,0,26.5
4515,MAAgarwal,10,14,9,2,0,111.11,5,1,0,0,0,0,6
4516,KKNair,20,30,17,3,0,117.64,10,1.5,0,0,0,0,11.5
4517,SVSamson,34,49,26,0,2,130.76,17,0,2,0,0,0,19
4518,RRPant,39,45,26,2,3,150,19.5,1,3,0,0,0,23.5
4519,RGSharma,15,40,24,1,0,62.5,7.5,0.5,0,0,0,-1,7
4520,UBTChand,0,10,4,0,0,0,0,0,0,0,0,-3,-3
4521,ATRayudu,0,3,3,0,0,0,0,0,0,0,0,-3,-3
4522,NRana,25,35,28,0,3,89.28,12.5,0,3,0,0,0,15.5
4523,JCButtler,9,23,10,1,0,90,4.5,0.5,0,0,0,0,5
4524,KAPollard,27,35,20,0,3,135,13.5,0,3,0,0,0,16.5
4525,KHPandya,19,19,12,1,1,158.33,9.5,0.5,1,0,0,0,11
4526,HarbhajanSingh,14,20,10,1,1,140,7,0.5,1,0,0,0,8.5
4527,TGSouthee,1,4,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
4528,MJMcClenaghan,4,5,4,1,0,100,2,0.5,0,0,0,0,2.5
4529,JJBumrah,2,7,2,0,0,100,1,0,0,0,0,0,1
4530,MVijay,54,76,52,5,1,103.84,27,2.5,1,4,0,0,34.5
4531,HMAmla,0,3,5,0,0,0,0,0,0,0,0,-3,-3
4532,WPSaha,56,62,40,6,1,140,28,3,1,4,0,0,36
4533,GJMaxwell,0,3,1,0,0,0,0,0,0,0,0,-3,-3
4534,GurkeeratSingh,6,5,4,1,0,150,3,0.5,0,0,0,0,3.5
4535,CHGayle,6,17,13,1,0,46.15,3,0.5,0,0,0,-3,0.5
4536,VKohli,109,94,55,5,8,198.18,54.5,2.5,8,4,8,0,77
4537,ABdeVilliers,129,78,52,10,12,248.07,64.5,5,12,4,8,0,93.5
4538,SRWatson,0,1,1,0,0,0,0,0,0,0,0,-3,-3
4539,DRSmith,7,8,6,1,0,116.66,3.5,0.5,0,0,0,0,4
4540,BBMcCullum,11,23,13,2,0,84.61,5.5,1,0,0,0,0,6.5
4541,RAJadeja,21,27,19,2,1,110.52,10.5,1,1,0,0,0,12.5
4542,KDKarthik,2,10,4,0,0,50,1,0,0,0,0,-2,-1
4543,AJFinch,37,49,38,3,1,97.36,18.5,1.5,1,0,0,0,21
4544,DJBravo,1,2,2,0,0,50,0.5,0,0,0,0,-2,-1.5
4545,ADNath,3,15,6,0,0,50,1.5,0,0,0,0,-2,-0.5
4546,PKumar,1,2,4,0,0,25,0.5,0,0,0,0,-3,-2.5
4547,DSKulkarni,2,4,3,0,0,66.66,1,0,0,0,0,-1,0
4548,PVTambe,7,22,19,1,0,36.84,3.5,0.5,0,0,0,-3,1
4549,SKaushik,0,1,1,0,0,0,0,0,0,0,0,-3,-3
4550,AMRahane,2,11,6,0,0,33.33,1,0,0,0,0,-3,-2
