,Unnamed: 0,0s,4s,6s,Bowling,Econ,M,NB,O,R,Rajasthan Royals Team,Unnamed: 0.1,W,WD,sumpts_w,sumpts_4w,sumpts_5w,sumpts_econ,sumpts_maid,totalpoints
189,189,9.0,4.0,1.0,JJ Bumrah,9.75,0.0,0.0,4.0,39.0,,3,1.0,5.0,10.0,0,0,-1,0.0,9.0
190,190,4.0,3.0,2.0,HH Pandya,12.33,0.0,0.0,3.0,37.0,,4,0.0,2.0,0.0,0,0,-3,0.0,-3.0
191,191,1.0,1.0,0.0,KA Pollard,9.0,0.0,0.0,1.0,9.0,,5,0.0,0.0,0.0,0,0,-1,0.0,-1.0
192,192,12.0,1.0,0.0,UT Yadav,4.5,0.0,0.0,4.0,18.0,,0,2.0,3.0,20.0,0,0,2,0.0,22.0
193,193,14.0,4.0,1.0,M Morkel,7.5,0.0,0.0,4.0,30.0,,1,2.0,2.0,20.0,0,0,0,0.0,20.0
194,194,11.0,3.0,3.0,SP Narine,9.5,0.0,0.0,4.0,38.0,,2,1.0,0.0,10.0,0,0,-1,0.0,9.0
195,195,8.0,2.0,1.0,AD Russell,7.0,0.0,0.0,3.0,21.0,,3,0.0,0.0,0.0,0,0,0,0.0,0.0
196,196,9.0,2.0,0.0,PP Chawla,6.75,0.0,0.0,4.0,27.0,,4,2.0,1.0,20.0,0,0,0,0.0,20.0
197,197,0.0,1.0,0.0,YK Pathan,9.0,0.0,0.0,1.0,9.0,,5,0.0,0.0,0.0,0,0,-1,0.0,-1.0
198,198,12.0,4.0,0.0,DJ Muthuswami,6.0,0.0,0.0,3.0,18.0,,0,2.0,0.0,20.0,0,0,0,0.0,20.0
199,199,10.0,5.0,0.0,NM Coulter-Nile,7.5,0.0,0.0,4.0,30.0,,1,1.0,1.0,10.0,0,0,0,0.0,10.0
200,200,2.0,5.0,0.0,AD Mathews,11.0,0.0,0.0,3.0,33.0,,2,0.0,2.0,0.0,0,0,-3,0.0,-3.0
201,201,5.0,2.0,1.0,Imran Tahir,7.5,0.0,0.0,4.0,30.0,,3,1.0,0.0,10.0,0,0,0,0.0,10.0
202,202,2.0,0.0,1.0,JP Duminy,10.0,0.0,0.0,1.0,10.0,,4,0.0,0.0,0.0,0,0,-2,0.0,-2.0
203,203,6.0,2.0,0.0,A Mishra,6.94,0.0,0.0,3.1,22.0,,5,0.0,0.0,0.0,0,0,0,0.0,0.0
204,204,12.0,1.0,1.0,Sandeep Sharma,6.25,0.0,0.0,4.0,25.0,,0,1.0,3.0,10.0,0,0,0,0.0,10.0
205,205,7.0,4.0,2.0,Anureet Singh,10.25,0.0,0.0,4.0,41.0,,1,1.0,0.0,10.0,0,0,-2,0.0,8.0
206,206,9.0,5.0,0.0,MG Johnson,8.25,0.0,1.0,4.0,33.0,,2,1.0,1.0,10.0,0,0,0,0.0,10.0
207,207,7.0,1.0,1.0,AR Patel,7.5,0.0,0.0,4.0,30.0,,3,2.0,1.0,20.0,0,0,0,0.0,20.0
208,208,3.0,5.0,2.0,Shivam Sharma,14.66,0.0,0.0,3.0,44.0,,4,1.0,0.0,10.0,0,0,-3,0.0,7.0
209,209,1.0,0.0,2.0,GJ Maxwell,15.0,0.0,0.0,1.0,15.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
210,210,10.0,4.0,1.0,CH Morris,8.5,0.0,0.0,4.0,34.0,,0,1.0,1.0,10.0,0,0,0,0.0,10.0
211,211,8.0,1.0,1.0,STR Binny,6.5,0.0,0.0,2.0,13.0,,1,0.0,0.0,0.0,0,0,0,0.0,0.0
212,212,8.0,3.0,2.0,JP Faulkner,10.25,0.0,0.0,4.0,41.0,,2,0.0,0.0,0.0,0,0,-2,0.0,-2.0
213,213,5.0,1.0,0.0,PV Tambe,6.66,0.0,0.0,3.0,20.0,,3,1.0,0.0,10.0,0,0,0,0.0,10.0
214,214,6.0,2.0,2.0,R Tewatia,10.33,0.0,0.0,3.0,31.0,,4,1.0,0.0,10.0,0,0,-2,0.0,8.0
215,215,3.0,1.0,3.0,DJ Hooda,11.66,0.0,0.0,3.0,35.0,,5,1.0,0.0,10.0,0,0,-3,0.0,7.0
216,216,0.0,0.0,1.0,SR Watson,13.0,0.0,0.0,1.0,13.0,,6,0.0,0.0,0.0,0,0,-3,0.0,-3.0
217,217,9.0,3.0,0.0,J Botha,6.5,0.0,0.0,4.0,26.0,,0,0.0,1.0,0.0,0,0,0,0.0,0.0
218,218,8.0,5.0,0.0,M Morkel,7.75,0.0,0.0,4.0,31.0,,1,2.0,0.0,20.0,0,0,0,0.0,20.0
219,219,9.0,2.0,2.0,SP Narine,9.5,0.0,0.0,4.0,38.0,,2,0.0,0.0,0.0,0,0,-1,0.0,-1.0
220,220,2.0,1.0,1.0,YK Pathan,9.0,0.0,0.0,2.0,18.0,,3,0.0,0.0,0.0,0,0,-1,0.0,-1.0
221,221,8.0,2.0,3.0,UT Yadav,10.0,0.0,1.0,4.0,40.0,,4,1.0,0.0,10.0,0,0,-2,0.0,8.0
222,222,0.0,1.0,1.0,PP Chawla,15.0,0.0,0.0,1.0,15.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
223,223,4.0,1.0,0.0,AD Russell,6.0,0.0,0.0,1.0,6.0,,6,1.0,0.0,10.0,0,0,0,0.0,10.0
224,224,6.0,2.0,1.0,DW Steyn,8.0,0.0,0.0,3.0,24.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0
225,225,2.0,2.0,0.0,B Kumar,8.0,0.0,0.0,3.0,24.0,,1,1.0,1.0,10.0,0,0,0,0.0,10.0
226,226,5.0,1.0,1.0,P Kumar,9.0,0.0,0.0,2.0,18.0,,2,1.0,0.0,10.0,0,0,-1,0.0,9.0
227,227,2.0,0.0,0.0,KV Sharma,5.0,0.0,0.0,1.0,5.0,,3,0.0,0.0,0.0,0,0,1,0.0,1.0
228,228,3.0,0.0,1.0,MC Henriques,9.0,0.0,0.0,1.0,9.0,,4,1.0,1.0,10.0,0,0,-1,0.0,9.0
229,229,2.0,0.0,2.0,Bipul Sharma,14.0,0.0,0.0,1.0,14.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
230,230,2.0,1.0,0.0,RS Bopara,7.0,0.0,0.0,1.0,7.0,,6,1.0,0.0,10.0,0,0,0,0.0,10.0
231,231,14.0,4.0,0.0,MA Starc,6.0,0.0,0.0,4.0,24.0,,0,1.0,0.0,10.0,0,0,0,0.0,10.0
232,232,11.0,2.0,4.0,YS Chahal,10.0,0.0,0.0,4.0,40.0,,1,3.0,0.0,30.0,0,0,-2,0.0,28.0
233,233,12.0,5.0,0.0,HV Patel,7.0,0.0,0.0,4.0,28.0,,2,1.0,0.0,10.0,0,0,0,0.0,10.0
234,234,8.0,3.0,4.0,D Wiese,11.5,0.0,0.0,4.0,46.0,,3,1.0,1.0,10.0,0,0,-3,0.0,7.0
235,235,10.0,3.0,2.0,Iqbal Abdulla,9.0,0.0,0.0,4.0,36.0,,4,2.0,2.0,20.0,0,0,-1,0.0,19.0
236,236,14.0,2.0,1.0,IC Pandey,5.25,0.0,0.0,4.0,21.0,,0,1.0,0.0,10.0,0,0,1,0.0,11.0
237,237,15.0,0.0,0.0,A Nehra,2.5,0.0,0.0,4.0,10.0,,1,4.0,0.0,40.0,0,0,3,0.0,43.0
238,238,8.0,3.0,2.0,MM Sharma,9.75,0.0,0.0,4.0,39.0,,2,0.0,0.0,0.0,0,0,-1,0.0,-1.0
239,239,1.0,2.0,1.0,R Ashwin,17.0,0.0,0.0,1.0,17.0,,3,0.0,1.0,0.0,0,0,-3,0.0,-3.0
240,240,7.0,1.0,3.0,RA Jadeja,9.25,0.0,0.0,4.0,37.0,,4,1.0,0.0,10.0,0,0,-1,0.0,9.0
241,241,6.0,4.0,0.0,DJ Bravo,8.33,0.0,0.0,3.0,25.0,,5,1.0,0.0,10.0,0,0,0,0.0,10.0
242,242,13.0,4.0,2.0,MJ McClenaghan,9.5,0.0,0.0,4.0,38.0,,0,2.0,3.0,20.0,0,0,-1,0.0,19.0
243,243,12.0,2.0,0.0,SL Malinga,5.75,0.0,1.0,4.0,23.0,,1,1.0,2.0,10.0,0,0,1,0.0,11.0
244,244,5.0,3.0,5.0,JJ Bumrah,13.75,0.0,0.0,4.0,55.0,,2,1.0,0.0,10.0,0,0,-3,0.0,7.0
245,245,5.0,1.0,2.0,Harbhajan Singh,8.5,0.0,0.0,4.0,34.0,,3,0.0,0.0,0.0,0,0,0,0.0,0.0
246,246,4.0,2.0,0.0,HH Pandya,7.0,0.0,0.0,2.0,14.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
247,247,1.0,1.0,2.0,KA Pollard,12.5,0.0,0.0,2.0,25.0,,5,0.0,1.0,0.0,0,0,-3,0.0,-3.0
248,248,12.0,5.0,1.0,NM Coulter-Nile,9.0,0.0,0.0,4.0,36.0,,0,1.0,3.0,10.0,0,0,-1,0.0,9.0
249,249,8.0,0.0,0.0,DJ Muthuswami,3.5,0.0,0.0,2.0,7.0,,1,1.0,0.0,10.0,0,0,3,0.0,13.0
250,250,1.0,3.0,0.0,JP Duminy,14.0,0.0,0.0,1.0,14.0,,2,0.0,0.0,0.0,0,0,-3,0.0,-3.0
251,251,8.0,2.0,1.0,AD Mathews,7.5,0.0,0.0,2.0,15.0,,3,2.0,0.0,20.0,0,0,0,0.0,20.0
252,252,8.0,2.0,1.0,A Mishra,8.0,0.0,0.0,4.0,32.0,,4,2.0,1.0,20.0,0,0,0,0.0,20.0
253,253,6.0,0.0,2.0,S Nadeem,8.33,0.0,0.0,3.0,25.0,,5,0.0,2.0,0.0,0,0,0,0.0,0.0
254,254,13.0,1.0,1.0,Imran Tahir,5.5,0.0,0.0,4.0,22.0,,6,3.0,2.0,30.0,0,0,1,0.0,31.0
255,255,13.0,3.0,0.0,MA Starc,5.5,0.0,0.0,4.0,22.0,,0,3.0,2.0,30.0,0,0,1,0.0,31.0
256,256,10.0,1.0,2.0,Iqbal Abdulla,7.0,0.0,0.0,4.0,28.0,,1,1.0,1.0,10.0,0,0,0,0.0,10.0
257,257,8.0,2.0,0.0,HV Patel,5.75,0.0,0.0,4.0,23.0,,2,2.0,0.0,20.0,0,0,1,0.0,21.0
258,258,7.0,2.0,1.0,YS Chahal,7.89,0.0,0.0,3.1,25.0,,3,2.0,0.0,20.0,0,0,0,0.0,20.0
259,259,5.0,2.0,0.0,D Wiese,6.75,0.0,0.0,4.0,27.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
260,260,1.0,0.0,0.0,V Kohli,4.8,0.0,0.0,0.5,4.0,,5,0.0,0.0,0.0,0,0,2,0.0,2.0
261,261,6.0,2.0,1.0,CH Morris,7.66,0.0,0.0,3.0,23.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0
262,262,7.0,2.0,0.0,DS Kulkarni,6.5,0.0,0.0,4.0,26.0,,1,0.0,0.0,0.0,0,0,0,0.0,0.0
263,263,6.0,1.0,1.0,SR Watson,7.66,0.0,0.0,3.0,23.0,,2,1.0,0.0,10.0,0,0,0,0.0,10.0
264,264,3.0,2.0,0.0,JP Faulkner,8.5,0.0,0.0,2.0,17.0,,3,0.0,0.0,0.0,0,0,0,0.0,0.0
265,265,6.0,2.0,2.0,PV Tambe,9.0,0.0,0.0,4.0,36.0,,4,0.0,0.0,0.0,0,0,-1,0.0,-1.0
266,266,0.0,1.0,0.0,DJ Hooda,24.0,0.0,0.0,0.1,4.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
267,267,8.0,2.0,0.0,TA Boult,6.75,0.0,0.0,4.0,27.0,,0,0.0,2.0,0.0,0,0,0,0.0,0.0
268,268,14.0,3.0,0.0,B Kumar,6.5,0.0,0.0,4.0,26.0,,1,3.0,4.0,30.0,0,0,0,0.0,30.0
269,269,8.0,7.0,0.0,DW Steyn,9.5,0.0,0.0,4.0,38.0,,2,2.0,0.0,20.0,0,0,-1,0.0,19.0
270,270,8.0,2.0,2.0,P Kumar,8.75,0.0,0.0,4.0,35.0,,3,2.0,3.0,20.0,0,0,0,0.0,20.0
271,271,5.0,2.0,1.0,KV Sharma,7.5,0.0,0.0,4.0,30.0,,4,1.0,0.0,10.0,0,0,0,0.0,10.0
272,272,11.0,5.0,1.0,Harbhajan Singh,9.0,0.0,0.0,4.0,36.0,,0,0.0,0.0,0.0,0,0,-1,0.0,-1.0
273,273,13.0,2.0,0.0,MJ McClenaghan,5.0,0.0,0.0,4.0,20.0,,1,3.0,1.0,30.0,0,0,1,0.0,31.0
274,274,14.0,3.0,0.0,SL Malinga,5.75,1.0,1.0,4.0,23.0,,2,4.0,0.0,40.0,0,0,1,4.0,45.0
275,275,9.0,1.0,1.0,J Suchith,6.25,0.0,0.0,4.0,25.0,,3,1.0,0.0,10.0,0,0,0,0.0,10.0
276,276,7.0,3.0,0.0,R Vinay Kumar,7.75,0.0,0.0,4.0,31.0,,4,0.0,1.0,0.0,0,0,0,0.0,0.0
277,277,11.0,3.0,3.0,Karanveer Singh,10.75,0.0,0.0,4.0,43.0,,0,0.0,1.0,0.0,0,0,-2,0.0,-2.0
278,278,11.0,4.0,1.0,Sandeep Sharma,8.0,0.0,0.0,4.0,32.0,,1,0.0,0.0,0.0,0,0,0,0.0,0.0
279,279,6.0,3.0,1.0,Anureet Singh,10.0,0.0,0.0,4.0,40.0,,2,1.0,2.0,10.0,0,0,-2,0.0,8.0
280,280,10.0,5.0,1.0,MG Johnson,10.0,0.0,1.0,4.0,40.0,,3,0.0,1.0,0.0,0,0,-2,0.0,-2.0
281,281,8.0,4.0,1.0,AR Patel,8.75,0.0,0.0,4.0,35.0,,4,1.0,1.0,10.0,0,0,0,0.0,10.0
282,282,5.0,1.0,1.0,IC Pandey,8.5,0.0,0.0,2.0,17.0,,0,1.0,1.0,10.0,0,0,0,0.0,10.0
283,283,15.0,2.0,0.0,A Nehra,4.0,0.0,0.0,4.0,16.0,,1,2.0,0.0,20.0,0,0,2,0.0,22.0
284,284,12.0,1.0,0.0,MM Sharma,3.33,0.0,0.0,3.0,10.0,,2,1.0,0.0,10.0,0,0,3,0.0,13.0
285,285,10.0,1.0,1.0,RA Jadeja,5.5,0.0,0.0,4.0,22.0,,3,3.0,0.0,30.0,0,0,1,0.0,31.0
286,286,14.0,0.0,0.0,R Ashwin,3.5,0.0,0.0,4.0,14.0,,4,2.0,1.0,20.0,0,0,3,0.0,23.0
287,287,7.0,0.0,0.0,DJ Bravo,4.33,0.0,0.0,3.0,13.0,,5,0.0,0.0,0.0,0,0,2,0.0,2.0
288,288,15.0,3.0,0.0,MA Starc,5.0,0.0,0.0,4.0,20.0,,0,3.0,1.0,30.0,0,0,1,0.0,31.0
289,289,14.0,2.0,1.0,VR Aaron,6.0,0.0,0.0,4.0,24.0,,1,2.0,3.0,20.0,0,0,0,0.0,20.0
290,290,7.0,1.0,0.0,HV Patel,4.66,0.0,0.0,3.0,14.0,,2,1.0,0.0,10.0,0,0,2,0.0,12.0
291,291,8.0,1.0,0.0,D Wiese,5.4,0.0,0.0,3.2,18.0,,3,2.0,1.0,20.0,0,0,1,0.0,21.0
292,292,12.0,1.0,0.0,Iqbal Abdulla,4.25,1.0,0.0,4.0,17.0,,4,1.0,1.0,10.0,0,0,2,4.0,16.0
293,293,10.0,4.0,1.0,NM Coulter-Nile,8.57,0.0,0.0,3.3,30.0,,0,0.0,1.0,0.0,0,0,0,0.0,0.0
294,294,3.0,2.0,1.0,DJ Muthuswami,14.0,0.0,0.0,1.0,14.0,,1,0.0,0.0,0.0,0,0,-3,0.0,-3.0
295,295,3.0,2.0,1.0,Imran Tahir,10.0,0.0,0.0,2.0,20.0,,2,0.0,0.0,0.0,0,0,-2,0.0,-2.0
296,296,2.0,1.0,0.0,JP Duminy,7.0,0.0,0.0,1.0,7.0,,3,0.0,0.0,0.0,0,0,0,0.0,0.0
297,297,2.0,3.0,1.0,A Mishra,12.5,0.0,0.0,2.0,25.0,,4,0.0,1.0,0.0,0,0,-3,0.0,-3.0
298,298,3.0,0.0,0.0,AD Mathews,3.0,0.0,0.0,1.0,3.0,,5,0.0,0.0,0.0,0,0,3,0.0,3.0
299,299,14.0,5.0,2.0,Sandeep Sharma,8.75,1.0,0.0,4.0,35.0,,0,1.0,0.0,10.0,0,0,0,4.0,14.0
300,300,7.0,5.0,1.0,MG Johnson,9.75,0.0,0.0,4.0,39.0,,1,2.0,0.0,20.0,0,0,-1,0.0,19.0
301,301,9.0,4.0,0.0,Anureet Singh,6.75,0.0,0.0,4.0,27.0,,2,1.0,0.0,10.0,0,0,0,0.0,10.0
302,302,3.0,0.0,0.0,M Vijay,5.33,0.0,0.0,3.0,16.0,,3,0.0,0.0,0.0,0,0,1,0.0,1.0
303,303,8.0,2.0,0.0,AR Patel,6.25,0.0,0.0,4.0,25.0,,4,2.0,0.0,20.0,0,0,0,0.0,20.0
304,304,2.0,1.0,0.0,R Dhawan,7.0,0.0,0.0,1.0,7.0,,5,0.0,0.0,0.0,0,0,0,0.0,0.0
305,305,14.0,1.0,0.0,TA Boult,4.75,0.0,0.0,4.0,19.0,,0,3.0,2.0,30.0,0,0,2,0.0,32.0
306,306,12.0,1.0,1.0,B Kumar,5.75,0.0,0.0,4.0,23.0,,1,2.0,1.0,20.0,0,0,1,0.0,21.0
307,307,6.0,4.0,0.0,P Kumar,8.5,0.0,0.0,4.0,34.0,,2,1.0,2.0,10.0,0,0,0,0.0,10.0
308,308,6.0,1.0,0.0,KV Sharma,5.5,0.0,0.0,4.0,22.0,,3,1.0,0.0,10.0,0,0,1,0.0,11.0
309,309,5.0,0.0,1.0,MC Henriques,7.5,0.0,0.0,4.0,30.0,,4,1.0,0.0,10.0,0,0,0,0.0,10.0
310,310,13.0,2.0,1.0,PJ Cummins,6.25,0.0,0.0,4.0,25.0,,0,0.0,2.0,0.0,0,0,0,0.0,0.0
311,311,12.0,6.0,1.0,UT Yadav,9.0,0.0,0.0,4.0,36.0,,1,0.0,1.0,0.0,0,0,-1,0.0,-1.0
312,312,9.0,1.0,1.0,PP Chawla,6.5,0.0,0.0,4.0,26.0,,2,2.0,0.0,20.0,0,0,0,0.0,20.0
313,313,9.0,1.0,0.0,GB Hogg,4.5,0.0,0.0,4.0,18.0,,3,1.0,0.0,10.0,0,0,2,0.0,12.0
314,314,12.0,2.0,0.0,AD Russell,6.5,0.0,0.0,4.0,26.0,,4,2.0,4.0,20.0,0,0,0,0.0,20.0
315,315,6.0,2.0,1.0,IC Pandey,9.0,0.0,0.0,2.0,18.0,,0,1.0,1.0,10.0,0,0,-1,0.0,9.0
316,316,7.0,4.0,1.0,A Nehra,9.5,0.0,0.0,4.0,38.0,,1,1.0,0.0,10.0,0,0,-1,0.0,9.0
317,317,5.0,3.0,0.0,MM Sharma,8.0,0.0,0.0,3.0,24.0,,2,1.0,1.0,10.0,0,0,0,0.0,10.0
318,318,8.0,0.0,0.0,R Ashwin,2.5,0.0,0.0,2.0,5.0,,3,2.0,0.0,20.0,0,0,3,0.0,23.0
319,319,10.0,1.0,0.0,RA Jadeja,3.66,0.0,0.0,3.0,11.0,,4,0.0,0.0,0.0,0,0,3,0.0,3.0
320,320,8.0,0.0,0.0,SK Raina,4.0,0.0,0.0,3.0,12.0,,5,0.0,1.0,0.0,0,0,2,0.0,2.0
321,321,8.0,2.0,1.0,DJ Bravo,7.33,0.0,0.0,3.0,22.0,,6,3.0,0.0,30.0,0,0,0,0.0,30.0
322,322,12.0,2.0,2.0,TG Southee,8.0,0.0,1.0,4.0,32.0,,0,2.0,0.0,20.0,0,0,0,0.0,20.0
323,323,12.0,7.0,0.0,DS Kulkarni,9.0,0.0,0.0,4.0,36.0,,1,1.0,2.0,10.0,0,0,-1,0.0,9.0
324,324,2.0,5.0,0.0,JP Faulkner,13.0,0.0,0.0,2.0,26.0,,2,0.0,1.0,0.0,0,0,-3,0.0,-3.0
325,325,6.0,3.0,0.0,SR Watson,9.0,0.0,1.0,3.0,27.0,,3,0.0,3.0,0.0,0,0,-1,0.0,-1.0
326,326,2.0,5.0,1.0,PV Tambe,13.0,0.0,0.0,3.0,39.0,,4,0.0,0.0,0.0,0,0,-3,0.0,-3.0
327,327,13.0,3.0,2.0,STR Binny,8.0,0.0,0.0,4.0,32.0,,5,1.0,0.0,10.0,0,0,0,0.0,10.0
328,328,,,,,,,,,,AM Rahane,0,,,,0,0,0,,
329,329,,,,,,,,,,SR Watson (c),1,,,,0,0,0,,
330,330,,,,,,,,,,SPD Smith,2,,,,0,0,0,,
331,331,,,,,,,,,,KK Nair,3,,,,0,0,0,,
332,332,,,,,,,,,,SV Samson †,4,,,,0,0,0,,
333,333,,,,,,,,,,STR Binny,5,,,,0,0,0,,
334,334,,,,,,,,,,DJ Hooda,6,,,,0,0,0,,
335,335,,,,,,,,,,JP Faulkner,7,,,,0,0,0,,
336,336,,,,,,,,,,PV Tambe,8,,,,0,0,0,,
337,337,,,,,,,,,,DS Kulkarni,9,,,,0,0,0,,
338,338,,,,,,,,,,TG Southee,10,,,,0,0,0,,
339,339,8.0,5.0,3.0,PJ Cummins,13.5,0.0,0.0,4.0,54.0,,0,1.0,2.0,10.0,0,0,-3,0.0,7.0
340,340,8.0,4.0,0.0,UT Yadav,8.0,0.0,0.0,2.0,16.0,,1,1.0,0.0,10.0,0,0,0,0.0,10.0
341,341,15.0,4.0,0.0,PP Chawla,5.25,0.0,0.0,4.0,21.0,,2,1.0,0.0,10.0,0,0,1,0.0,11.0
342,342,14.0,3.0,2.0,GB Hogg,7.25,0.0,0.0,4.0,29.0,,3,4.0,0.0,40.0,0,0,0,0.0,40.0
343,343,4.0,1.0,0.0,YK Pathan,5.5,0.0,0.0,2.0,11.0,,4,0.0,0.0,0.0,0,0,1,0.0,1.0
344,344,11.0,2.0,0.0,AD Russell,5.0,0.0,0.0,4.0,20.0,,5,2.0,0.0,20.0,0,0,1,0.0,21.0
345,345,14.0,2.0,1.0,MM Sharma,5.5,0.0,0.0,4.0,22.0,,0,1.0,0.0,10.0,0,0,1,0.0,11.0
346,346,11.0,3.0,2.0,A Nehra,9.0,0.0,0.0,4.0,36.0,,1,0.0,3.0,0.0,0,0,-1,0.0,-1.0
347,347,8.0,0.0,1.0,P Negi,5.75,0.0,0.0,4.0,23.0,,2,1.0,1.0,10.0,0,0,1,0.0,11.0
348,348,3.0,1.0,0.0,RG More,8.08,0.0,0.0,3.5,31.0,,3,1.0,1.0,10.0,0,0,0,0.0,10.0
349,349,1.0,3.0,1.0,RA Jadeja,12.5,0.0,0.0,2.0,25.0,,4,0.0,0.0,0.0,0,0,-3,0.0,-3.0
350,350,2.0,2.0,2.0,DJ Bravo,13.5,0.0,0.0,2.0,27.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
351,351,13.0,2.0,0.0,Z Khan,4.25,0.0,0.0,4.0,17.0,,0,2.0,0.0,20.0,0,0,2,0.0,22.0
352,352,10.0,0.0,0.0,JP Duminy,3.75,0.0,0.0,4.0,15.0,,1,1.0,0.0,10.0,0,0,3,0.0,13.0
353,353,14.0,3.0,0.0,NM Coulter-Nile,5.0,0.0,0.0,4.0,20.0,,2,4.0,1.0,40.0,0,0,1,0.0,41.0
354,354,5.0,1.0,0.0,A Mishra,5.0,0.0,0.0,2.0,10.0,,3,1.0,0.0,10.0,0,0,1,0.0,11.0
355,355,6.0,2.0,0.0,AD Mathews,6.33,0.0,0.0,3.0,19.0,,4,0.0,1.0,0.0,0,0,0,0.0,0.0
356,356,5.0,1.0,3.0,Imran Tahir,12.0,0.0,0.0,3.0,36.0,,5,0.0,1.0,0.0,0,0,-3,0.0,-3.0
357,357,13.0,0.0,1.0,Sandeep Sharma,3.33,0.0,0.0,3.0,10.0,,0,0.0,0.0,0.0,0,0,3,0.0,3.0
358,358,6.0,4.0,2.0,SN Thakur,12.66,0.0,0.0,3.0,38.0,,1,1.0,2.0,10.0,0,0,-3,0.0,7.0
359,359,6.0,3.0,0.0,Anureet Singh,8.0,0.0,1.0,3.0,24.0,,2,0.0,2.0,0.0,0,0,0,0.0,0.0
360,360,0.0,3.0,0.0,NLTC Perera,11.0,0.0,0.0,2.0,22.0,,3,0.0,0.0,0.0,0,0,-3,0.0,-3.0
361,361,3.0,1.0,1.0,AR Patel,8.11,0.0,0.0,2.5,23.0,,4,0.0,1.0,0.0,0,0,0,0.0,0.0
362,362,10.0,5.0,1.0,TG Southee,9.0,0.0,0.0,4.0,36.0,,0,1.0,0.0,10.0,0,0,-1,0.0,9.0
363,363,9.0,3.0,1.0,DS Kulkarni,8.66,0.0,0.0,3.0,26.0,,1,2.0,1.0,20.0,0,0,0,0.0,20.0
364,364,5.0,4.0,1.0,J Theron,10.0,0.0,0.0,4.0,40.0,,2,1.0,2.0,10.0,0,0,-2,0.0,8.0
365,365,5.0,3.0,2.0,SR Watson,12.0,0.0,1.0,3.0,36.0,,3,0.0,0.0,0.0,0,0,-3,0.0,-3.0
366,366,3.0,1.0,1.0,STR Binny,8.5,0.0,0.0,2.0,17.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
367,367,5.0,2.0,0.0,Ankit Sharma,7.25,0.0,0.0,4.0,29.0,,5,1.0,1.0,10.0,0,0,0,0.0,10.0
368,368,10.0,1.0,2.0,MJ McClenaghan,7.75,0.0,0.0,4.0,31.0,,0,3.0,4.0,30.0,0,0,0,0.0,30.0
369,369,4.0,2.0,1.0,SL Malinga,8.5,0.0,0.0,4.0,34.0,,1,1.0,0.0,10.0,0,0,0,0.0,10.0
370,370,6.0,6.0,0.0,R Vinay Kumar,9.75,0.0,1.0,4.0,39.0,,2,1.0,0.0,10.0,0,0,-1,0.0,9.0
371,371,8.0,2.0,2.0,J Suchith,9.75,0.0,0.0,4.0,39.0,,3,1.0,2.0,10.0,0,0,-1,0.0,9.0
372,372,6.0,4.0,0.0,Harbhajan Singh,8.5,0.0,0.0,4.0,34.0,,4,0.0,1.0,0.0,0,0,0,0.0,0.0
373,373,6.0,1.0,0.0,MA Starc,7.5,0.0,1.0,2.0,15.0,,0,1.0,3.0,10.0,0,0,0,0.0,10.0
374,374,3.0,3.0,2.0,VR Aaron,14.5,0.0,0.0,2.0,29.0,,1,0.0,0.0,0.0,0,0,-3,0.0,-3.0
375,375,7.0,2.0,2.0,HV Patel,11.0,0.0,0.0,2.0,22.0,,2,0.0,1.0,0.0,0,0,-3,0.0,-3.0
376,376,3.0,2.0,1.0,D Wiese,10.0,0.0,0.0,2.0,20.0,,3,1.0,0.0,10.0,0,0,-2,0.0,8.0
377,377,1.0,3.0,0.0,YS Chahal,11.0,0.0,0.0,2.0,22.0,,4,1.0,0.0,10.0,0,0,-3,0.0,7.0
378,378,4.0,1.0,1.0,PJ Cummins,9.0,0.0,0.0,2.0,18.0,,0,0.0,2.0,0.0,0,0,-1,0.0,-1.0
379,379,2.0,3.0,2.0,UT Yadav,15.5,0.0,0.0,2.0,31.0,,1,0.0,1.0,0.0,0,0,-3,0.0,-3.0
380,380,4.0,0.0,3.0,GB Hogg,11.5,0.0,0.0,2.0,23.0,,2,1.0,0.0,10.0,0,0,-3,0.0,7.0
381,381,3.0,2.0,1.0,PP Chawla,10.5,0.0,0.0,2.0,21.0,,3,1.0,0.0,10.0,0,0,-2,0.0,8.0
382,382,1.0,0.0,2.0,AD Russell,13.2,0.0,0.0,1.4,22.0,,4,1.0,1.0,10.0,0,0,-3,0.0,7.0
383,383,4.0,8.0,2.0,MM Sharma,14.5,0.0,1.0,4.0,58.0,,0,0.0,0.0,0.0,0,0,-3,0.0,-3.0
384,384,9.0,4.0,0.0,A Nehra,7.75,0.0,0.0,4.0,31.0,,1,1.0,0.0,10.0,0,0,0,0.0,10.0
