,BATSMEN,R,M,B,4s,6s,SR
658,MCHenriques,22,30,19,2,1,115.78
659,SSTiwary,8,23,8,0,0,100
660,RRampaul,3,3,4,0,0,75
661,RVinayKumar,22,4,6,0,3,366.66
663,RDravid(c),22,30,17,4,0,129.41
664,AMRahane,2,12,7,0,0,28.57
665,SVSamson?Çá,63,53,41,7,2,153.65
666,SRWatson,41,54,31,3,1,132.25
667,BJHodge,32,23,18,1,2,177.77
668,STRBinny,6,8,3,1,0,200
669,OAShah,1,1,1,0,0,100
670,JPFaulkner,1,1,1,0,0,100
671,DRSmith,33,62,32,3,1,103.12
672,SRTendulkar,9,13,10,2,0,90
673,KDKarthik?Çá,25,25,19,2,1,131.57
674,RGSharma(c),79,69,39,6,6,202.56
675,KAPollard,20,44,21,1,1,95.23
677,MandeepSingh,9,9,8,2,0,112.5
678,SEMarsh,10,35,12,1,0,83.33
679,MVohra,1,6,2,0,0,50
680,DJHussey(c),34,28,18,5,1,188.88
681,DAMiller,56,62,34,1,5,164.7
682,GurkeeratSingh?Çá,2,5,4,0,0,50
683,AzharMahmood,9,16,13,1,0,69.23
684,MSGony,0,3,3,0,0,0
685,PPChawla,12,19,10,0,1,120
686,PKumar,24,20,15,1,2,160
687,PAwana,0,14,2,0,0,0
688,MEKHussey,5,9,8,1,0,62.5
689,WPSaha,13,23,15,1,1,86.66
690,SKRaina,63,85,50,5,1,126
691,SBadrinath,34,49,31,2,0,109.67
692,MSDhoni(c)?Çá,45,21,16,4,3,281.25
694,RVUthappa?Çá,10,17,11,0,1,90.9
695,AJFinch(c),15,13,9,2,1,166.66
696,TLSuman,0,1,1,0,0,0
697,YuvrajSingh,5,9,4,1,0,125
698,SPDSmith,35,48,39,3,0,89.74
699,LJWright,2,11,6,0,0,33.33
700,AMNayar,2,9,4,0,0,50
701,KWRichardson,26,33,20,2,1,130
702,BKumar,24,20,24,1,1,100
703,RSharma,0,2,1,0,0,0
704,ABDinda,2,2,2,0,0,100
705,DRSmith,38,60,40,3,2,95
706,SRTendulkar,14,22,12,2,0,116.66
707,KDKarthik?Çá,0,3,2,0,0,0
708,RGSharma(c),22,29,22,2,0,100
709,KAPollard,14,39,19,1,0,73.68
710,ATRayudu,34,35,27,4,0,125.92
712,PAReddy,7,12,9,1,0,77.77
713,SDhawan,73,89,55,9,1,132.72
714,KCSangakkara(c)?Çá,21,23,21,3,0,100
715,GHVihari,25,47,23,2,0,108.69
716,DJGSammy,1,4,1,0,0,100
717,MSBisla?Çá,4,11,7,1,0,57.14
718,GGambhir(c),0,2,0,0,0,-
719,YKPathan,20,23,16,2,1,125
720,JHKallis,12,28,15,2,0,80
721,EJGMorgan,10,8,9,2,0,111.11
722,DBDas,18,32,26,1,1,69.23
723,RBhatia,26,54,26,2,0,100
724,SNarwal,23,16,15,4,0,153.33
725,BLee,16,9,6,0,2,266.66
727,DPMDJayawardene(c),5,20,8,0,0,62.5
728,VSehwag,17,17,15,3,0,113.33
729,UBTChand,37,64,39,4,0,94.87
730,DAWarner,66,67,42,6,3,157.14
731,BJRohrer,10,5,3,0,1,333.33
732,WPSaha,18,15,18,1,1,100
733,MEKHussey,35,49,29,3,0,120.68
734,SKRaina,100,82,53,7,6,188.67
735,MSDhoni(c)?Çá,2,5,2,0,0,100
736,JAMorkel,23,33,16,2,1,143.75
737,RAJadeja,5,8,2,1,0,250
739,LAPomersbach,7,9,9,1,0,77.77
740,MandeepSingh,15,28,15,2,0,100
741,SEMarsh,73,77,51,8,2,143.13
742,DJHussey(c),22,20,16,2,1,137.5
743,DAMiller,51,44,26,5,2,196.15
744,GurkeeratSingh?Çá,0,1,1,0,0,0
745,RSathish,0,2,1,0,0,0
746,MSGony,0,1,1,0,0,0
747,SSTiwary,52,65,45,2,2,115.55
748,CHGayle,21,25,21,2,1,100
749,VKohli(c),25,30,18,3,0,138.88
750,ABdeVilliers,50,34,23,6,2,217.39
751,MCHenriques,27,25,13,4,1,207.69
753,RVUthappa?Çá,75,81,45,5,5,166.66
754,AJFinch(c),15,13,11,1,1,136.36
755,TLSuman,11,16,14,1,0,78.57
756,YuvrajSingh,16,13,11,0,2,145.45
757,SPDSmith,4,3,4,1,0,100
758,ADMathews,32,24,19,0,3,168.42
759,AMNayar,1,5,3,0,0,33.33
760,BKumar,2,5,3,0,0,66.66
761,BAWMendis,2,7,4,0,0,50
762,ABDinda,6,5,5,1,0,120
763,RSharma,0,1,1,0,0,0
764,SRWatson,35,49,35,4,0,100
765,AMRahane,6,14,10,1,0,60
766,JPFaulkner,1,4,4,0,0,25
767,SVSamson,40,58,36,1,2,111.11
768,DHYagnik?Çá,10,6,6,2,0,166.66
769,OAShah,24,29,22,2,0,109.09
770,STRBinny,3,11,5,0,0,60
771,RDravid(c),6,3,3,1,0,200
773,GGambhir(c),12,23,14,1,0,85.71
774,MSBisla?Çá,29,32,25,4,1,116
775,JHKallis,33,54,30,2,1,110
776,YKPathan,49,45,35,3,3,140
777,DPMDJayawardene(c),11,16,12,1,1,91.66
778,VSehwag,8,35,17,0,0,47.05
779,UBTChand,17,37,24,3,0,70.83
780,DAWarner,8,21,15,0,0,53.33
781,BMAJMendis,11,18,9,0,0,122.22
782,KMJadhav?Çá,3,5,4,0,0,75
783,IKPathan,13,26,19,0,0,68.42
784,JBotha,1,8,7,0,0,14.28
785,SNadeem,0,5,3,0,0,0
786,ANehra,0,6,1,0,0,0
787,UTYadav,2,4,5,0,0,40
789,PAPatel?Çá,14,35,18,1,0,77.77
790,SDhawan,22,22,16,4,0,137.5
791,AAshishReddy,5,7,6,1,0,83.33
792,DJGSammy,18,33,20,0,1,90
793,KCSangakkara(c),8,17,14,0,0,57.14
794,GHVihari,11,10,9,2,0,122.22
795,DRSmith,22,37,24,2,1,91.66
796,SRTendulkar,15,32,18,1,1,83.33
797,KDKarthik?Çá,23,24,23,2,1,100
798,KAPollard,1,9,3,0,0,33.33
799,RGSharma(c),39,45,30,3,1,130
800,ATRayudu,10,13,11,1,0,90.9
801,HarbhajanSingh,25,24,11,2,2,227.27
803,MEKHussey,22,53,26,1,1,84.61
804,MVijay,2,11,4,0,0,50
805,SKRaina,0,3,1,0,0,0
806,SBadrinath,0,2,3,0,0,0
807,DJBravo,9,6,7,2,0,128.57
808,RAshwin,2,12,8,0,0,25
809,MSDhoni(c)?Çá,10,23,12,1,0,83.33
810,RAJadeja,20,30,16,2,0,125
811,CHMorris,1,4,4,0,0,25
812,MMSharma,0,1,3,0,0,0
813,BLaughlin,4,14,8,0,0,50
814,RVUthappa,54,68,41,8,1,131.7
815,AJFinch(c),45,44,32,7,0,140.62
816,YuvrajSingh,15,16,11,1,1,136.36
817,MRMarsh,35,27,21,2,3,166.66
818,ADMathews,18,19,15,2,0,120
819,MRawat?Çá,0,1,0,0,0,-
821,RDravid(c),58,49,40,9,1,145
822,AMRahane,67,73,48,6,2,139.58
823,SRWatson,5,14,5,1,0,100
824,BJHodge,4,16,5,0,0,80
825,STRBinny,32,22,13,2,2,246.15
826,SVSamson?Çá,10,10,6,2,0,166.66
827,JPFaulkner,3,3,2,0,0,150
828,CAPujara,51,74,48,8,0,106.25
829,CHGayle,61,52,33,6,3,184.84
830,VKohli(c),14,30,14,1,0,100
831,ABdeVilliers,38,23,19,4,2,200
832,MCHenriques,16,14,7,2,1,228.57
834,MandeepSingh,16,18,12,3,0,133.33
835,SEMarsh,6,9,7,1,0,85.71
836,GurkeeratSingh?Çá,20,24,20,3,0,100
837,DJHussey(c),13,27,14,1,0,92.85
838,DAMiller,101,54,38,8,7,265.78
839,RSathish,27,42,18,2,1,150
840,DPMDJayawardene(c),34,56,31,4,1,109.67
841,VSehwag,11,9,7,2,0,157.14
842,CMGautam?Çá,2,4,3,0,0,66.66
843,DAWarner,13,20,18,2,0,72.22
844,BJRohrer,64,60,40,9,1,160
845,KMJadhav,23,39,21,2,0,109.52
847,RDravid(c),53,61,48,7,0,110.41
848,AMRahane,63,82,45,5,1,140
849,SRWatson,28,20,14,3,1,200
850,DRSmith,47,62,53,7,0,88.67
851,SRTendulkar,48,49,28,8,0,171.42
852,KDKarthik?Çá,34,37,18,3,2,188.88
853,RGSharma(c),16,18,11,1,1,145.45
854,KAPollard,4,3,4,1,0,100
855,ATRayudu,0,2,0,0,0,-
856,HarbhajanSingh,0,2,0,0,0,-
857,MGJohnson,10,7,6,0,1,166.66
859,MSBisla?Çá,17,28,19,3,0,89.47
860,GGambhir(c),0,2,2,0,0,0
861,JHKallis,24,42,26,2,1,92.3
862,YKPathan,13,9,8,1,1,162.5
863,EJGMorgan,5,16,10,0,0,50
864,DBDas,23,15,17,2,2,135.29
865,RMcLaren,1,8,3,0,0,33.33
866,RBhatia,4,8,5,0,0,80
867,IqbalAbdulla,6,20,11,0,0,54.54
868,SPNarine,3,16,6,0,0,50
869,LBalaji,0,3,3,0,0,0
870,MEKHussey,67,90,42,5,4,159.52
871,MVijay,29,26,20,2,3,145
872,SKRaina,99,81,52,11,3,190.38
873,MSDhoni(c)?Çá,4,3,3,0,0,133.33
874,RAJadeja,14,13,6,3,0,233.33
876,PAPatel?Çá,44,45,30,6,1,146.66
877,SDhawan,3,8,3,0,0,100
878,KCSangakkara(c),3,17,9,0,0,33.33
879,GHVihari,3,10,8,0,0,37.5
880,DJGSammy,7,2,3,0,1,233.33
881,NLTCPerera,23,20,13,1,2,176.92
882,KVSharma,39,46,33,3,1,118.18
883,AMishra,6,10,8,0,0,75
884,DWSteyn,14,17,13,1,1,107.69
885,ISharma,0,1,0,0,0,-
886,MandeepSingh,0,1,3,0,0,0
887,ACGilchrist(c)?Çá,42,58,32,6,0,131.25
888,SEMarsh,77,83,64,6,2,120.31
889,DJHussey,1,5,3,0,0,33.33
890,DAMiller,8,22,11,0,0,72.72
891,MSGony,3,5,3,0,0,100
892,RSathish,4,5,3,0,0,133.33
893,PPChawla,1,1,1,0,0,100
895,RDravid(c),4,5,7,1,0,57.14
896,AMRahane,59,87,49,3,3,120.4
897,SRWatson,31,37,25,3,1,124
898,SVSamson,47,43,33,5,1,142.42
899,MSBisla?Çá,12,25,13,2,0,92.3
900,GGambhir(c),50,59,44,6,0,113.63
901,JHKallis,2,5,6,0,0,33.33
902,EJGMorgan,15,18,15,1,0,100
903,RNtenDoeschate,31,32,21,3,1,147.61
904,YKPathan,3,8,6,0,0,50
905,MKTiwary,15,21,10,2,0,150
906,RBhatia,13,7,5,1,1,260
908,RVUthappa,31,55,35,2,0,88.57
909,AJFinch(c),5,14,5,1,0,100
910,YuvrajSingh,1,4,2,0,0,50
911,UABirla,7,17,14,1,0,50
912,ADMathews,40,41,28,0,4,142.85
913,MRMarsh,5,11,8,0,0,62.5
914,MRawat?Çá,5,18,11,0,0,45.45
915,WDParnell,5,9,7,0,0,71.42
916,BKumar,1,3,3,0,0,33.33
917,ParvezRasool,1,3,4,0,0,25
918,KUpadhyay,1,1,1,0,0,100
919,CAPujara,17,24,17,3,0,100
920,CHGayle,4,8,7,1,0,57.14
921,VKohli(c),99,80,58,10,4,170.68
922,MCHenriques,26,35,22,3,0,118.18
923,ABdeVilliers?Çá,32,29,17,2,2,188.23
925,DPMDJayawardene,19,15,13,4,0,146.15
926,VSehwag,18,26,10,4,0,180
927,UBTChand,41,62,35,4,1,117.14
928,DAWarner(c),4,8,6,1,0,66.66
929,BJRohrer,32,30,27,4,0,118.51
930,KMJadhav?Çá,8,13,8,0,0,100
931,IKPathan,23,21,11,2,2,209.09
932,MMorkel,19,17,10,3,0,190
933,UTYadav,4,1,1,1,0,400
934,RVUthappa?Çá,11,21,13,1,0,84.61
935,AJFinch(c),10,12,11,2,0,90.9
936,MKPandey,29,43,29,1,1,100
937,YuvrajSingh,33,41,29,1,2,113.79
938,ADMathews,0,4,2,0,0,0
939,AMNayar,11,31,14,0,0,78.57
940,KWRichardson,8,19,16,0,0,50
941,ParvezRasool,4,12,5,0,0,80
942,BKumar,2,2,2,0,0,100
944,DRSmith,0,1,1,0,0,0
945,SRTendulkar,15,22,13,3,0,115.38
946,KDKarthik?Çá,17,31,25,1,1,68
947,RGSharma(c),37,58,41,3,0,90.24
948,ATRayudu,26,33,23,2,1,113.04
949,GJMaxwell,13,16,7,1,1,185.71
950,HarbhajanSingh,4,2,3,1,0,133.33
951,PAPatel?Çá,61,91,47,5,2,129.78
952,SDhawan,15,18,14,2,0,107.14
953,GHVihari,5,6,7,1,0,71.42
954,CLWhite(c),10,10,8,2,0,125
955,BBSamantray,0,1,1,0,0,0
956,DJGSammy,0,4,3,0,0,0
957,KVSharma,22,27,18,2,1,122.22
958,NLTCPerera,32,25,19,2,2,168.42
959,DWSteyn,1,5,3,0,0,33.33
961,ACGilchrist(c)?Çá,26,34,22,4,0,118.18
962,MandeepSingh,0,3,2,0,0,0
963,SEMarsh,18,28,20,3,0,90
964,LAPomersbach,33,60,40,1,1,82.5
965,DAMiller,6,9,7,1,0,85.71
966,RSathish,25,32,18,1,2,138.88
967,PPChawla,0,2,2,0,0,0
968,PKumar,1,3,3,0,0,33.33
969,HarmeetSingh,3,4,4,0,0,75
970,PAwana,0,1,1,0,0,0
971,SandeepSharma,0,1,1,0,0,0
972,CAPujara,5,17,14,0,0,35.71
973,CHGayle,33,57,36,1,1,91.66
974,VKohli(c),17,16,14,2,0,121.42
975,ABdeVilliers?Çá,28,37,22,1,1,127.27
976,MCHenriques,11,21,11,0,0,100
977,SSTiwary,1,2,3,0,0,33.33
978,RVinayKumar,14,18,13,1,0,107.69
979,RRampaul,0,5,3,0,0,0
980,AMithun,2,1,2,0,0,100
981,MKartik,0,3,1,0,0,0
982,JDUnadkat,1,2,1,0,0,100
984,MSBisla?Çá,0,1,2,0,0,0
985,GGambhir(c),14,26,15,3,0,93.33
986,JHKallis,41,79,45,4,0,91.11
987,YKPathan,18,23,16,1,1,112.5
988,MKTiwary,24,35,27,3,0,88.88
989,RNtenDoeschate,11,14,7,2,0,157.14
990,RBhatia,3,9,4,0,0,75
991,MEKHussey,40,49,40,6,0,100
992,MVijay,55,79,50,6,0,110
993,SKRaina,1,4,2,0,0,50
994,MSDhoni(c)?Çá,2,2,3,0,0,66.66
995,RAJadeja,12,32,14,0,0,85.71
996,DJBravo,23,10,11,4,0,209.09
998,RDravid(c),22,44,28,2,0,78.57
999,AMRahane,9,14,10,1,0,90
1000,JPFaulkner,1,2,2,0,0,50
1001,SVSamson,0,4,5,0,0,0
1002,SRWatson,70,56,34,6,6,205.88
1003,STRBinny,41,36,23,2,3,178.26
1004,BJHodge,0,1,1,0,0,0
1005,PAPatel?Çá,26,18,14,5,0,185.71
1006,SDhawan,59,61,41,6,2,143.9
1007,GHVihari,41,73,37,4,0,110.81
1008,CLWhite(c),43,41,23,3,3,186.95
1009,NLTCPerera,2,9,5,0,0,40
1011,DRSmith,21,16,17,4,0,123.52
1012,SRTendulkar,38,60,31,3,1,122.58
1013,KDKarthik?Çá,30,44,23,4,0,130.43
1014,RGSharma(c),20,40,15,0,2,133.33
1015,ATRayudu,2,5,5,0,0,40
1016,KAPollard,66,33,27,2,8,244.44
1017,CAPujara,19,20,20,3,0,95
1018,CHGayle,77,93,53,4,6,145.28
1019,VKohli(c),57,74,43,6,2,132.55
1020,ABdeVilliers,6,2,2,0,1,300
1021,MCHenriques,0,5,1,0,0,0
1022,KLRahul,8,2,4,2,0,200
1024,ACGilchrist(c)?Çá,85,88,54,10,3,157.4
1025,SEMarsh,8,12,4,2,0,200
1026,AzharMahmood,61,59,41,8,1,148.78
1027,DAMiller,2,8,4,0,0,50
1028,RSathish,12,6,6,1,1,200
1029,MEKHussey,26,48,26,3,0,100
1030,MVijay,31,38,23,3,1,134.78
1031,SKRaina,7,16,11,0,0,63.63
1032,MSDhoni(c)?Çá,58,52,35,2,4,165.71
1033,RAJadeja,24,29,17,2,0,141.17
1034,DJBravo,12,15,8,1,0,150
1036,VSehwag,0,1,2,0,0,0
1037,UBTChand,16,22,12,2,1,133.33
1038,JBotha,23,30,20,3,1,115
1039,DAWarner(c),44,60,37,2,1,118.91
1040,KMJadhav?Çá,2,6,4,0,0,50
1041,BJRohrer,4,8,5,0,0,80
1042,REvanderMerwe,14,25,16,1,0,87.5
1043,IKPathan,4,14,5,0,0,80
1044,UTYadav,12,16,9,0,1,133.33
1045,ANehra,0,1,1,0,0,0
1046,SKaul,7,8,9,0,0,77.77
1047,RVUthappa?Çá,25,20,21,1,2,119.04
1048,AJFinch(c),48,53,32,2,3,150
1049,MKPandey,66,62,47,8,1,140.42
1050,YuvrajSingh,30,31,20,0,3,150
1051,LJWright,0,1,0,0,0,-
1053,GGambhir(c),12,22,17,1,0,70.58
1054,MSBisla?Çá,1,8,4,0,0,25
1055,JHKallis,1,10,7,0,0,14.28
1056,YKPathan,72,70,44,8,2,163.63
1057,RNtenDoeschate,42,51,30,4,1,140
1058,MKTiwary,0,5,2,0,0,0
1059,DBDas,8,20,6,1,0,133.33
1060,RBhatia,10,9,9,1,0,111.11
1061,SMSMSenanayake,2,1,1,0,0,200
1062,GJMaxwell,23,12,17,0,3,135.29
1063,APTare,59,54,37,8,1,159.45
1064,KDKarthik?Çá,21,37,21,3,0,100
1065,RGSharma(c),14,20,9,2,0,155.55
1066,KAPollard,17,24,14,1,1,121.42
1067,ATRayudu,7,13,7,0,0,100
1068,HarbhajanSingh,15,18,7,1,1,214.28
1069,MGJohnson,2,7,7,0,0,28.57
1070,SLMalinga,1,2,1,0,0,100
1072,RDravid(c),4,3,5,1,0,80
1073,AMRahane,4,30,8,0,0,50
1074,JPFaulkner,12,13,13,2,0,92.3
1075,SVSamson,4,5,4,1,0,100
1076,SRWatson,19,26,16,0,2,118.75
1077,STRBinny,37,74,29,3,1,127.58
1078,DHYagnik?Çá,10,13,14,1,0,71.42
1079,BJHodge,39,35,27,7,0,144.44
1080,KKCooper,7,4,4,0,1,175
1081,ACGilchrist(c)?Çá,42,37,26,5,2,161.53
1082,SEMarsh,45,78,44,7,0,102.27
1083,AzharMahmood,9,17,13,1,0,69.23
1084,DAMiller,44,41,24,3,4,183.33
1085,RSathish,22,16,13,2,1,169.23
1086,PPChawla,0,1,0,0,0,-
1088,DPMDJayawardene(c),39,76,42,3,1,92.85
1089,UBTChand,7,10,8,0,1,87.5
1090,IKPathan,1,4,7,0,0,14.28
1091,DAWarner,0,1,1,0,0,0
1092,VSehwag,30,30,22,6,0,136.36
1093,BJRohrer,49,43,29,4,3,168.96
1094,CMGautam?Çá,12,19,8,2,0,150
1095,MMorkel,13,3,4,0,2,325
1096,PAPatel?Çá,2,4,6,0,0,33.33
1097,SDhawan,1,7,3,0,0,33.33
1098,GHVihari,19,39,28,0,0,67.85
1099,CLWhite(c),0,3,1,0,0,0
1100,BBSamantray,55,71,46,6,1,119.56
1101,DJGSammy,23,29,19,1,1,121.05
1102,NLTCPerera,17,19,13,0,0,130.76
1103,DWSteyn,0,3,1,0,0,0
1104,KVSharma,4,4,3,0,0,133.33
1105,AMishra,0,1,0,0,0,-
1107,RDravid(c),25,32,24,2,1,104.16
1108,AMRahane,12,39,25,0,1,48
1109,SRWatson,11,32,20,0,0,55
1110,SVSamson?Çá,5,13,7,0,0,71.42
1111,STRBinny,8,13,8,1,0,100
1112,BJHodge,8,16,7,1,0,114.28
1113,SachinBaby,3,6,7,0,0,42.85
1114,JPFaulkner,6,3,3,0,1,200
1115,KKCooper,26,14,12,3,1,216.66
1116,PVTambe,3,12,6,0,0,50
1117,SKTrivedi,0,1,1,0,0,0
1118,ACGilchrist(c)?Çá,5,11,7,1,0,71.42
1119,MandeepSingh,1,7,5,0,0,20
1120,AzharMahmood,80,76,44,8,4,181.81
1121,SEMarsh,63,68,47,11,0,134.04
1122,DAMiller,6,12,5,1,0,120
1123,MVohra,20,15,8,3,1,250
1124,GurkeeratSingh,0,1,1,0,0,0
1125,PPChawla,1,2,2,0,0,50
1126,PKumar,0,1,1,0,0,0
1128,GJMaxwell,0,2,3,0,0,0
1129,APTare,22,16,12,2,2,183.33
1130,ATRayudu,26,35,22,3,0,118.18
1131,RGSharma(c),25,36,25,2,1,100
1132,KDKarthik?Çá,0,4,3,0,0,0
1133,KAPollard,22,30,21,1,1,104.76
1134,RDhawan,14,26,15,2,0,93.33
1135,HarbhajanSingh,5,19,8,0,0,62.5
1136,NMCoulter-Nile,9,7,6,0,1,150
1137,SLMalinga,1,5,1,0,0,100
1138,DSKulkarni,,,,,,
1139,VKohli(c),56,38,29,6,4,193.1
1140,CHGayle,28,23,13,0,4,215.38
1141,ABdeVilliers,5,4,3,1,0,166.66
1142,MCHenriques,12,9,3,3,0,400
1144,MEKHussey,6,6,5,1,0,120
1145,MVijay,32,32,19,2,2,168.42
1146,SKRaina,0,1,1,0,0,0
1147,DJBravo,11,11,9,0,1,122.22
1148,MSDhoni(c)?Çá,24,22,10,2,2,240
1149,RAJadeja,7,11,4,1,0,175
1150,SBadrinath,0,2,0,0,0,-
1151,RVUthappa?Çá,24,22,20,3,0,120
1152,AJFinch(c),52,52,34,3,4,152.94
1153,MKPandey,10,19,14,0,1,71.42
1154,YuvrajSingh,3,16,7,0,0,42.85
1155,ADMathews,30,38,22,0,2,136.36
1156,LJWright,44,29,23,7,1,191.3
1157,RVGomez,4,1,1,1,0,400
1159,DPMDJayawardene(c),14,24,13,3,0,107.69
1160,DAWarner,2,10,5,0,0,40
1161,BChipli,16,26,18,1,1,88.88
1162,VSehwag,11,10,10,2,0,110
1163,BJRohrer,7,11,9,1,0,77.77
1164,IKPathan,24,51,28,2,0,85.71
1165,CMGautam?Çá,30,31,23,2,1,130.43
1166,MMorkel,0,1,1,0,0,0
1167,UTYadav,8,15,9,0,0,88.88
1168,SNadeem,6,5,5,1,0,120
1169,SKaul,0,1,0,0,0,-
1170,MSBisla?Çá,15,21,18,3,0,83.33
1171,GGambhir(c),10,37,17,0,0,58.82
1172,JHKallis,24,50,29,2,0,82.75
1173,EJGMorgan,9,15,9,1,0,100
1174,YKPathan,49,48,29,3,3,168.96
1175,RNtenDoeschate,1,7,5,0,0,20
1176,PDogra,5,9,8,0,0,62.5
1177,SPNarine,1,6,2,0,0,50
1178,IqbalAbdulla,2,4,3,0,0,66.66
1180,PAPatel?Çá,47,53,37,7,0,127.02
1181,SDhawan,42,43,35,3,2,120
1182,GHVihari,6,19,13,0,0,46.15
1183,CLWhite(c),2,3,4,0,0,50
1184,NLTCPerera,4,17,10,0,0,40
1185,DJGSammy,17,16,12,0,2,141.66
1186,BBSamantray,5,4,2,1,0,250
1187,MEKHussey,86,97,58,10,2,148.27
1188,MVijay,23,32,20,2,0,115
1189,SKRaina,82,64,42,5,5,195.23
1191,DRSmith,68,43,28,6,5,242.85
1192,APTare,7,8,7,1,0,100
1193,KDKarthik?Çá,11,41,18,1,0,61.11
1194,RGSharma(c),8,13,15,0,0,53.33
1195,KAPollard,24,19,16,1,2,150
1196,ATRayudu,15,30,14,1,0,107.14
1197,HarbhajanSingh,0,4,4,0,0,0
1198,MGJohnson,6,8,7,0,0,85.71
1199,SLMalinga,0,1,2,0,0,0
1200,PPOjha,0,4,2,0,0,0
1201,MMPatel,0,2,0,0,0,-
1202,PAPatel?Çá,1,3,3,0,0,33.33
1203,SDhawan,33,72,39,3,0,84.61
1204,GHVihari,1,6,8,0,0,12.5
1205,CLWhite(c),31,40,28,5,0,110.71
1206,DJGSammy,29,32,21,0,3,138.09
1207,NLTCPerera,11,15,6,1,1,183.33
1208,BBSamantray,14,11,11,2,0,127.27
1209,KVSharma,2,10,2,0,0,100
1210,DWSteyn,4,2,2,0,0,200
1212,RDravid(c),12,10,10,3,0,120
1213,AMRahane,18,42,20,0,1,90
1214,SRWatson,24,20,15,5,0,160
1215,DHYagnik?Çá,0,6,4,0,0,0
1216,STRBinny,2,10,6,0,0,33.33
1217,SVSamson,10,29,21,0,0,47.61
1218,BJHodge,54,47,29,2,5,186.2
1219,JPFaulkner,11,24,11,2,0,100
1220,RDravid(c),43,55,37,7,0,116.21
1221,AMRahane,21,30,18,3,0,116.66
1222,SRWatson,6,8,8,1,0,75
1223,SVSamson,0,4,2,0,0,0
1224,STRBinny,27,26,17,3,1,158.82
1225,BJHodge,19,47,20,2,0,95
1226,KKCooper,4,2,2,1,0,200
1227,DHYagnik?Çá,31,28,17,5,0,182.35
1229,DRSmith,62,76,44,6,2,140.9
1230,APTare,35,41,27,3,2,129.62
1231,KDKarthik?Çá,22,22,17,3,0,129.41
1232,RGSharma(c),2,5,8,0,0,25
1233,KAPollard,11,10,6,0,1,183.33
1234,ATRayudu,17,13,11,1,1,154.54
1235,HarbhajanSingh,6,12,4,1,0,150
1236,RDhawan,4,3,2,1,0,200
1237,DRSmith,4,4,4,1,0,100
1238,APTare,0,7,1,0,0,0
1239,KDKarthik?Çá,21,45,26,3,0,80.76
1240,RGSharma(c),2,10,5,0,0,40
1241,ATRayudu,37,56,36,4,0,102.77
1242,KAPollard,60,55,32,7,3,187.5
1243,HarbhajanSingh,14,14,8,3,0,175
1244,RDhawan,3,5,3,0,0,100
1245,MGJohnson,1,2,2,0,0,50
1246,SLMalinga,0,1,2,0,0,0
1247,PPOjha,1,4,1,0,0,100
1249,MEKHussey,1,3,2,0,0,50
1250,MVijay,18,42,20,2,0,90
1251,SKRaina,0,1,1,0,0,0
1252,SBadrinath,0,5,3,0,0,0
1253,DJBravo,15,22,16,3,0,93.75
1254,RAJadeja,0,2,2,0,0,0
1255,MSDhoni(c)?Çá,63,73,45,3,5,140
1256,JAMorkel,10,19,10,0,1,100
1257,CHMorris,0,2,1,0,0,0
1258,RAshwin,9,31,18,0,0,50
1259,MMSharma,0,13,2,0,0,0
